situation: conversation, Emotion: anxiety, statements: eight hundred eight, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: sadness, statements: five thousand six, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five thousand six, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five thousand six, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two hundred five, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two hundred five, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: march twenty-first, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: march twenty-first, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: anxiety, statements: april eighteenth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: april eighteenth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: april eighteenth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight thousand one, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight thousand one, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five thousand three, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine hundred five, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine hundred five, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: october ninth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: october ninth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: october ninth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: one hundred three, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: one hundred three, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: ten thousand two, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: ten thousand two, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: two hundred nine, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: two hundred nine, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six hundred one, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six hundred one, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: july fifteenth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: march twenty-ninth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: march twenty-ninth, Gender: male, Color: (127, 127, 127)
situation: conversation, Emotion: boredom, statements: eight hundred five, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: eight hundred five, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: six thousand two, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: six thousand two, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: six thousand two, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five hundred one, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five hundred one, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five hundred one, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five hundred one, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: four thousand five, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: four thousand five, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: four thousand five, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: four thousand five, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: november eighth, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: november eighth, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: seventy eight, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: three thousand five, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: three thousand five, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: june twenty fourth, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: june twenty fourth, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine thousand ten, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine thousand ten, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine thousand ten, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine thousand ten, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: june twenty-fourth, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: seventy-eight, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: seventy-eight, Gender: male, Color: (255, 255, 255)
situation: conversation, Emotion: disgust, statements: december first, Gender: male, Color: (0, 112, 192)
situation: conversation, Emotion: hot anger, statements: two thousand eight, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: two thousand eight, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: fifteen hundred, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: one thousand six, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: one thousand six, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: august eighteenth, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: august eighteenth, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four hundred one, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four hundred one, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: june seventeenth, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: june seventeenth, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: nine hundred two, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: september fourth, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: september fourth, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: six thousand four, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: six thousand four, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: three hundred one, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: three hundred one, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: one one thousand six, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: two thousand and eight, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: may twenty-eighth, Gender: male, Color: (255, 0, 0)
situation: conversation, Emotion: happy, statements: march thirtieth, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: march thirtieth, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one hundred eight, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one hundred eight, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one hundred eight, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: december sixth, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: december sixth, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: eight hundred three, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: eight hundred three, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: four thousand three, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: four thousand three, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: november tenth, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: november tenth, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: november tenth, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: ten thousand four, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: ten thousand four, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: ten thousand four, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: five thousand eight, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: five thousand eight, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: three thousand three, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: three thousand three, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: three thousand three, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: seventy-six, Gender: male, Color: (210, 255, 10)
situation: conversation, Emotion: neutral, statements: nine thousand six, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: nine thousand six, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: november fifth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: november fifth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: july seventh, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: july seventh, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: nine hundred six, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand ten, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five hundred two, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five hundred two, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three thousand ten, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three thousand ten, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: december tenth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: december tenth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four thousand twelve, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four thousand twelve, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand four, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand four, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand nine, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand one, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand one, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand six, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand three, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand three, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand twelve, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand two, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand two, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand two, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three hundred ten, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: one hundred nine, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: one hundred nine, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: august second, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: august second, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four hundred twelve, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight thousand one, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight thousand one, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight thousand one, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: ten thousand two, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: april fourteenth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five thousand two, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five thousand two, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two hundred six, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight hundred one, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: one thousand nine, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: september fourth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: september fourth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: september fourth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: six thousand four, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: october first, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: october first, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: six hundred four, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: fifty-seven, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: fifty-seven, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: june twenty-first, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: march twenty-eighth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: march twenty-eighth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: march twenty-eighth, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: may thirty-first, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: seventy-five, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: seventy-five, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: sixty-seven, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: sixty-seven, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred nine, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred nine, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred nine, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three thousand eight, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three thousand eight, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three thousand eight, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: december eighth, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four thousand four, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four thousand four, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight thousand twelve, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight thousand twelve, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred eight, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred eight, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: november sixth, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: november sixth, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight hundred twelve, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight hundred twelve, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: ten thousand nine, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand one, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand one, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand three, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand three, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand three, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand three, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: september third, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: september third, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six thousand ten, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred three, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred three, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred three, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october tenth, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october tenth, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six hundred ten, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april sixteenth, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four hundred four, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four hundred four, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june seventeenth, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine hundred two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine hundred two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine hundred two, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five thousand nine, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five thousand nine, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fourteen sixty, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fourteen sixty, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fourteen sixty, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: january, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: twelve and a half, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june twenty-third, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: march twenty-ninth, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: may twenty-first, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-one, Gender: male, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-one, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seven hundred, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seven hundred, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seven hundred, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seven hundred, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred four, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred four, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: sixteen hundred, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: sixteen hundred, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may seventeenth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may seventeenth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand five, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand five, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand five, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand five, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand ten, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand ten, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: december ninth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four thousand ten, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred five, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred five, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fifteen hundred, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fifteen hundred, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march twentieth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august fourteenth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august fourteenth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four hundred ten, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four hundred ten, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine hundred nine, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april eighteenth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april eighteenth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five thousand three, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five thousand three, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred nine, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred nine, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred nine, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred three, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred three, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand one, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand one, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand one, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september fifth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september fifth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september fifth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six thousand eight, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six thousand eight, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred one, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred one, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred one, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight thousand four, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight thousand four, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand nine, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand nine, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand nine, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: october eighth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: october eighth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six hundred eight, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six hundred eight, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand three, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand three, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: it's Four thousand ten, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-eighth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-eighth, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march thirty-first, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march thirty-first, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-third, Gender: male, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-third, Gender: male, Color: (30, 40, 30)
situation: conversation, Emotion: sadness, statements: one hundred six, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: one hundred six, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: fourteen sixty, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: january, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: october first, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: six hundred four, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: six hundred four, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: ten thousand three, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: ten thousand three, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five thousand six, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five thousand six, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two hundred five, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two hundred five, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: fourteen sixty two, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: fourteen sixty two, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: fourteen sixty two, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: fourteen sixty two, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: sixty two, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: march twenty-first, Gender: male, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: march twenty-first, Gender: male, Color: (40, 0, 80)
