,emotion,statements,gender,mfcc
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Eb.wav,disgust,What kind of bags are there under the table,male,"[-340.19195556640625, 130.11170959472656, -14.574514389038086, 5.610050201416016, 37.09818649291992, 5.4756598472595215, 6.289133071899414, 20.965251922607422, 7.502093315124512, 7.39546537399292, 12.158953666687012, 0.5159409642219543, 3.0947771072387695, 9.474264144897461, -2.2058167457580566, -4.583376884460449, 2.8246865272521973, -0.3303000330924988, -0.4099388122558594, 2.6226227283477783]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Fc.wav,happiness,What kind of bags are there under the table,male,"[-340.0758056640625, 152.6501007080078, -20.987031936645508, -1.6935466527938843, 31.89501953125, 0.441798597574234, 10.168670654296875, 23.91851043701172, -0.5017181634902954, 0.1677803099155426, 9.438826560974121, -5.139928340911865, -1.9437147378921509, 8.293251991271973, -3.1619083881378174, -4.109346866607666, 4.997534275054932, 0.8095529079437256, 1.3092151880264282, 3.8067967891693115]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Lb.wav,boredom,What kind of bags are there under the table,male,"[-293.9765319824219, 173.60562133789062, -28.134967803955078, 2.1622040271759033, 46.556297302246094, 5.345330715179443, 12.165953636169434, 32.94626235961914, 10.46099853515625, 8.561775207519531, 12.652379035949707, -6.884990215301514, -2.1962223052978516, 10.111883163452148, -4.344818592071533, -6.758521556854248, 3.188472270965576, -1.900965690612793, 0.4214140474796295, 8.192574501037598]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Nc.wav,neutral,What kind of bags are there under the table,male,"[-308.6571350097656, 175.60963439941406, -7.55599308013916, 4.372833728790283, 44.85623550415039, 15.509950637817383, 12.432290077209473, 21.704830169677734, 6.15349006652832, 10.019023895263672, 14.472204208374023, -3.462663412094116, 0.40661343932151794, 12.295918464660645, -1.0114251375198364, -4.299185752868652, 5.998893737792969, -0.3168047368526459, -3.921215772628784, 2.4191298484802246]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b01Wd.wav,anger,What kind of bags are there under the table,male,"[-344.1148681640625, 145.78533935546875, -19.267290115356445, -7.911251068115234, 24.396209716796875, 0.01693454012274742, 8.761890411376953, 19.326379776000977, -3.814164876937866, -2.4235007762908936, 7.877082824707031, -5.309964656829834, -2.6374733448028564, 8.294439315795898, -2.8130943775177, -5.987525939941406, 3.120944023132324, -0.8915313482284546, -3.269796371459961, 0.3042587339878082]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Ab.wav,anxiety/fear,They just carried it up and now they're going down again,male,"[-301.99713134765625, 170.9718475341797, -24.224016189575195, 8.431056022644043, 49.97190475463867, 1.4216864109039307, -0.17800851166248322, 16.584863662719727, -4.023416519165039, 0.8758224844932556, 14.008557319641113, -1.3980690240859985, 0.057476792484521866, 9.510322570800781, -3.3208515644073486, -4.424444198608398, 5.011018753051758, -0.04044904559850693, 0.5621113777160645, 4.189602851867676]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Fd.wav,happiness,They just carried it up and now they're going down again,male,"[-303.82061767578125, 176.13055419921875, -15.34096908569336, 1.3338662385940552, 32.57228469848633, -3.513122320175171, 5.640036582946777, 15.802682876586914, -10.381146430969238, -1.2839652299880981, 13.667102813720703, -4.092757225036621, -2.5505614280700684, 8.201943397521973, -3.6551201343536377, -3.583254337310791, 5.223215579986572, -0.9908972978591919, 0.4098777770996094, 4.3761749267578125]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Na.wav,neutral,They just carried it up and now they're going down again,male,"[-367.219482421875, 183.51771545410156, -8.670332908630371, 6.782608985900879, 49.86467361450195, 13.59548568725586, 1.6636028289794922, 7.745372772216797, -2.8998422622680664, 7.639734745025635, 13.318678855895996, -3.5077567100524902, 3.6369307041168213, 13.510799407958984, -2.718890905380249, -2.6696887016296387, 8.561616897583008, -2.2149481773376465, -6.167526721954346, 3.463303565979004]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Td.wav,sadness,They just carried it up and now they're going down again,male,"[-369.6103820800781, 170.69305419921875, -5.794613361358643, 17.077299118041992, 50.54846954345703, 5.843996524810791, 1.0843863487243652, 14.845663070678711, 0.5613116025924683, 8.556418418884277, 19.94020652770996, 6.05729866027832, 7.738432884216309, 11.853058815002441, -5.304609775543213, -5.726959228515625, 4.456851959228516, -2.3933584690093994, -0.379422664642334, 7.542160987854004]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b02Wb.wav,anger,They just carried it up and now they're going down again,male,"[-306.0741882324219, 171.73443603515625, -9.160801887512207, -3.9510505199432373, 26.529178619384766, -1.326423168182373, 0.6107453107833862, 3.1906204223632812, -16.896800994873047, -2.2831623554229736, 11.484698295593262, -7.980210781097412, -4.1870574951171875, 10.916013717651367, -4.183285713195801, -11.186766624450684, 1.0267900228500366, 0.012457775883376598, -2.917046070098877, -0.392486035823822]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Fc.wav,happiness,I used to go home on the weekends and visit Agnes,male,"[-333.6261291503906, 154.7816619873047, -0.25410377979278564, 2.8143415451049805, 28.52146339416504, 3.4734528064727783, 4.950010776519775, 11.239999771118164, -5.35820198059082, 1.15330970287323, 12.342279434204102, 0.4446377158164978, -0.05981496348977089, 5.627383232116699, -3.8039486408233643, -3.7320148944854736, 3.352611541748047, -1.5373502969741821, -1.0059959888458252, 3.3297224044799805]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Lc.wav,boredom,I used to go home on the weekends and visit Agnes,male,"[-349.1104431152344, 180.79881286621094, 8.060918807983398, 11.319907188415527, 48.197608947753906, 17.155776977539062, 0.1609000414609909, 5.8962578773498535, 2.126549482345581, 8.796012878417969, 13.78722858428955, 5.88495397567749, 9.683700561523438, 10.405442237854004, -3.7228171825408936, -2.8756561279296875, 5.160585403442383, -0.23304642736911774, -0.10836171358823776, 3.695167064666748]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Nb.wav,neutral,I used to go home on the weekends and visit Agnes,male,"[-362.650634765625, 178.67369079589844, 9.610360145568848, 9.190080642700195, 42.833885192871094, 15.186373710632324, 1.9768502712249756, 5.830447673797607, -0.4678812325000763, 7.724264144897461, 12.15286922454834, 0.1360313892364502, 6.090326309204102, 13.986089706420898, 0.09383725374937057, -3.369032144546509, 4.106592178344727, -1.303288221359253, -1.442571759223938, 4.700964450836182]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Td.wav,sadness,I used to go home on the weekends and visit Agnes,male,"[-377.3616943359375, 153.2470245361328, 9.586058616638184, 12.557133674621582, 37.540550231933594, 8.405252456665039, 1.684220314025879, 12.83177661895752, 7.379433631896973, 10.8934907913208, 15.678543090820312, 7.381934642791748, 8.0546236038208, 6.871899127960205, -6.665799617767334, -4.590819835662842, 5.553743839263916, 1.5234297513961792, 1.2809444665908813, 5.6251020431518555]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Wa.wav,anger,I used to go home on the weekends and visit Agnes,male,"[-394.01141357421875, 159.9453582763672, -4.115774154663086, 1.228983998298645, 34.30506134033203, 8.819329261779785, 2.668161153793335, 4.529478549957275, -8.284965515136719, 3.4011902809143066, 12.8636474609375, -2.6453778743743896, -0.06939997524023056, 8.849526405334473, -4.268443584442139, -5.7642412185668945, 5.404941558837891, -0.35159099102020264, -4.900924205780029, -0.034253139048814774]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b03Wb.wav,anger,I used to go home on the weekends and visit Agnes,male,"[-333.9593505859375, 148.4496307373047, -6.621415615081787, -5.461561679840088, 20.619178771972656, -1.5867669582366943, 1.4850791692733765, 7.648561954498291, -10.56807804107666, -4.4005446434021, 9.05174446105957, -2.6690855026245117, -4.167495250701904, 4.064936637878418, -4.704380035400391, -8.357769012451172, -1.2589908838272095, -3.5273633003234863, -4.2729811668396, -0.2729521691799164]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Ad.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,male,"[-360.27734375, 159.1647491455078, -14.834453582763672, 3.094743013381958, 40.06201934814453, 7.004420757293701, 6.84905481338501, 17.760204315185547, -0.22038081288337708, 4.479609489440918, 13.984065055847168, -0.8192360401153564, 1.7357860803604126, 11.227396011352539, -2.5744423866271973, -6.240828990936279, 3.7604472637176514, 0.34583979845046997, -1.0562516450881958, 2.587803363800049]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Fd.wav,happiness,I want to take that away and then go have a drink with Karl,male,"[-364.6717529296875, 162.32131958007812, -8.598308563232422, -2.308666229248047, 30.409175872802734, 8.251672744750977, 14.915505409240723, 20.394792556762695, -4.756502628326416, 0.6402499079704285, 15.851536750793457, 0.9995896816253662, -1.5802817344665527, 8.766464233398438, -0.8319244980812073, -6.363584041595459, 0.8083367943763733, -0.7668548226356506, -1.003664255142212, 2.200775384902954]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Ld.wav,boredom,I want to take that away and then go have a drink with Karl,male,"[-326.12481689453125, 165.71694946289062, 1.0714954137802124, 7.675541877746582, 43.32975387573242, 16.88223648071289, 11.541797637939453, 21.411008834838867, 9.1215238571167, 7.175873756408691, 10.095643043518066, 2.114093780517578, 6.357544422149658, 8.562414169311523, -5.056093692779541, -4.006435394287109, 5.043264389038086, -0.5356245040893555, -1.0224988460540771, 4.255331993103027]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Na.wav,neutral,I want to take that away and then go have a drink with Karl,male,"[-304.62652587890625, 190.61863708496094, -1.8595471382141113, -3.8734569549560547, 39.543243408203125, 17.893524169921875, 9.173060417175293, 15.94830322265625, 7.4756760597229, 10.918025016784668, 11.667747497558594, -0.464223176240921, 8.482786178588867, 16.13227081298828, -2.9055683612823486, -8.802059173583984, 1.2459113597869873, -2.7694194316864014, -4.021824836730957, 2.7616147994995117]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Td.wav,sadness,I want to take that away and then go have a drink with Karl,male,"[-379.16912841796875, 135.26181030273438, 4.49365758895874, 8.365550994873047, 34.55928421020508, 10.947158813476562, 4.425644874572754, 13.218903541564941, 6.99474573135376, 8.934510231018066, 13.957929611206055, 7.96578311920166, 8.75966739654541, 7.633584022521973, -5.094440937042236, -5.160840034484863, 3.0554451942443848, 0.6568053364753723, 1.7908142805099487, 6.473994255065918]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b09Wa.wav,anger,I want to take that away and then go have a drink with Karl,male,"[-314.857666015625, 145.97125244140625, -11.52823257446289, -8.660143852233887, 24.68077850341797, 6.748502254486084, 8.62479019165039, 13.111205101013184, -6.96063756942749, -4.013698577880859, 8.196333885192871, -3.193509817123413, -5.5982866287231445, 3.060065507888794, -3.8335371017456055, -8.418525695800781, -2.3573126792907715, -2.0557589530944824, -1.9984546899795532, -1.2825371026992798]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Ad.wav,anxiety/fear,It will be in the place where we always put it,male,"[-313.5923156738281, 153.9103240966797, -19.89580726623535, 6.764647483825684, 45.38482666015625, 6.314219951629639, 5.037860870361328, 19.16090965270996, 2.9232568740844727, 6.815292835235596, 14.076010704040527, 0.04723571985960007, 5.30924129486084, 12.724798202514648, -3.292442798614502, -3.6348876953125, 6.792298793792725, -0.594851553440094, -0.7158328890800476, 6.242006301879883]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Ae.wav,anxiety/fear,It will be in the place where we always put it,male,"[-332.1714172363281, 145.4092559814453, -20.344051361083984, 7.660099506378174, 45.499759674072266, 8.666400909423828, 8.422537803649902, 19.81332015991211, 1.4635642766952515, 6.261791229248047, 14.535497665405273, -0.42674654722213745, 3.7315292358398438, 11.714142799377441, -3.1169309616088867, -3.021056890487671, 7.719781398773193, 0.5763705968856812, -0.452300101518631, 5.404330253601074]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Ld.wav,boredom,It will be in the place where we always put it,male,"[-343.19732666015625, 160.6573486328125, -3.3047773838043213, 8.369338989257812, 44.11783981323242, 14.17628002166748, 9.76046085357666, 22.089462280273438, 9.644538879394531, 8.030607223510742, 13.144086837768555, 6.767779350280762, 10.582301139831543, 11.230853080749512, -3.3374531269073486, -3.3009088039398193, 4.161561012268066, -0.5620010495185852, 1.51271653175354, 5.914200782775879]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Nc.wav,neutral,It will be in the place where we always put it,male,"[-330.3555603027344, 182.2958526611328, -2.672722816467285, 6.523393630981445, 47.76432800292969, 17.84667205810547, 9.991382598876953, 18.26756477355957, 5.544638156890869, 8.489829063415527, 12.954497337341309, 1.1005051136016846, 7.815959453582764, 15.55224609375, -0.6417062282562256, -4.966153144836426, 2.925724506378174, -2.3991379737854004, -2.1006314754486084, 3.8660340309143066]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Td.wav,sadness,It will be in the place where we always put it,male,"[-339.46319580078125, 150.073486328125, -8.487966537475586, 9.245691299438477, 42.19932174682617, 8.50319766998291, 7.121553897857666, 20.433595657348633, 6.4227070808410645, 8.42066478729248, 16.195606231689453, 7.172008991241455, 11.132993698120117, 14.095697402954102, -1.9033414125442505, -2.889765501022339, 5.448909282684326, -0.5007116198539734, 1.5577208995819092, 8.645672798156738]"
datasources\EMO_DB\EMO_DB_DATA\wav\11b10Wa.wav,anger,It will be in the place where we always put it,male,"[-342.3737487792969, 147.38021850585938, -10.037885665893555, -8.140202522277832, 21.471237182617188, 3.4108617305755615, 8.468693733215332, 12.184029579162598, -8.937602996826172, -3.6214544773101807, 8.572137832641602, -3.2314865589141846, -2.1661219596862793, 6.759424209594727, -3.478255033493042, -6.9976887702941895, 0.20021851360797882, -3.127471923828125, -3.617426872253418, 0.006922985892742872]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a01Fb.wav,happiness,The tablecloth is lying on the fridge,male,"[-371.1018371582031, 170.93727111816406, -13.079695701599121, -12.01469898223877, 29.087533950805664, 12.499189376831055, 8.726950645446777, 3.492140054702759, -15.080253601074219, 2.8076796531677246, 19.391193389892578, -0.8408124446868896, -6.286107540130615, 2.601137638092041, -6.823356628417969, -7.559823989868164, 3.421133518218994, -1.5314180850982666, -5.851614952087402, 0.043932538479566574]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a01Lb.wav,boredom,The tablecloth is lying on the fridge,male,"[-314.8985595703125, 180.8070526123047, -8.453362464904785, 1.3437596559524536, 39.87052536010742, 6.340024471282959, -0.6172152757644653, 7.808450222015381, -5.231372833251953, 2.3307766914367676, 12.450578689575195, 1.3901374340057373, 3.645857810974121, 5.957858085632324, -9.149093627929688, -7.01444149017334, 3.5551040172576904, -2.7370166778564453, -2.674900531768799, 2.6391730308532715]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a01Nb.wav,neutral,The tablecloth is lying on the fridge,male,"[-333.1798400878906, 194.72946166992188, -15.92017936706543, -7.516787528991699, 36.449642181396484, 8.098751068115234, 7.214203357696533, 12.179890632629395, -7.46196174621582, 4.448322296142578, 16.290660858154297, -3.1036112308502197, -0.8654379844665527, 8.140830039978027, -9.922430992126465, -11.299059867858887, 4.170009613037109, -1.2066106796264648, -4.655186653137207, 2.9572064876556396]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a01Wc.wav,anger,The tablecloth is lying on the fridge,male,"[-357.3633728027344, 167.679443359375, -32.502174377441406, -17.01958656311035, 26.44618797302246, 0.6933615803718567, 3.202328681945801, 2.858492136001587, -18.522274017333984, 1.685779333114624, 15.904346466064453, -8.326415061950684, -5.16275691986084, 9.25139045715332, -5.884388446807861, -8.690202713012695, 2.075773239135742, -5.070505142211914, -6.456454753875732, 0.9029459953308105]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Ac.wav,anxiety/fear,She wants to hand that in on Wednesday,male,"[-269.1604309082031, 181.0463104248047, -36.124908447265625, 2.435403347015381, 46.95819854736328, -2.3716063499450684, 3.162888765335083, 16.086584091186523, -11.6760892868042, 1.0825275182724, 17.348608016967773, -4.48763370513916, -0.32381606101989746, 12.021979331970215, -6.165496349334717, -7.252135276794434, 5.908808708190918, -0.663009524345398, -2.1998448371887207, 0.9875792860984802]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Ec.wav,disgust,She wants to hand that in on Wednesday,male,"[-367.9864501953125, 134.02110290527344, -6.804458141326904, 11.74931812286377, 42.2918815612793, 12.009500503540039, 8.780807495117188, 15.268444061279297, 0.5200112462043762, 7.272550106048584, 16.401016235351562, 2.099064588546753, 1.317043662071228, 7.958309650421143, -1.8379771709442139, -2.4506750106811523, 5.365826606750488, -0.4366218149662018, -3.191575288772583, 1.8893742561340332]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Nb.wav,neutral,She wants to hand that in on Wednesday,male,"[-309.97918701171875, 180.63232421875, -19.119848251342773, -0.36458733677864075, 41.965370178222656, 9.48699951171875, 9.641740798950195, 13.33499813079834, -8.095637321472168, 5.797128677368164, 17.1558837890625, -3.976229667663574, 0.7344345450401306, 12.045437812805176, -6.447436332702637, -8.985816955566406, 4.762628078460693, -0.8443942666053772, -4.683535099029541, -1.1340157985687256]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Wa.wav,anger,She wants to hand that in on Wednesday,male,"[-324.06719970703125, 158.4317626953125, -29.632503509521484, -5.9135518074035645, 37.050533294677734, 3.099900484085083, 1.1804958581924438, 6.763462066650391, -12.708783149719238, -2.2428781986236572, 7.825127601623535, -8.14415168762207, -0.6216726303100586, 9.358083724975586, -7.7714948654174805, -8.30671501159668, 3.653984785079956, -3.1682472229003906, -5.313404560089111, -0.9974844455718994]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a02Wc.wav,anger,She wants to hand that in on Wednesday,male,"[-301.9908142089844, 162.3920135498047, -22.248302459716797, -16.430862426757812, 26.489906311035156, 12.337981224060059, 10.436921119689941, -0.6984007358551025, -21.699588775634766, 0.9156379103660583, 14.228192329406738, -10.654338836669922, -7.590640544891357, 9.427998542785645, -3.235137939453125, -8.87802505493164, 0.006496319081634283, -4.734368801116943, -6.361559867858887, -1.4927500486373901]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a04Wc.wav,anger,I could tell him Tonight,male,"[-301.6961975097656, 184.32859802246094, -44.29103469848633, -14.38266372680664, 35.3558464050293, -1.4275336265563965, 1.5483036041259766, 2.020489454269409, -22.265335083007812, -0.5770519375801086, 9.760528564453125, -14.919944763183594, -2.583188056945801, 8.779467582702637, -13.23768424987793, -7.35833740234375, 6.493514537811279, -8.3602933883667, -7.347129821777344, 3.128049612045288]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Ab.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,male,"[-320.3520812988281, 165.6318359375, -34.29070281982422, 1.6107072830200195, 44.19111633300781, 0.9271526336669922, 7.0621771812438965, 17.014375686645508, -11.826911926269531, 0.7591273188591003, 19.21966552734375, -2.7140719890594482, -3.9933695793151855, 7.687861442565918, -5.106466770172119, -5.14586877822876, 5.4485578536987305, -1.748846173286438, -2.797992467880249, 1.8473209142684937]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Lb.wav,boredom,The black piece of paper is up there next to the piece of wood,male,"[-335.0980529785156, 169.2445526123047, -5.010188102722168, 0.5307596921920776, 39.040252685546875, 17.778337478637695, 11.194968223571777, 6.452638626098633, -10.300588607788086, 5.652485370635986, 17.78299903869629, -1.8529783487319946, -3.0520918369293213, 5.442765712738037, -7.465254306793213, -8.390023231506348, 3.923840284347534, -1.4446167945861816, -6.501131057739258, -1.2112089395523071]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Nd.wav,neutral,The black piece of paper is up there next to the piece of wood,male,"[-332.0843505859375, 173.21771240234375, -5.330872058868408, -1.241442322731018, 34.67333984375, 13.12633228302002, 12.024235725402832, 9.823027610778809, -10.323663711547852, 5.1341729164123535, 19.46990203857422, -2.3209187984466553, -6.043551921844482, 5.0648040771484375, -5.796728134155273, -9.172464370727539, 1.8162297010421753, -1.0211044549942017, -4.108538627624512, 0.7946377992630005]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Ta.wav,sadness,The black piece of paper is up there next to the piece of wood,male,"[-360.7159118652344, 170.98321533203125, -12.849346160888672, 11.235673904418945, 47.246238708496094, 8.132143020629883, 8.69600772857666, 15.4736328125, -7.261579990386963, 4.030370235443115, 17.435728073120117, -1.3299027681350708, 0.5619022250175476, 8.546494483947754, -8.065498352050781, -6.532355308532715, 7.688952922821045, 0.33912935853004456, -1.5973641872406006, 5.817694664001465]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a05Wb.wav,anger,The black piece of paper is up there next to the piece of wood,male,"[-323.9997253417969, 166.58843994140625, -41.67436218261719, -14.519370079040527, 35.100521087646484, 2.3806707859039307, 1.2701116800308228, 0.45509156584739685, -22.118091583251953, 0.2501242160797119, 15.423564910888672, -12.019898414611816, -9.824949264526367, 6.324910640716553, -7.298208236694336, -8.412428855895996, 2.683039426803589, -4.725618839263916, -4.880958557128906, 1.1525447368621826]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a07Ac.wav,anxiety/fear,It will be ready in seven hours,male,"[-317.7317199707031, 191.6631622314453, -31.01115608215332, 2.1387979984283447, 46.729007720947266, 2.5039327144622803, 10.041996002197266, 17.425355911254883, -15.45942211151123, 0.1759367436170578, 20.394485473632812, -4.1369829177856445, -3.7407941818237305, 9.0464506149292, -7.329935073852539, -6.664393424987793, 6.727456092834473, -2.705768346786499, -4.170243263244629, 3.6515655517578125]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a07La.wav,boredom,It will be ready in seven hours,male,"[-290.9212341308594, 197.67770385742188, -15.383305549621582, -1.081116795539856, 43.60982131958008, 11.68941593170166, 8.938454627990723, 8.426985740661621, -14.634414672851562, 3.5623884201049805, 19.582521438598633, -3.6091766357421875, -3.268873929977417, 7.06648588180542, -10.314193725585938, -10.168891906738281, 5.556395053863525, -2.450256109237671, -7.155106067657471, 0.6442739367485046]"
datasources\EMO_DB\EMO_DB_DATA\wav\12a07Wa.wav,anger,It will be ready in seven hours,male,"[-285.4831848144531, 185.05714416503906, -29.893003463745117, -7.783078193664551, 42.14628219604492, 9.769970893859863, 9.627582550048828, 9.757164001464844, -19.633392333984375, -2.394725799560547, 19.310970306396484, -5.996906757354736, -10.381855010986328, 6.318839073181152, -5.107349872589111, -11.316727638244629, -0.9557815194129944, -4.8935441970825195, -6.473490238189697, -0.343049556016922]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b01Ta.wav,sadness,What kind of bags are there under the table,male,"[-335.9068908691406, 176.7066650390625, -19.243013381958008, 7.844831943511963, 49.30695724487305, 10.08857250213623, 11.888643264770508, 20.913677215576172, -2.9193668365478516, 4.5749993324279785, 13.998507499694824, -4.811267375946045, 0.3164832890033722, 8.078620910644531, -10.572643280029297, -6.890559673309326, 9.593615531921387, 1.252636432647705, -0.6260401010513306, 7.2176737785339355]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b01Wa.wav,anger,What kind of bags are there under the table,male,"[-338.8607177734375, 167.89088439941406, -44.1962890625, -12.236614227294922, 37.813385009765625, 5.600286483764648, 13.056809425354004, 13.908363342285156, -18.136634826660156, 0.03181101381778717, 17.25053596496582, -11.845382690429688, -11.376449584960938, 7.63491678237915, -4.1236395835876465, -7.466582775115967, 1.3536297082901, -5.755352973937988, -5.468227863311768, -0.21324940025806427]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Ad.wav,anxiety/fear,They just carried it up and now they're going down again,male,"[-303.35772705078125, 192.75439453125, -36.858062744140625, 8.854996681213379, 56.46494674682617, -1.2987977266311646, 3.2581233978271484, 19.838525772094727, -10.713449478149414, 1.1031111478805542, 20.519392013549805, -3.228307008743286, -1.9093074798583984, 13.508294105529785, -2.298671245574951, -5.620518684387207, 6.009953022003174, 0.1690247356891632, -0.9425032734870911, 2.2464942932128906]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Ea.wav,disgust,They just carried it up and now they're going down again,male,"[-377.88531494140625, 140.47750854492188, -20.322324752807617, 9.08544635772705, 41.44445037841797, 0.9014636278152466, 1.769039511680603, 13.2236909866333, -5.84075927734375, 2.6459782123565674, 16.801239013671875, 2.708716630935669, 2.1138601303100586, 7.895902633666992, -3.7435760498046875, -2.8776211738586426, 5.241424560546875, -1.528520941734314, -2.1097822189331055, 2.7919812202453613]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Fb.wav,happiness,They just carried it up and now they're going down again,male,"[-337.0977478027344, 154.88125610351562, 0.5675671100616455, 1.4982407093048096, 31.314584732055664, 12.832769393920898, 11.297473907470703, 6.976244926452637, -14.300543785095215, -0.1760900616645813, 18.385486602783203, 0.8001619577407837, -6.077900409698486, 4.372198104858398, -3.7374136447906494, -9.957201957702637, -0.6739077568054199, -0.5517736673355103, -5.278249740600586, -2.9320874214172363]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Na.wav,neutral,They just carried it up and now they're going down again,male,"[-329.6128234863281, 194.2678985595703, -22.415454864501953, 1.1406278610229492, 46.753414154052734, 7.062771320343018, 6.708380699157715, 11.24628734588623, -16.172191619873047, -0.020284857600927353, 20.134634017944336, -3.7198259830474854, -5.286155700683594, 8.950031280517578, -7.14190149307251, -11.436723709106445, 3.235994577407837, -2.1743335723876953, -7.19475793838501, -0.6819589734077454]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Wa.wav,anger,They just carried it up and now they're going down again,male,"[-307.10455322265625, 152.54336547851562, -20.215290069580078, -2.7784171104431152, 35.76114273071289, 5.322409152984619, -0.002489550272002816, 0.0459509938955307, -18.38372230529785, -2.487948179244995, 11.698176383972168, -8.320752143859863, -6.399537563323975, 7.653759002685547, -6.308403968811035, -11.740821838378906, 0.030216319486498833, -3.3471014499664307, -6.763808250427246, -1.0084450244903564]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Wb.wav,anger,They just carried it up and now they're going down again,male,"[-317.83685302734375, 158.19236755371094, -34.23808670043945, -6.444713592529297, 31.45430564880371, -6.168570041656494, -0.3850579261779785, 3.2943942546844482, -24.279232025146484, -6.052864074707031, 12.3154296875, -11.04667854309082, -8.416561126708984, 6.317845344543457, -8.512225151062012, -9.143126487731934, 2.777533769607544, -5.913488864898682, -6.79971170425415, 0.9444875717163086]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b02Wd.wav,anger,They just carried it up and now they're going down again,male,"[-318.06915283203125, 142.02810668945312, -16.110185623168945, 2.896254539489746, 33.97233963012695, 2.455709218978882, 3.810468912124634, 6.856154918670654, -16.263240814208984, -4.28563117980957, 11.95843505859375, -5.930353164672852, -5.88055944442749, 7.451451301574707, -3.550853729248047, -7.421415328979492, 2.8247885704040527, -1.4404700994491577, -4.874693393707275, -0.36628788709640503]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b03La.wav,boredom,I used to go home on the weekends and visit Agnes,male,"[-290.7731628417969, 189.5946807861328, -8.178243637084961, 1.669757604598999, 44.510684967041016, 12.913806915283203, 1.345329761505127, -0.0819680467247963, -14.531940460205078, 3.659738302230835, 16.76894187927246, -3.7353832721710205, -2.9195358753204346, 7.201609134674072, -8.081989288330078, -10.127457618713379, 2.897059440612793, -2.925318717956543, -7.316409111022949, -0.6126261353492737]"
datasources\EMO_DB\EMO_DB_DATA\wav\12b03Ta.wav,sadness,I used to go home on the weekends and visit Agnes,male,"[-377.5216064453125, 179.52891540527344, 0.36422598361968994, 17.82769203186035, 49.68376159667969, 9.971076965332031, 6.816503524780273, 13.36424446105957, -6.450823783874512, 2.931623697280884, 14.317538261413574, -1.745700478553772, 2.415116548538208, 10.020488739013672, -7.566244125366211, -6.22350549697876, 8.57544994354248, 0.24457955360412598, -3.0258073806762695, 6.368250846862793]"
