,emotion,statements,situation,gender
datasources\LDC\wav\4NT3s0320.wav,neutral,eight thousand three,tete a tete,female
datasources\LDC\wav\4NT3s0321.wav,neutral,eight thousand three,tete a tete,female
datasources\LDC\wav\4NT3s1080.wav,neutral,june eleventh,tete a tete,female
datasources\LDC\wav\4NT3s1081.wav,neutral,june eleventh,tete a tete,female
datasources\LDC\wav\4NT3s1082.wav,neutral,june eleventh,tete a tete,female
datasources\LDC\wav\4NT3s1100.wav,neutral,nine hundred twelve,tete a tete,female
datasources\LDC\wav\4NT3s1101.wav,neutral,nine hundred twelve,tete a tete,female
datasources\LDC\wav\4NT3s1190.wav,neutral,one thousand ten,tete a tete,female
datasources\LDC\wav\4NT3s1240.wav,neutral,april seventh,tete a tete,female
datasources\LDC\wav\4NT3s1241.wav,neutral,april seventh,tete a tete,female
datasources\LDC\wav\4NT3s1242.wav,neutral,april seventh,tete a tete,female
datasources\LDC\wav\4NT3s1243.wav,neutral,april seventh,tete a tete,female
datasources\LDC\wav\4NT3s1270.wav,neutral,august thirteenth,tete a tete,female
datasources\LDC\wav\4NT3s1271.wav,neutral,august thirteenth,tete a tete,female
datasources\LDC\wav\4NT3s1272.wav,neutral,august thirteenth,tete a tete,female
datasources\LDC\wav\4NT3s1273.wav,neutral,august thirteenth,tete a tete,female
datasources\LDC\wav\4NT3s1310.wav,neutral,eight hundred three,tete a tete,female
datasources\LDC\wav\4NT3s1311.wav,neutral,eight hundred three,tete a tete,female
datasources\LDC\wav\4NT3s1312.wav,neutral,eight hundred three,tete a tete,female
datasources\LDC\wav\4NT3s1340.wav,neutral,february,tete a tete,female
datasources\LDC\wav\4NT3s1341.wav,neutral,february,tete a tete,female
datasources\LDC\wav\4NT3s1342.wav,neutral,february,tete a tete,female
datasources\LDC\wav\4NT3s1350.wav,neutral,five hundred four,tete a tete,female
datasources\LDC\wav\4NT3s1351.wav,neutral,five hundred four,tete a tete,female
datasources\LDC\wav\4NT3s1380.wav,neutral,four hundred five,tete a tete,female
datasources\LDC\wav\4NT3s1400.wav,neutral,four thousand five,tete a tete,female
datasources\LDC\wav\4NT3s1430.wav,neutral,fourteen hundred,tete a tete,female
datasources\LDC\wav\4NT3s1431.wav,neutral,fourteen hundred,tete a tete,female
datasources\LDC\wav\4NT3s1540.wav,neutral,nine thousand twelve,tete a tete,female
datasources\LDC\wav\4NT3s1541.wav,neutral,nine thousand twelve,tete a tete,female
datasources\LDC\wav\4NT3s1570.wav,neutral,november ninth,tete a tete,female
datasources\LDC\wav\4NT3s1571.wav,neutral,november ninth,tete a tete,female
datasources\LDC\wav\4NT3s1610.wav,neutral,one hundred ten,tete a tete,female
datasources\LDC\wav\4NT3s1660.wav,neutral,september tenth,tete a tete,female
datasources\LDC\wav\4NT3s1661.wav,neutral,september tenth,tete a tete,female
datasources\LDC\wav\4NT3s1662.wav,neutral,september tenth,tete a tete,female
datasources\LDC\wav\4NT3s1710.wav,neutral,six thousand six,tete a tete,female
datasources\LDC\wav\4NT3s1730.wav,neutral,ten thousand four,tete a tete,female
datasources\LDC\wav\4NT3s1731.wav,neutral,ten thousand four,tete a tete,female
datasources\LDC\wav\4NT3s1770.wav,neutral,three hundred two,tete a tete,female
datasources\LDC\wav\4NT3s1771.wav,neutral,three hundred two,tete a tete,female
datasources\LDC\wav\4NT3s1790.wav,neutral,three thousand two,tete a tete,female
datasources\LDC\wav\4NT3s1810.wav,neutral,two hundred twelve,tete a tete,female
datasources\LDC\wav\4NT3s1840.wav,neutral,two thousand one,tete a tete,female
datasources\LDC\wav\4NT3s2790.wav,neutral,five thousand four,tete a tete,female
datasources\LDC\wav\4NT3s3050.wav,neutral,april seventeenth,tete a tete,female
datasources\LDC\wav\4NT3s3051.wav,neutral,april seventeenth,tete a tete,female
datasources\LDC\wav\4NT3s3052.wav,neutral,april seventeenth,tete a tete,female
datasources\LDC\wav\4NT3s3280.wav,neutral,june twenty-sixth,tete a tete,female
datasources\LDC\wav\4NT3s3281.wav,neutral,june twenty-sixth,tete a tete,female
datasources\LDC\wav\4NT3s3282.wav,neutral,june twenty-sixth,tete a tete,female
datasources\LDC\wav\4NT3s3340.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC\wav\4NT3s3341.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC\wav\4NT3s3342.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC\wav\4NT3s3343.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC\wav\4NT3s3400.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC\wav\4NT3s3401.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC\wav\4NT3s3402.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC\wav\4NT3s3403.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC\wav\4NT3s3500.wav,neutral,seventy-one,tete a tete,female
datasources\LDC\wav\4NT3s3550.wav,neutral,thirty-seven,tete a tete,female
datasources\LDC\wav\4NT3s3551.wav,neutral,thirty-seven,tete a tete,female
datasources\LDC\wav\4PN1s1450.wav,panic,june thirtieth,conversation,female
datasources\LDC\wav\4PN1s1890.wav,panic,august fourteenth,conversation,female
datasources\LDC\wav\4PN1s1910.wav,panic,four hundred ten,conversation,female
datasources\LDC\wav\4PN1s1930.wav,panic,nine thousand five,conversation,female
datasources\LDC\wav\4PN1s1931.wav,panic,nine thousand five,conversation,female
datasources\LDC\wav\4PN1s1940.wav,panic,one thousand three,conversation,female
datasources\LDC\wav\4PN1s1950.wav,panic,september sixth,conversation,female
datasources\LDC\wav\4PN1s1960.wav,panic,six thousand one,conversation,female
datasources\LDC\wav\4PN1s1970.wav,panic,three hundred ten,conversation,female
datasources\LDC\wav\4PN1s3060.wav,panic,may twelfth,conversation,female
datasources\LDC\wav\4PN1s3200.wav,panic,fifty-seven,conversation,female
datasources\LDC\wav\4PN1s3201.wav,panic,fifty-seven,conversation,female
datasources\LDC\wav\4PN1s3410.wav,panic,may twenty-first,conversation,female
datasources\LDC\wav\4PN1s3411.wav,panic,may twenty-first,conversation,female
datasources\LDC\wav\4PR1s0570.wav,pride,eight thousand five,conversation,female
datasources\LDC\wav\4PR1s0730.wav,pride,ten thousand ten,conversation,female
datasources\LDC\wav\4PR1s0731.wav,pride,ten thousand ten,conversation,female
datasources\LDC\wav\4PR1s1340.wav,pride,february,conversation,female
datasources\LDC\wav\4PR1s1370.wav,pride,five thousand one,conversation,female
datasources\LDC\wav\4PR1s1371.wav,pride,five thousand one,conversation,female
datasources\LDC\wav\4PR1s1430.wav,pride,fourteen hundred,conversation,female
datasources\LDC\wav\4PR1s1431.wav,pride,fourteen hundred,conversation,female
datasources\LDC\wav\4PR1s1660.wav,pride,september tenth,conversation,female
datasources\LDC\wav\4PR1s1661.wav,pride,september tenth,conversation,female
datasources\LDC\wav\4PR1s1700.wav,pride,six hundred five,conversation,female
datasources\LDC\wav\4PR1s1701.wav,pride,six hundred five,conversation,female
datasources\LDC\wav\4PR1s1800.wav,pride,two hundred eight,conversation,female
datasources\LDC\wav\4PR1s1990.wav,pride,one hundred one,conversation,female
datasources\LDC\wav\4PR1s1991.wav,pride,one hundred one,conversation,female
datasources\LDC\wav\4PR1s3320.wav,pride,march twenty-fifth,conversation,female
datasources\LDC\wav\4PR1s3321.wav,pride,march twenty-fifth,conversation,female
datasources\LDC\wav\4PR1s3420.wav,pride,may twenty-fourth,conversation,female
datasources\LDC\wav\4PS1s0110.wav,passive,eight thousand six,conversation,female
datasources\LDC\wav\4PS1s0190.wav,passive,thirteen hundred,conversation,female
datasources\LDC\wav\4PS1s0310.wav,passive,april nineteenth,conversation,female
datasources\LDC\wav\4PS1s0410.wav,passive,two hundred ten,conversation,female
datasources\LDC\wav\4PS1s0790.wav,passive,eight hundred six,conversation,female
datasources\LDC\wav\4PS1s0850.wav,passive,ten thousand eight,conversation,female
datasources\LDC\wav\4PS1s1090.wav,passive,may twentieth,conversation,female
datasources\LDC\wav\4PS1s1110.wav,passive,one thousand one,conversation,female
datasources\LDC\wav\4PS1s1200.wav,passive,september ninth,conversation,female
datasources\LDC\wav\4PS1s1210.wav,passive,six thousand nine,conversation,female
datasources\LDC\wav\4PS1s1830.wav,passive,two thousand nine,conversation,female
datasources\LDC\wav\4PS1s1870.wav,passive,two thousand twelve,conversation,female
datasources\LDC\wav\4PS1s1990.wav,passive,one hundred one,conversation,female
datasources\LDC\wav\4PS1s1991.wav,passive,one hundred one,conversation,female
datasources\LDC\wav\4PS1s2000.wav,passive,august seventh,conversation,female
datasources\LDC\wav\4PS1s2010.wav,passive,december third,conversation,female
datasources\LDC\wav\4PS1s2030.wav,passive,five thousand eight,conversation,female
datasources\LDC\wav\4PS1s2031.wav,passive,five thousand eight,conversation,female
datasources\LDC\wav\4PS1s2040.wav,passive,four hundred two,conversation,female
datasources\LDC\wav\4PS1s2050.wav,passive,four thousand two,conversation,female
datasources\LDC\wav\4PS1s2060.wav,passive,july sixteenth,conversation,female
datasources\LDC\wav\4PS1s2080.wav,passive,nine hundred ten,conversation,female
datasources\LDC\wav\4PS1s2090.wav,passive,nine thousand ten,conversation,female
datasources\LDC\wav\4PS1s2100.wav,passive,november first,conversation,female
datasources\LDC\wav\4PS1s2110.wav,passive,october fourth,conversation,female
datasources\LDC\wav\4PS1s2111.wav,passive,october fourth,conversation,female
datasources\LDC\wav\4PS1s2140.wav,passive,six hundred nine,conversation,female
datasources\LDC\wav\4PS1s2160.wav,passive,three hundred three,conversation,female
datasources\LDC\wav\4PS1s2170.wav,passive,three thousand three,conversation,female
datasources\LDC\wav\4PS1s2171.wav,passive,three thousand three,conversation,female
datasources\LDC\wav\4PS1s2960.wav,passive,five hundred eight,conversation,female
datasources\LDC\wav\4PS1s3210.wav,passive,forty-seven,conversation,female
datasources\LDC\wav\4PS1s3260.wav,passive,june twenty-fourth,conversation,female
datasources\LDC\wav\4PS1s3320.wav,passive,march twenty-fifth,conversation,female
datasources\LDC\wav\4PS1s3480.wav,passive,seventy-four,conversation,female
datasources\LDC\wav\4PS1s3481.wav,passive,seventy-four,conversation,female
datasources\LDC\wav\4PS1s3560.wav,passive,two hundred t- ten,conversation,female
datasources\LDC\wav\4SH1s0590.wav,shame,five thousand ten,conversation,female
datasources\LDC\wav\4SH1s0760.wav,shame,two hundred four,conversation,female
datasources\LDC\wav\4SH1s1440.wav,shame,july eighteenth,conversation,female
datasources\LDC\wav\4SH1s1520.wav,shame,nine hundred eight,conversation,female
datasources\LDC\wav\4SH1s1521.wav,shame,nine hundred eight,conversation,female
datasources\LDC\wav\4SH1s1750.wav,shame,ten thousand twelve,conversation,female
datasources\LDC\wav\4SH1s1751.wav,shame,ten thousand twelve,conversation,female
datasources\LDC\wav\4SH1s2110.wav,shame,october fourth,conversation,female
datasources\LDC\wav\4SH1s2111.wav,shame,october fourth,conversation,female
datasources\LDC\wav\4SH1s2140.wav,shame,six hundred nine,conversation,female
datasources\LDC\wav\4SH1s2141.wav,shame,six hundred nine,conversation,female
datasources\LDC\wav\4SH1s2180.wav,shame,eight thousand nine,conversation,female
datasources\LDC\wav\4SH1s2181.wav,shame,eight thousand nine,conversation,female
datasources\LDC\wav\4SH1s3340.wav,shame,march twenty-fourth,conversation,female
datasources\LDC\wav\4SH1s3341.wav,shame,march twenty-fourth,conversation,female
datasources\LDC\wav\4SN1s1820.wav,sadness,two thousand four,conversation,female
datasources\LDC\wav\4SN1s1821.wav,sadness,two thousand four,conversation,female
datasources\LDC\wav\4SN1s2190.wav,sadness,august second,conversation,female
datasources\LDC\wav\4SN1s2191.wav,sadness,august second,conversation,female
datasources\LDC\wav\4SN1s2200.wav,sadness,five hundred five,conversation,female
datasources\LDC\wav\4SN1s2201.wav,sadness,five hundred five,conversation,female
datasources\LDC\wav\4SN1s2210.wav,sadness,four hundred twelve,conversation,female
datasources\LDC\wav\4SN1s2211.wav,sadness,four hundred twelve,conversation,female
datasources\LDC\wav\4SN1s2240.wav,sadness,one thousand two,conversation,female
datasources\LDC\wav\4SN1s2250.wav,sadness,september third,conversation,female
datasources\LDC\wav\4SN1s2251.wav,sadness,september third,conversation,female
datasources\LDC\wav\4SN1s2260.wav,sadness,six thousand ten,conversation,female
datasources\LDC\wav\4SN1s2280.wav,sadness,three hundred twelve,conversation,female
datasources\LDC\wav\4SN1s2281.wav,sadness,three hundred twelve,conversation,female
datasources\LDC\wav\4SN1s2870.wav,sadness,nine thousand nine,conversation,female
datasources\LDC\wav\4SN1s3230.wav,sadness,june twenty-eighth,conversation,female
datasources\LDC\wav\4SN1s3231.wav,sadness,june twenty-eighth,conversation,female
datasources\LDC\wav\4SN1s3430.wav,sadness,may twenty-ninth,conversation,female
datasources\LDC\wav\4SN1s3431.wav,sadness,may twenty-ninth,conversation,female
datasources\LDC\wav\5AX1s2290.wav,anxiety,april eighteenth,conversation,male
datasources\LDC\wav\5AX1s2291.wav,anxiety,april eighteenth,conversation,male
datasources\LDC\wav\5AX1s2292.wav,anxiety,april eighteenth,conversation,male
datasources\LDC\wav\5AX1s2300.wav,anxiety,eight thousand one,conversation,male
datasources\LDC\wav\5AX1s2301.wav,anxiety,eight thousand one,conversation,male
datasources\LDC\wav\5AX1s2310.wav,anxiety,five thousand three,conversation,male
datasources\LDC\wav\5AX1s2330.wav,anxiety,nine hundred five,conversation,male
datasources\LDC\wav\5AX1s2331.wav,anxiety,nine hundred five,conversation,male
datasources\LDC\wav\5AX1s2340.wav,anxiety,october ninth,conversation,male
datasources\LDC\wav\5AX1s2341.wav,anxiety,october ninth,conversation,male
datasources\LDC\wav\5AX1s2342.wav,anxiety,october ninth,conversation,male
datasources\LDC\wav\5AX1s2350.wav,anxiety,one hundred three,conversation,male
datasources\LDC\wav\5AX1s2351.wav,anxiety,one hundred three,conversation,male
datasources\LDC\wav\5AX1s2360.wav,anxiety,ten thousand two,conversation,male
datasources\LDC\wav\5AX1s2361.wav,anxiety,ten thousand two,conversation,male
datasources\LDC\wav\5AX1s2370.wav,anxiety,two hundred nine,conversation,male
datasources\LDC\wav\5AX1s2371.wav,anxiety,two hundred nine,conversation,male
datasources\LDC\wav\5AX1s2630.wav,anxiety,six hundred one,conversation,male
datasources\LDC\wav\5AX1s2631.wav,anxiety,six hundred one,conversation,male
datasources\LDC\wav\5AX1s2980.wav,anxiety,july fifteenth,conversation,male
datasources\LDC\wav\5AX1s3350.wav,anxiety,march twenty-ninth,conversation,male
datasources\LDC\wav\5AX1s3351.wav,anxiety,march twenty-ninth,conversation,male
datasources\LDC\wav\5BD1s0550.wav,boredom,eight hundred five,conversation,male
datasources\LDC\wav\5BD1s0551.wav,boredom,eight hundred five,conversation,male
datasources\LDC\wav\5BD1s0720.wav,boredom,six thousand two,conversation,male
datasources\LDC\wav\5BD1s0721.wav,boredom,six thousand two,conversation,male
datasources\LDC\wav\5BD1s0722.wav,boredom,six thousand two,conversation,male
datasources\LDC\wav\5BD1s1360.wav,boredom,five hundred one,conversation,male
datasources\LDC\wav\5BD1s1361.wav,boredom,five hundred one,conversation,male
datasources\LDC\wav\5BD1s1362.wav,boredom,five hundred one,conversation,male
datasources\LDC\wav\5BD1s1363.wav,boredom,five hundred one,conversation,male
datasources\LDC\wav\5BD1s1400.wav,boredom,four thousand five,conversation,male
datasources\LDC\wav\5BD1s1401.wav,boredom,four thousand five,conversation,male
datasources\LDC\wav\5BD1s1402.wav,boredom,four thousand five,conversation,male
datasources\LDC\wav\5BD1s1403.wav,boredom,four thousand five,conversation,male
datasources\LDC\wav\5BD1s1560.wav,boredom,november eighth,conversation,male
datasources\LDC\wav\5BD1s1561.wav,boredom,november eighth,conversation,male
datasources\LDC\wav\5BD1s1680.wav,boredom,seventy eight,conversation,male
datasources\LDC\wav\5BD1s1780.wav,boredom,three thousand five,conversation,male
datasources\LDC\wav\5BD1s1781.wav,boredom,three thousand five,conversation,male
datasources\LDC\wav\5BD1s2070.wav,boredom,june twenty fourth,conversation,male
datasources\LDC\wav\5BD1s2071.wav,boredom,june twenty fourth,conversation,male
datasources\LDC\wav\5BD1s2090.wav,boredom,nine thousand ten,conversation,male
datasources\LDC\wav\5BD1s2091.wav,boredom,nine thousand ten,conversation,male
datasources\LDC\wav\5BD1s2092.wav,boredom,nine thousand ten,conversation,male
datasources\LDC\wav\5BD1s2093.wav,boredom,nine thousand ten,conversation,male
datasources\LDC\wav\5BD1s3260.wav,boredom,june twenty-fourth,conversation,male
datasources\LDC\wav\5BD1s3460.wav,boredom,seventy-eight,conversation,male
datasources\LDC\wav\5BD1s3461.wav,boredom,seventy-eight,conversation,male
datasources\LDC\wav\5CA1s0190.wav,cold anger,thirteen hundred,conversation,male
datasources\LDC\wav\5CA1s0191.wav,cold anger,thirteen hundred,conversation,male
datasources\LDC\wav\5CA1s2230.wav,cold anger,nine hundred nine,conversation,male
datasources\LDC\wav\5CA1s2231.wav,cold anger,nine hundred nine,conversation,male
datasources\LDC\wav\5CA1s2380.wav,cold anger,april fourteenth,conversation,male
datasources\LDC\wav\5CA1s2381.wav,cold anger,april fourteenth,conversation,male
datasources\LDC\wav\5CA1s2390.wav,cold anger,eight thousand ten,conversation,male
datasources\LDC\wav\5CA1s2391.wav,cold anger,eight thousand ten,conversation,male
datasources\LDC\wav\5CA1s2420.wav,cold anger,october tenth,conversation,male
datasources\LDC\wav\5CA1s2421.wav,cold anger,october tenth,conversation,male
datasources\LDC\wav\5CA1s2430.wav,cold anger,one hundred two,conversation,male
datasources\LDC\wav\5CA1s2431.wav,cold anger,one hundred two,conversation,male
datasources\LDC\wav\5CA1s2432.wav,cold anger,one hundred two,conversation,male
datasources\LDC\wav\5CA1s2440.wav,cold anger,six hundred ten,conversation,male
datasources\LDC\wav\5CA1s2441.wav,cold anger,six hundred ten,conversation,male
datasources\LDC\wav\5CA1s2450.wav,cold anger,two hundred six,conversation,male
datasources\LDC\wav\5CA1s2451.wav,cold anger,two hundred six,conversation,male
datasources\LDC\wav\5CA1s3370.wav,cold anger,march twenty-third,conversation,male
datasources\LDC\wav\5CA1s3371.wav,cold anger,march twenty-third,conversation,male
datasources\LDC\wav\5CT1s0290.wav,contempt,sixteen hundred,conversation,male
datasources\LDC\wav\5CT1s0291.wav,contempt,sixteen hundred,conversation,male
datasources\LDC\wav\5CT1s0292.wav,contempt,sixteen hundred,conversation,male
datasources\LDC\wav\5CT1s0293.wav,contempt,sixteen hundred,conversation,male
datasources\LDC\wav\5CT1s0294.wav,contempt,sixteen hundred,conversation,male
datasources\LDC\wav\5CT1s0580.wav,contempt,five hundred ten,conversation,male
datasources\LDC\wav\5CT1s0581.wav,contempt,five hundred ten,conversation,male
datasources\LDC\wav\5CT1s0582.wav,contempt,five hundred ten,conversation,male
datasources\LDC\wav\5CT1s0583.wav,contempt,five hundred ten,conversation,male
datasources\LDC\wav\5CT1s0584.wav,contempt,five hundred ten,conversation,male
datasources\LDC\wav\5CT1s0585.wav,contempt,five hundred ten,conversation,male
datasources\LDC\wav\5CT1s0750.wav,contempt,three thousand nine,conversation,male
datasources\LDC\wav\5CT1s0751.wav,contempt,three thousand nine,conversation,male
datasources\LDC\wav\5CT1s0752.wav,contempt,three thousand nine,conversation,male
datasources\LDC\wav\5CT1s0753.wav,contempt,three thousand nine,conversation,male
datasources\LDC\wav\5CT1s0754.wav,contempt,three thousand nine,conversation,male
datasources\LDC\wav\5CT1s1280.wav,contempt,december fifth,conversation,male
datasources\LDC\wav\5CT1s1281.wav,contempt,december fifth,conversation,male
datasources\LDC\wav\5CT1s1282.wav,contempt,december fifth,conversation,male
datasources\LDC\wav\5CT1s1300.wav,contempt,eight hundred nine,conversation,male
datasources\LDC\wav\5CT1s1301.wav,contempt,eight hundred nine,conversation,male
datasources\LDC\wav\5CT1s1410.wav,contempt,four thousand nine,conversation,male
datasources\LDC\wav\5CT1s1411.wav,contempt,four thousand nine,conversation,male
datasources\LDC\wav\5CT1s1412.wav,contempt,four thousand nine,conversation,male
datasources\LDC\wav\5CT1s1413.wav,contempt,four thousand nine,conversation,male
datasources\LDC\wav\5CT1s1414.wav,contempt,four thousand nine,conversation,male
datasources\LDC\wav\5CT1s1540.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\5CT1s1541.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\5CT1s1542.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\5CT1s1543.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\5CT1s1544.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\5CT1s1545.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\5CT1s2100.wav,contempt,november first,conversation,male
datasources\LDC\wav\5CT1s2101.wav,contempt,november first,conversation,male
datasources\LDC\wav\5CT1s2102.wav,contempt,november first,conversation,male
datasources\LDC\wav\5CT1s3280.wav,contempt,june twenty-sixth,conversation,male
datasources\LDC\wav\5CT1s3281.wav,contempt,june twenty-sixth,conversation,male
datasources\LDC\wav\5CT1s3282.wav,contempt,june twenty-sixth,conversation,male
datasources\LDC\wav\5CT1s3283.wav,contempt,june twenty-sixth,conversation,male
datasources\LDC\wav\5CT1s3480.wav,contempt,seventy-four,conversation,male
datasources\LDC\wav\5CT1s3481.wav,contempt,seventy-four,conversation,male
datasources\LDC\wav\5CT1s3482.wav,contempt,seventy-four,conversation,male
datasources\LDC\wav\5CT1s3483.wav,contempt,seventy-four,conversation,male
datasources\LDC\wav\5CT1s3484.wav,contempt,seventy-four,conversation,male
datasources\LDC\wav\5DG1s2460.wav,disgust,december first,conversation,male
datasources\LDC\wav\5DM1s0010.wav,dominant,august sixteenth,conversation,male
datasources\LDC\wav\5DM1s0040.wav,dominant,four thousand eight,conversation,male
datasources\LDC\wav\5DM1s0041.wav,dominant,four thousand eight,conversation,male
datasources\LDC\wav\5DM1s0190.wav,dominant,thirteen hundred,conversation,male
datasources\LDC\wav\5DM1s0191.wav,dominant,thirteen hundred,conversation,male
datasources\LDC\wav\5DM1s0260.wav,dominant,nine thousand three,conversation,male
datasources\LDC\wav\5DM1s0420.wav,dominant,april second,conversation,male
datasources\LDC\wav\5DM1s0440.wav,dominant,four hundred eight,conversation,male
datasources\LDC\wav\5DM1s0441.wav,dominant,four hundred eight,conversation,male
datasources\LDC\wav\5DM1s0520.wav,dominant,two hundred three,conversation,male
datasources\LDC\wav\5DM1s0521.wav,dominant,two hundred three,conversation,male
datasources\LDC\wav\5DM1s0522.wav,dominant,two hundred three,conversation,male
datasources\LDC\wav\5DM1s0880.wav,dominant,eight hundred ten,conversation,male
datasources\LDC\wav\5DM1s0881.wav,dominant,eight hundred ten,conversation,male
datasources\LDC\wav\5DM1s0930.wav,dominant,ten thousand five,conversation,male
datasources\LDC\wav\5DM1s0931.wav,dominant,ten thousand five,conversation,male
datasources\LDC\wav\5DM1s0970.wav,dominant,five thousand five,conversation,male
datasources\LDC\wav\5DM1s0971.wav,dominant,five thousand five,conversation,male
datasources\LDC\wav\5DM1s1040.wav,dominant,three thousand twelve,conversation,male
datasources\LDC\wav\5DM1s1041.wav,dominant,three thousand twelve,conversation,male
datasources\LDC\wav\5DM1s1430.wav,dominant,fourteen hundred,conversation,male
datasources\LDC\wav\5DM1s1830.wav,dominant,two thousand nine,conversation,male
datasources\LDC\wav\5DM1s1831.wav,dominant,two thousand nine,conversation,male
datasources\LDC\wav\5DM1s1832.wav,dominant,two thousand nine,conversation,male
datasources\LDC\wav\5DM1s1870.wav,dominant,two thousand twelve,conversation,male
datasources\LDC\wav\5DM1s1871.wav,dominant,two thousand twelve,conversation,male
datasources\LDC\wav\5DM1s1872.wav,dominant,two thousand twelve,conversation,male
datasources\LDC\wav\5DM1s1950.wav,dominant,september sixth,conversation,male
datasources\LDC\wav\5DM1s1960.wav,dominant,six thousand one,conversation,male
datasources\LDC\wav\5DM1s1961.wav,dominant,six thousand one,conversation,male
datasources\LDC\wav\5DM1s2200.wav,dominant,five hundred five,conversation,male
datasources\LDC\wav\5DM1s2201.wav,dominant,five hundred five,conversation,male
datasources\LDC\wav\5DM1s2280.wav,dominant,three hundred twelve,conversation,male
datasources\LDC\wav\5DM1s2281.wav,dominant,three hundred twelve,conversation,male
datasources\LDC\wav\5DM1s2340.wav,dominant,october ninth,conversation,male
datasources\LDC\wav\5DM1s2341.wav,dominant,october ninth,conversation,male
datasources\LDC\wav\5DM1s2342.wav,dominant,october ninth,conversation,male
datasources\LDC\wav\5DM1s2390.wav,dominant,eight thousand ten,conversation,male
datasources\LDC\wav\5DM1s2391.wav,dominant,eight thousand ten,conversation,male
datasources\LDC\wav\5DM1s2520.wav,dominant,november fourth,conversation,male
datasources\LDC\wav\5DM1s2521.wav,dominant,november fourth,conversation,male
datasources\LDC\wav\5DM1s2560.wav,dominant,december twelfth,conversation,male
datasources\LDC\wav\5DM1s2561.wav,dominant,december twelfth,conversation,male
datasources\LDC\wav\5DM1s2570.wav,dominant,july thirteenth,conversation,male
datasources\LDC\wav\5DM1s2571.wav,dominant,july thirteenth,conversation,male
datasources\LDC\wav\5DM1s2600.wav,dominant,nine hundred three,conversation,male
datasources\LDC\wav\5DM1s2601.wav,dominant,nine hundred three,conversation,male
datasources\LDC\wav\5DM1s2610.wav,dominant,one hundred six,conversation,male
datasources\LDC\wav\5DM1s2611.wav,dominant,one hundred six,conversation,male
datasources\LDC\wav\5DM1s2620.wav,dominant,one thousand six,conversation,male
datasources\LDC\wav\5DM1s2630.wav,dominant,six hundred one,conversation,male
datasources\LDC\wav\5DM1s2631.wav,dominant,six hundred one,conversation,male
datasources\LDC\wav\5DM1s2632.wav,dominant,six hundred one,conversation,male
datasources\LDC\wav\5DM1s3080.wav,dominant,it's April second,conversation,male
datasources\LDC\wav\5DM1s3270.wav,dominant,june twenty-ninth,conversation,male
datasources\LDC\wav\5DM1s3330.wav,dominant,march twenty-first,conversation,male
datasources\LDC\wav\5DM1s3331.wav,dominant,march twenty-first,conversation,male
datasources\LDC\wav\5DM1s3390.wav,dominant,may twenty-eighth,conversation,male
datasources\LDC\wav\5DM1s3391.wav,dominant,may twenty-eighth,conversation,male
datasources\LDC\wav\5DM1s3490.wav,dominant,seventy-nine,conversation,male
datasources\LDC\wav\5DM1s3491.wav,dominant,seventy-nine,conversation,male
datasources\LDC\wav\5DP1s0680.wav,despair,september eighth,conversation,male
datasources\LDC\wav\5DP1s0681.wav,despair,september eighth,conversation,male
datasources\LDC\wav\5DP1s0710.wav,despair,six hundred two,conversation,male
datasources\LDC\wav\5DP1s1240.wav,despair,april seventh,conversation,male
datasources\LDC\wav\5DP1s1380.wav,despair,four hundred five,conversation,male
datasources\LDC\wav\5DP1s1500.wav,despair,may thirtieth,conversation,male
datasources\LDC\wav\5DP1s1501.wav,despair,may thirtieth,conversation,male
datasources\LDC\wav\5DP1s1630.wav,despair,one thousand four,conversation,male
datasources\LDC\wav\5DP1s1631.wav,despair,one thousand four,conversation,male
datasources\LDC\wav\5DP1s1760.wav,despair,three hundred five,conversation,male
datasources\LDC\wav\5DP1s1810.wav,despair,two hundred twelve,conversation,male
datasources\LDC\wav\5DP1s1811.wav,despair,two hundred twelve,conversation,male
datasources\LDC\wav\5DP1s2060.wav,despair,july sixteenth,conversation,male
datasources\LDC\wav\5DP1s2061.wav,despair,july sixteenth,conversation,male
datasources\LDC\wav\5DP1s2080.wav,despair,nine hundred ten,conversation,male
datasources\LDC\wav\5DP1s3050.wav,despair,april seventeenth,conversation,male
datasources\LDC\wav\5ET1s1060.wav,elation,eighteen hundred,conversation,male
datasources\LDC\wav\5ET1s1061.wav,elation,eighteen hundred,conversation,male
datasources\LDC\wav\5ET1s2570.wav,elation,july thirteenth,conversation,male
datasources\LDC\wav\5ET1s2571.wav,elation,july thirteenth,conversation,male
