,emotion,statements,situation,gender,mfcc
datasources\LDC\wav\4NT2s1534.wav,neutral,nine thousand one,distant,female,"[-338.312744140625, 111.295166015625, -61.66635513305664, 14.310371398925781, 0.8331977725028992, -21.76165771484375, 2.202493906021118, -28.05838394165039, -10.709939956665039, 7.361697673797607, -18.2430362701416, -2.301926612854004, 1.3192788362503052, -14.155818939208984, -6.848958969116211, -4.435102462768555, 2.7005209922790527, -0.43992725014686584, -12.499372482299805, -0.1066092699766159]"
datasources\LDC\wav\4NT2s1535.wav,neutral,nine thousand one,distant,female,"[-339.98431396484375, 112.60374450683594, -61.78913879394531, 13.300493240356445, 0.05078975856304169, -20.823823928833008, 2.2562472820281982, -28.95159149169922, -10.669402122497559, 5.27853536605835, -21.077930450439453, -2.2207276821136475, 0.6422903537750244, -16.41365623474121, -6.168116092681885, -1.8481568098068237, 2.2214179039001465, -3.265584945678711, -12.089055061340332, 3.506070375442505]"
datasources\LDC\wav\4NT2s1560.wav,neutral,november eighth,distant,female,"[-372.8810119628906, 87.68858337402344, -48.640625, 12.675397872924805, 2.2145297527313232, -10.829182624816895, 11.957819938659668, -14.123156547546387, -3.8937244415283203, 5.121152400970459, -17.509796142578125, -1.3233630657196045, 0.3450411856174469, -14.896088600158691, -3.2886810302734375, 2.4443235397338867, 2.834918260574341, -0.09540031105279922, -3.4859378337860107, 5.343737602233887]"
datasources\LDC\wav\4NT2s1561.wav,neutral,november eighth,distant,female,"[-364.1546325683594, 96.1658935546875, -61.24188232421875, 6.344990253448486, -4.805430889129639, -18.694040298461914, 5.611530780792236, -19.884695053100586, -1.9542957544326782, 4.805161952972412, -23.848928451538086, -1.5064822435379028, 0.5285337567329407, -17.728181838989258, -2.896282196044922, 0.46867793798446655, -1.6489486694335938, 0.6810467839241028, 0.6000500917434692, 8.455182075500488]"
datasources\LDC\wav\4NT2s1562.wav,neutral,november eighth,distant,female,"[-383.5456237792969, 91.23199462890625, -48.14292907714844, 8.145872116088867, -3.960991144180298, -16.20121192932129, 5.8579254150390625, -18.081626892089844, -4.935873985290527, 3.0244812965393066, -19.56057357788086, -2.8164379596710205, -2.05782413482666, -16.865549087524414, -5.045368671417236, 0.7013887763023376, 0.859587550163269, -1.60495126247406, 0.040026165544986725, 12.027801513671875]"
datasources\LDC\wav\4NT2s1590.wav,neutral,october fifth,distant,female,"[-408.8582763671875, 82.71537780761719, -46.338104248046875, 21.23554229736328, 4.440537452697754, -14.843503952026367, 7.284400939941406, -19.371707916259766, -5.373960971832275, 9.000285148620605, -14.181201934814453, -0.18821609020233154, 3.8676581382751465, -8.588501930236816, -1.6361033916473389, -0.86013263463974, 3.145641803741455, 1.1694926023483276, -7.275693893432617, 2.71476674079895]"
datasources\LDC\wav\4NT2s1591.wav,neutral,october fifth,distant,female,"[-396.64093017578125, 78.40263366699219, -40.64518737792969, 19.91552734375, 4.372691631317139, -17.249605178833008, 5.914222240447998, -16.386552810668945, -9.510332107543945, 6.622067451477051, -10.67143440246582, -2.025174379348755, 2.4915337562561035, -5.2515106201171875, 0.20190681517124176, -2.8686275482177734, 1.175779938697815, 3.9860384464263916, -6.649372577667236, 0.11485590040683746]"
datasources\LDC\wav\4NT2s1592.wav,neutral,october fifth,distant,female,"[-389.3203430175781, 74.72390747070312, -42.47526168823242, 12.416473388671875, 4.553568363189697, -13.949248313903809, -1.24554443359375, -19.346025466918945, -3.65999698638916, 4.050396919250488, -16.525707244873047, 0.35943490266799927, 3.657658576965332, -10.31978988647461, -1.5726866722106934, 1.7341907024383545, 2.098635196685791, -0.3307805061340332, -3.3642032146453857, 8.852640151977539]"
datasources\LDC\wav\4NT2s1593.wav,neutral,october fifth,distant,female,"[-366.4610900878906, 80.59774017333984, -43.868717193603516, 17.023223876953125, 1.5517984628677368, -18.839113235473633, 0.7714802622795105, -21.40203094482422, -7.779403209686279, 5.346060276031494, -14.222548484802246, 0.04382932186126709, 2.9454925060272217, -9.837664604187012, -3.4210824966430664, -1.5022181272506714, 3.2603366374969482, 2.096250295639038, -3.335951328277588, 9.496976852416992]"
datasources\LDC\wav\4NT2s1600.wav,neutral,one hundred four,distant,female,"[-391.050537109375, 105.83818817138672, -38.53618240356445, 25.063058853149414, 4.066053867340088, -18.61874008178711, 7.251312732696533, -21.775157928466797, -12.787779808044434, 5.834221839904785, -16.304475784301758, -7.215293884277344, -3.0834667682647705, -11.90732479095459, -1.8468791246414185, -1.417378306388855, 1.096813678741455, 0.8083920478820801, -8.16942310333252, 0.363463431596756]"
datasources\LDC\wav\4NT2s1601.wav,neutral,one hundred four,distant,female,"[-405.4165954589844, 112.8915023803711, -38.75746154785156, 24.87921714782715, 3.3547935485839844, -17.010658264160156, 9.101606369018555, -22.78712272644043, -11.111084938049316, 9.415128707885742, -16.015811920166016, -9.766888618469238, -5.740695476531982, -13.284177780151367, -3.84374737739563, -3.5289053916931152, 0.2910865247249603, -1.3089245557785034, -8.744254112243652, 4.5204949378967285]"
datasources\LDC\wav\4NT2s1602.wav,neutral,one hundred four,distant,female,"[-353.3609313964844, 112.72855377197266, -43.5667724609375, 20.601022720336914, -8.299654006958008, -28.529945373535156, 3.48382568359375, -26.64777374267578, -14.132196426391602, 1.8877259492874146, -19.832040786743164, -1.1281949281692505, -3.10672664642334, -17.960773468017578, -0.7306432723999023, -2.1180479526519775, -4.653409957885742, -3.8616654872894287, -9.5647611618042, 3.9794304370880127]"
datasources\LDC\wav\4NT2s1603.wav,neutral,one hundred four,distant,female,"[-347.2200927734375, 127.29491424560547, -48.99723434448242, 21.841297149658203, -8.760275840759277, -24.27256965637207, 7.111246109008789, -35.001285552978516, -14.650300025939941, 7.4704999923706055, -25.100706100463867, -9.078049659729004, -4.925478935241699, -17.03644371032715, -3.0009562969207764, -4.2990617752075195, -1.739764928817749, -2.9840292930603027, -10.930506706237793, 5.114482879638672]"
datasources\LDC\wav\4NT2s1630.wav,neutral,one thousand four,distant,female,"[-397.3169860839844, 104.86616516113281, -42.89345932006836, 33.09371566772461, 8.504944801330566, -20.993820190429688, 3.258840560913086, -24.440467834472656, -9.483006477355957, 6.518117427825928, -18.195960998535156, -4.0530900955200195, -1.5823347568511963, -13.386200904846191, -3.4315025806427, -4.110076427459717, 0.15964104235172272, 0.8167566061019897, -5.235445022583008, 9.735790252685547]"
datasources\LDC\wav\4NT2s1631.wav,neutral,one thousand four,distant,female,"[-405.9134826660156, 104.85519409179688, -41.493831634521484, 33.72073745727539, 10.608108520507812, -19.535146713256836, 4.504720211029053, -24.1683292388916, -12.280925750732422, 5.5854034423828125, -18.25849723815918, -5.949671745300293, -0.873343825340271, -12.167229652404785, -3.8030142784118652, -3.676807165145874, -1.1936103105545044, -1.2333190441131592, -4.712055206298828, 10.212934494018555]"
datasources\LDC\wav\4NT2s1632.wav,neutral,one thousand four,distant,female,"[-349.0970764160156, 115.62378692626953, -50.38164520263672, 23.98426055908203, 2.1961236000061035, -23.349580764770508, -0.672389566898346, -33.29285430908203, -11.905068397521973, 7.16425895690918, -24.956798553466797, -8.495817184448242, -0.4345192611217499, -14.777472496032715, -4.349271297454834, -1.9624875783920288, 1.548095464706421, -1.4583584070205688, -12.420764923095703, 3.6628637313842773]"
datasources\LDC\wav\4NT2s1700.wav,neutral,six hundred five,distant,female,"[-374.2371826171875, 100.4386978149414, -62.17089080810547, 13.544197082519531, -1.8788330554962158, -19.423185348510742, 8.099495887756348, -17.525848388671875, -1.8548603057861328, 4.786558151245117, -18.636770248413086, 2.0370430946350098, -1.194041132926941, -12.218655586242676, 1.3976305723190308, -4.18594217300415, -0.24627093970775604, 2.052999973297119, -6.907435894012451, 4.082824230194092]"
datasources\LDC\wav\4NT2s1701.wav,neutral,six hundred five,distant,female,"[-363.8021545410156, 110.94702911376953, -74.83860778808594, 18.808996200561523, -3.8490450382232666, -25.77260971069336, 13.65458869934082, -17.158376693725586, -4.30703067779541, 6.4532952308654785, -19.694683074951172, 0.1856188327074051, -2.712407350540161, -13.721969604492188, 0.9853487014770508, -5.183196067810059, -0.8303446173667908, 2.316401958465576, -6.818215847015381, 3.3837268352508545]"
datasources\LDC\wav\4NT2s1702.wav,neutral,six hundred five,distant,female,"[-341.0158386230469, 102.4778060913086, -73.71334075927734, 11.363696098327637, -7.995212078094482, -23.464191436767578, 7.958920955657959, -24.966426849365234, -3.821714401245117, 6.774329662322998, -23.407989501953125, -0.011668356135487556, -2.019437074661255, -17.302892684936523, -1.0412966012954712, -3.978398084640503, -0.6316181421279907, 1.802327036857605, -7.448327541351318, 3.014913558959961]"
datasources\LDC\wav\4NT2s1703.wav,neutral,six hundred five,distant,female,"[-345.5082702636719, 114.26608276367188, -71.91796112060547, 6.161247730255127, -7.50479793548584, -21.500417709350586, 7.498457908630371, -22.771589279174805, -4.321321964263916, 2.7230117321014404, -24.031509399414062, -0.7343695163726807, -4.14129638671875, -17.12138557434082, -1.6603176593780518, -4.324932098388672, 1.903731107711792, 1.8296208381652832, -9.544300079345703, 3.5574951171875]"
datasources\LDC\wav\4NT2s1750.wav,neutral,ten thousand twelve,distant,female,"[-361.2906799316406, 106.69457244873047, -70.88676452636719, 27.94611930847168, 9.019376754760742, -24.626508712768555, 3.821852684020996, -23.003339767456055, -5.983954906463623, 5.870133399963379, -21.123754501342773, -1.4039024114608765, -0.35356539487838745, -13.548115730285645, -1.73783540725708, -1.6811306476593018, 2.9338910579681396, -1.4816808700561523, -9.406442642211914, 6.638281345367432]"
datasources\LDC\wav\4NT2s1751.wav,neutral,ten thousand twelve,distant,female,"[-373.3069763183594, 113.7254867553711, -78.27266693115234, 14.78518295288086, 2.0763118267059326, -7.089933395385742, 26.646020889282227, -13.1585693359375, -0.07037242501974106, 3.79738187789917, -24.6742000579834, 2.096734046936035, -2.349367618560791, -16.285390853881836, 0.03126148506999016, -5.366943359375, -3.880326986312866, -6.293259143829346, -11.394518852233887, 4.019350528717041]"
datasources\LDC\wav\4NT2s1752.wav,neutral,ten thousand twelve,distant,female,"[-330.6512145996094, 114.2759017944336, -68.22164154052734, 20.209457397460938, 8.960257530212402, -23.201688766479492, -1.2801311016082764, -25.87717628479004, -7.415543556213379, 4.848782539367676, -20.710800170898438, -1.5488848686218262, 0.024303805083036423, -13.646474838256836, -1.5193049907684326, -0.5353096127510071, 1.9162448644638062, -2.7636523246765137, -10.752087593078613, 5.4058613777160645]"
datasources\LDC\wav\4NT2s1753.wav,neutral,ten thousand twelve,distant,female,"[-351.8335876464844, 104.1638412475586, -63.94451141357422, 18.623849868774414, 5.28395938873291, -23.01299285888672, 0.19315415620803833, -23.000730514526367, -5.792593002319336, 5.737911701202393, -18.366744995117188, -1.291475772857666, -0.2602934241294861, -12.472142219543457, -1.2255761623382568, 0.7976617217063904, 3.138782501220703, -3.488039970397949, -9.70645809173584, 6.178972244262695]"
datasources\LDC\wav\4NT2s1820.wav,neutral,two thousand four,distant,female,"[-376.8782653808594, 88.66133117675781, -46.5048942565918, 32.96086120605469, 4.982478141784668, -22.08349609375, 8.703715324401855, -23.507524490356445, -13.451841354370117, 9.92416763305664, -13.97514533996582, -5.015676021575928, 2.2780649662017822, -8.061714172363281, -6.227202415466309, -9.428232192993164, -0.16851268708705902, 1.0675889253616333, -13.935633659362793, -3.843228816986084]"
datasources\LDC\wav\4NT2s1821.wav,neutral,two thousand four,distant,female,"[-278.5339660644531, 104.34795379638672, -59.49473190307617, 33.029666900634766, -0.3035722076892853, -23.711814880371094, 10.292763710021973, -28.059995651245117, -6.49449348449707, 9.860628128051758, -23.385480880737305, 1.2676877975463867, 3.8402864933013916, -15.155930519104004, -1.2420001029968262, -1.8149173259735107, 1.6321879625320435, 0.5524525046348572, -9.815415382385254, 5.289829730987549]"
datasources\LDC\wav\4NT2s1860.wav,neutral,two thousand three,distant,female,"[-381.3400573730469, 88.826416015625, -68.50994873046875, 23.575899124145508, 2.2313854694366455, -15.877914428710938, 12.146512031555176, -22.121990203857422, 1.6306126117706299, 11.467758178710938, -23.13126564025879, 2.4364826679229736, 6.109074592590332, -14.146611213684082, -6.623630523681641, -6.2683281898498535, -0.14645233750343323, -4.45803165435791, -11.78654956817627, 3.7897732257843018]"
datasources\LDC\wav\4NT2s1861.wav,neutral,two thousand three,distant,female,"[-427.0511779785156, 90.77413177490234, -46.60824966430664, 21.103126525878906, 1.6512277126312256, -10.287918090820312, 18.044952392578125, -13.679023742675781, -0.7315616011619568, 12.30140209197998, -16.019771575927734, -2.3886499404907227, 3.841087579727173, -9.170122146606445, -6.347886085510254, -5.748322486877441, 2.0323686599731445, -1.60427725315094, -11.113693237304688, 0.5081685185432434]"
datasources\LDC\wav\4NT2s1862.wav,neutral,two thousand three,distant,female,"[-295.7962341308594, 110.98430633544922, -72.5260238647461, 29.81294822692871, 2.7753703594207764, -17.356285095214844, 21.090171813964844, -21.732412338256836, -5.097885608673096, 12.398091316223145, -20.783531188964844, -1.0904061794281006, 1.6520497798919678, -13.851948738098145, -5.373508930206299, -6.365621566772461, 3.4686925411224365, 0.4389673173427582, -11.042327880859375, 2.656338691711426]"
datasources\LDC\wav\4NT2s1863.wav,neutral,two thousand three,distant,female,"[-296.34930419921875, 126.96552276611328, -77.95447540283203, 25.13994026184082, -2.1320693492889404, -14.72743034362793, 25.73317527770996, -20.380327224731445, 0.6494436264038086, 9.809333801269531, -28.159753799438477, 1.6115285158157349, 0.5614272952079773, -20.464406967163086, -3.9941306114196777, -1.454538106918335, 2.9182000160217285, -2.790520429611206, -9.617996215820312, 3.7310400009155273]"
datasources\LDC\wav\4NT2s2180.wav,neutral,eight thousand nine,distant,female,"[-373.221923828125, 97.05459594726562, -57.89583206176758, 11.27524185180664, 7.30424690246582, -12.397979736328125, 2.491511344909668, -21.44755744934082, -3.2870991230010986, 5.660378456115723, -19.38577651977539, -1.15872323513031, 1.908944010734558, -12.802766799926758, -3.2291064262390137, -0.6201869249343872, -0.3266315460205078, -3.778000831604004, -6.874966144561768, 4.535566806793213]"
datasources\LDC\wav\4NT2s2181.wav,neutral,eight thousand nine,distant,female,"[-367.54541015625, 107.73980712890625, -59.8200569152832, 5.648258209228516, -0.27298298478126526, -12.699307441711426, 6.205342769622803, -21.979995727539062, -4.283522605895996, 2.3905651569366455, -21.58642578125, 2.4891867637634277, 1.59353768825531, -15.662095069885254, -1.1476492881774902, 0.371245414018631, -1.2446149587631226, -2.5413260459899902, -5.812100410461426, 4.980287551879883]"
datasources\LDC\wav\4NT2s3240.wav,neutral,june twenty-fifth,distant,female,"[-375.40771484375, 102.9089584350586, -80.93463897705078, 22.89031219482422, 11.86199951171875, -7.19359827041626, 20.026819229125977, -20.254077911376953, -0.05171704292297363, 11.865160942077637, -23.025156021118164, 0.9231240153312683, 2.792654037475586, -15.35702896118164, -1.7235668897628784, -2.5952539443969727, 0.0030484963208436966, -1.053128719329834, -8.277968406677246, 3.542860746383667]"
datasources\LDC\wav\4NT2s3241.wav,neutral,june twenty-fifth,distant,female,"[-363.0224609375, 107.13360595703125, -75.03241729736328, 17.194503784179688, -0.6637277603149414, -13.394753456115723, 23.070011138916016, -16.772666931152344, -5.419008255004883, 3.5609540939331055, -27.457740783691406, -2.605010509490967, 5.658947467803955, -7.796435356140137, -3.004587173461914, -6.963488578796387, -2.2592086791992188, -7.524893760681152, -11.245823860168457, 5.909329891204834]"
datasources\LDC\wav\4NT2s3242.wav,neutral,june twenty-fifth,distant,female,"[-365.1234436035156, 105.47516632080078, -77.34249114990234, 19.026241302490234, 4.851876735687256, -11.304975509643555, 17.237178802490234, -21.790693283081055, -1.7016021013259888, 10.19166088104248, -22.70686149597168, -1.5747824907302856, -0.11873140931129456, -13.32652759552002, -1.8499547243118286, -5.379150390625, -0.7263262271881104, -2.0252301692962646, -8.23007583618164, 5.2845892906188965]"
datasources\LDC\wav\4NT2s3460.wav,neutral,seventy-eight,distant,female,"[-407.6313171386719, 73.2086410522461, -71.63883972167969, 8.334590911865234, 6.259353160858154, 0.060021623969078064, 19.384057998657227, -14.322805404663086, 0.4386829137802124, 2.5281007289886475, -23.183374404907227, 3.558948278427124, 3.1822783946990967, -14.70938491821289, -0.964607298374176, 1.3647445440292358, -0.4604104161262512, -2.768557071685791, -2.371013879776001, 5.795100688934326]"
datasources\LDC\wav\4NT2s3461.wav,neutral,seventy-eight,distant,female,"[-332.8601379394531, 90.97583770751953, -87.96807861328125, 3.967214345932007, -1.7902965545654297, -9.833924293518066, 19.155471801757812, -18.310291290283203, -5.50514030456543, -1.9071320295333862, -29.05890655517578, -0.969991147518158, 1.8217693567276, -13.867448806762695, -5.342304706573486, -3.815394401550293, 3.1001062393188477, -2.7914185523986816, -7.431177616119385, 6.277538776397705]"
datasources\LDC\wav\4NT2s3462.wav,neutral,seventy-eight,distant,female,"[-332.01171875, 90.1227798461914, -86.09607696533203, 4.287784099578857, -0.9525871872901917, -9.493783950805664, 16.513870239257812, -21.1685848236084, -6.416660785675049, -3.223424196243286, -29.531641006469727, 0.9938373565673828, -0.6010070443153381, -17.61966896057129, -1.6681971549987793, -2.6882526874542236, -1.9100111722946167, -2.8351213932037354, -4.884222984313965, 6.793313503265381]"
datasources\LDC\wav\4NT3s0160.wav,neutral,october sixth,tete a tete,female,"[-444.54302978515625, 89.55695343017578, -62.71805953979492, 43.22686767578125, 18.77760124206543, -8.965458869934082, 24.631759643554688, -4.162422180175781, 8.819128036499023, 15.142816543579102, -9.063732147216797, 10.649956703186035, 4.523605823516846, -5.056814670562744, 7.974423885345459, -0.5730523467063904, 5.503641605377197, 8.973092079162598, -1.151962399482727, 5.225477695465088]"
datasources\LDC\wav\4NT3s0161.wav,neutral,october sixth,tete a tete,female,"[-479.60931396484375, 82.95613861083984, -26.58247184753418, 41.386131286621094, 11.989480018615723, -9.377114295959473, 21.261198043823242, -1.5165891647338867, 4.668318748474121, 13.542034149169922, -5.356754302978516, 3.8381500244140625, 0.9559926390647888, -1.8976112604141235, 11.626192092895508, 7.510885238647461, 10.720046997070312, 10.294583320617676, -2.8630504608154297, -1.4213430881500244]"
datasources\LDC\wav\4NT3s0162.wav,neutral,october sixth,tete a tete,female,"[-441.9700622558594, 73.40015411376953, -31.882362365722656, 36.96037673950195, 15.462470054626465, -5.069956302642822, 18.837602615356445, -5.316133975982666, 2.1163809299468994, 13.738035202026367, -2.557343006134033, 6.224526882171631, 3.2559142112731934, -3.0090010166168213, 5.161680221557617, 1.574396014213562, 8.130939483642578, 12.59997844696045, 5.381479740142822, 7.143581390380859]"
datasources\LDC\wav\4NT3s0180.wav,neutral,six hundred six,tete a tete,female,"[-422.03839111328125, 102.4678726196289, -87.87513732910156, 58.800601959228516, 11.718759536743164, -18.426395416259766, 37.61744689941406, -7.374924182891846, 7.136960506439209, 16.516237258911133, -13.752519607543945, 11.364794731140137, -0.4927137494087219, -7.321445941925049, 10.976224899291992, -4.686075687408447, 6.052581787109375, 9.359227180480957, -3.653480052947998, 9.134023666381836]"
datasources\LDC\wav\4NT3s0320.wav,neutral,eight thousand three,tete a tete,female,"[-443.789306640625, 152.4993133544922, -79.58673095703125, 39.67949295043945, 27.22369384765625, 2.9242055416107178, 32.31779098510742, -12.034284591674805, 6.808252334594727, 13.095941543579102, -16.850360870361328, 11.347997665405273, 2.580650806427002, -9.343118667602539, 8.400827407836914, -0.9261751770973206, 8.767837524414062, 9.790082931518555, -5.345369338989258, 5.158473491668701]"
datasources\LDC\wav\4NT3s0321.wav,neutral,eight thousand three,tete a tete,female,"[-471.721923828125, 144.659912109375, -55.251808166503906, 46.96652603149414, 27.550886154174805, 6.84015417098999, 34.78824234008789, -9.26077938079834, 6.99745512008667, 13.398979187011719, -15.986392974853516, 9.644721984863281, 1.1629165410995483, -12.101930618286133, 5.542121410369873, -2.0021426677703857, 7.499912738800049, 13.719169616699219, 1.8203094005584717, 6.7746453285217285]"
datasources\LDC\wav\4NT3s1080.wav,neutral,june eleventh,tete a tete,female,"[-402.182373046875, 140.39678955078125, -65.71276092529297, 42.68655014038086, 17.539955139160156, -13.407655715942383, 23.190683364868164, -6.462564945220947, 8.18454647064209, 12.844144821166992, -8.889381408691406, 13.954557418823242, 3.2267673015594482, -1.3645274639129639, 12.804472923278809, -2.959423542022705, 7.32417106628418, 13.072004318237305, 4.591771602630615, 15.689321517944336]"
datasources\LDC\wav\4NT3s1081.wav,neutral,june eleventh,tete a tete,female,"[-422.9831237792969, 130.3888702392578, -46.92782211303711, 39.36229705810547, 23.813251495361328, -3.1370906829833984, 25.65445899963379, -3.7079756259918213, 6.251963138580322, 15.061973571777344, -14.025860786437988, 1.1255627870559692, 2.845686197280884, -9.527156829833984, 0.5653179287910461, 0.9982004165649414, 8.823415756225586, 8.042795181274414, -3.361302137374878, 4.867534637451172]"
datasources\LDC\wav\4NT3s1082.wav,neutral,june eleventh,tete a tete,female,"[-455.6143798828125, 117.59639739990234, -37.126564025878906, 36.86552429199219, 24.482229232788086, 3.9095845222473145, 27.703048706054688, 2.151562452316284, 10.045021057128906, 12.423161506652832, -10.843948364257812, 3.6117701530456543, -1.5712414979934692, -8.376749038696289, 8.312597274780273, 4.126057147979736, 6.883961200714111, 8.62084674835205, -3.2412636280059814, 0.11218706518411636]"
datasources\LDC\wav\4NT3s1100.wav,neutral,nine hundred twelve,tete a tete,female,"[-442.0881042480469, 168.67730712890625, -53.77598190307617, 39.999412536621094, 20.525224685668945, -4.344086170196533, 26.283971786499023, -12.563459396362305, 5.077443599700928, 19.811349868774414, -6.6348395347595215, 8.670166969299316, -1.8139374256134033, -5.662008285522461, 14.363594055175781, -1.4420496225357056, 3.270951509475708, 11.45977783203125, -0.9841189980506897, 5.232169151306152]"
datasources\LDC\wav\4NT3s1101.wav,neutral,nine hundred twelve,tete a tete,female,"[-375.8828430175781, 166.33192443847656, -71.7242660522461, 33.42018508911133, 19.865032196044922, -11.08032512664795, 21.38021469116211, -13.345495223999023, 3.240633249282837, 17.96845817565918, -8.357429504394531, 5.781129837036133, -2.9356744289398193, -5.025747299194336, 13.988434791564941, -0.8985067009925842, 4.6716718673706055, 10.318867683410645, -1.658581018447876, 7.240117073059082]"
datasources\LDC\wav\4NT3s1190.wav,neutral,one thousand ten,tete a tete,female,"[-415.3026123046875, 135.6277313232422, -51.64769744873047, 45.00658416748047, 28.405601501464844, -4.028151988983154, 25.044939041137695, -0.1177733764052391, 9.010225296020508, 9.3153715133667, -12.51745891571045, 9.943827629089355, 0.6769345998764038, -7.5648274421691895, 11.315686225891113, -0.28728482127189636, 3.149233102798462, 9.810820579528809, -2.653571128845215, 3.700106382369995]"
datasources\LDC\wav\4NT3s1240.wav,neutral,april seventh,tete a tete,female,"[-446.4757995605469, 134.50616455078125, -89.5381088256836, 51.42270278930664, 17.955636978149414, -20.380327224731445, 27.083749771118164, -10.52581787109375, 4.130356311798096, 10.34802532196045, -17.717945098876953, 10.236235618591309, -0.28205591440200806, -8.234694480895996, 12.313600540161133, 0.08436496555805206, 8.827385902404785, 9.852632522583008, -3.3832647800445557, 9.500293731689453]"
datasources\LDC\wav\4NT3s1241.wav,neutral,april seventh,tete a tete,female,"[-460.93829345703125, 135.71365356445312, -89.23072814941406, 50.37751770019531, 17.887916564941406, -18.903535842895508, 28.062305450439453, -7.875998497009277, 9.085049629211426, 13.0992431640625, -15.126708984375, 14.691726684570312, 0.004835064057260752, -10.710067749023438, 12.516900062561035, 0.3612065315246582, 8.794602394104004, 10.720078468322754, -3.6426143646240234, 10.1237211227417]"
datasources\LDC\wav\4NT3s1242.wav,neutral,april seventh,tete a tete,female,"[-425.1340026855469, 138.5386199951172, -57.69879913330078, 52.40656280517578, 19.825105667114258, -5.695963382720947, 31.38129425048828, -10.490758895874023, 4.901569843292236, 10.702569007873535, -17.506437301635742, 9.724175453186035, -0.7813002467155457, -13.453666687011719, 7.566346168518066, 0.622562825679779, 6.93757963180542, 9.244421005249023, -3.1877293586730957, 3.4096925258636475]"
datasources\LDC\wav\4NT3s1243.wav,neutral,april seventh,tete a tete,female,"[-427.37432861328125, 128.97088623046875, -59.11674880981445, 50.873836517333984, 20.4931697845459, -6.009039402008057, 28.934001922607422, -10.373842239379883, 5.155250072479248, 10.39977741241455, -17.13994026184082, 8.605660438537598, -0.8054872751235962, -11.05710220336914, 8.816856384277344, 1.4206225872039795, 9.04571533203125, 10.459969520568848, -4.722644329071045, 1.550514817237854]"
datasources\LDC\wav\4NT3s1270.wav,neutral,august thirteenth,tete a tete,female,"[-471.662353515625, 118.53904724121094, -75.89134216308594, 54.75172805786133, 26.689077377319336, -11.369833946228027, 24.821189880371094, -9.595858573913574, 7.815422534942627, 14.72935676574707, -13.343367576599121, 10.239513397216797, 1.2854536771774292, -5.895299911499023, 12.127811431884766, -0.9144996404647827, 5.002038478851318, 6.8083343505859375, -5.380310535430908, 5.037264823913574]"
datasources\LDC\wav\4NT3s1271.wav,neutral,august thirteenth,tete a tete,female,"[-466.66546630859375, 129.91720581054688, -76.02066040039062, 48.566593170166016, 18.948348999023438, -12.736921310424805, 27.031055450439453, -10.651532173156738, 7.200596332550049, 14.952491760253906, -14.293793678283691, 9.998077392578125, 0.7967833876609802, -7.226247787475586, 10.688136100769043, -0.9354462623596191, 7.835353374481201, 8.8089017868042, -3.609070301055908, 9.775830268859863]"
datasources\LDC\wav\4NT3s1272.wav,neutral,august thirteenth,tete a tete,female,"[-453.42730712890625, 94.18724060058594, -36.86134719848633, 39.52272415161133, 28.100204467773438, 1.7920434474945068, 18.502098083496094, -6.152017593383789, 5.257017612457275, 14.629380226135254, -7.648502349853516, 4.263368129730225, 2.7746853828430176, -6.970859050750732, 5.016747951507568, 3.6809427738189697, 6.765507698059082, 9.068577766418457, -0.6070546507835388, 2.3835272789001465]"
datasources\LDC\wav\4NT3s1273.wav,neutral,august thirteenth,tete a tete,female,"[-428.19586181640625, 96.88883209228516, -35.20603942871094, 41.361053466796875, 20.596460342407227, -0.6582812070846558, 21.943099975585938, -8.167010307312012, 4.1830363273620605, 12.935220718383789, -10.066964149475098, 7.500577926635742, 4.27485466003418, -7.752818584442139, 8.013619422912598, 7.499643325805664, 7.339973449707031, 4.144124507904053, -5.808475971221924, 1.073505163192749]"
datasources\LDC\wav\4NT3s1310.wav,neutral,eight hundred three,tete a tete,female,"[-474.03997802734375, 146.56336975097656, -72.78327178955078, 34.211551666259766, 22.27389907836914, 3.4080827236175537, 33.75569152832031, -8.860907554626465, 7.71474027633667, 14.301863670349121, -15.168591499328613, 9.518021583557129, 1.7787977457046509, -7.905472755432129, 8.773740768432617, -3.1040432453155518, 5.170865058898926, 9.034279823303223, -2.951186180114746, 8.768397331237793]"
datasources\LDC\wav\4NT3s1311.wav,neutral,eight hundred three,tete a tete,female,"[-441.7114562988281, 140.77821350097656, -73.9875717163086, 37.40957260131836, 27.26622200012207, 8.399624824523926, 37.23466110229492, -11.10643196105957, 4.338320255279541, 16.00624656677246, -15.737709045410156, 6.688325881958008, 2.772707223892212, -9.924921035766602, 4.146513938903809, -3.4080393314361572, 4.9296956062316895, 8.102197647094727, -2.872317314147949, 6.497084617614746]"
datasources\LDC\wav\4NT3s1312.wav,neutral,eight hundred three,tete a tete,female,"[-479.494140625, 130.0727996826172, -61.74641418457031, 31.863346099853516, 30.121484756469727, 10.287559509277344, 27.75971221923828, -9.888751983642578, 7.501007556915283, 18.254051208496094, -8.977416038513184, 7.238300800323486, 2.0373289585113525, -7.439460277557373, 7.303112030029297, 3.022125482559204, 10.411130905151367, 12.851690292358398, 0.21174924075603485, 2.949824571609497]"
