,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-02-01-13.wav,audio-only,sad,Dogs are sitting by the door,male,"[-749.2301025390625, 72.70208740234375, 18.68625831604004, 22.151817321777344, 3.1210639476776123, 14.992527961730957, 6.0616841316223145, 10.527254104614258, 7.116457462310791, 4.859762191772461, 5.006596565246582, 2.6417644023895264, -2.719217538833618, 2.8451037406921387, 2.314544677734375, -2.9798552989959717, -0.5687933564186096, 1.198788046836853, 2.1315183639526367, 1.4550983905792236]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-02-02-13.wav,audio-only,sad,Dogs are sitting by the door,male,"[-731.8898315429688, 70.31966400146484, 16.28741455078125, 21.98540687561035, 2.9924771785736084, 13.636343002319336, 4.91546106338501, 9.201617240905762, 5.50538969039917, 4.551848411560059, 5.5263848304748535, -0.02947993203997612, -4.96388053894043, 0.8240175843238831, 2.2172672748565674, -3.086076259613037, -2.2977514266967773, 0.398009330034256, 2.4214727878570557, 0.39580830931663513]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-01-01-13.wav,audio-only,sad,Kids are talking by the door,male,"[-691.3627319335938, 79.38813781738281, 11.188787460327148, 15.553040504455566, 2.4534027576446533, 13.697437286376953, 5.895127296447754, 9.938602447509766, 5.090962886810303, 3.684202194213867, 5.284457683563232, 0.3768750727176666, -5.603491306304932, 1.7296884059906006, 3.597883939743042, -5.050157070159912, -3.9862828254699707, -0.33197054266929626, 2.022573947906494, 0.18170323967933655]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-01-02-13.wav,audio-only,sad,Kids are talking by the door,male,"[-696.2343139648438, 67.64671325683594, 12.836224555969238, 18.223546981811523, 5.7370076179504395, 12.956382751464844, 7.218142032623291, 11.991783142089844, 6.684379577636719, 2.51530122756958, 4.076984405517578, 1.4043967723846436, -3.787588119506836, 1.7827481031417847, 1.299186110496521, -3.391953706741333, -2.2233941555023193, 1.6118282079696655, 1.7063720226287842, 0.21796205639839172]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-02-01-13.wav,audio-only,sad,Dogs are sitting by the door,male,"[-707.8075561523438, 66.62446594238281, 18.951555252075195, 23.90284538269043, 2.4581236839294434, 15.04903793334961, 4.779147148132324, 8.978025436401367, 4.3692402839660645, 3.5069985389709473, 5.932171821594238, 3.3610284328460693, -3.8161070346832275, 2.4533562660217285, 3.1048924922943115, -3.1791322231292725, -1.5063401460647583, 0.45611897110939026, 1.2703112363815308, 1.4404675960540771]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-02-02-13.wav,audio-only,sad,Dogs are sitting by the door,male,"[-742.07666015625, 64.417724609375, 15.747894287109375, 25.07377052307129, 5.646994590759277, 19.396312713623047, 7.88758659362793, 12.358451843261719, 7.357220649719238, 6.295788288116455, 5.934690952301025, 6.02888822555542, -1.41483736038208, 4.195284843444824, 3.432037353515625, -1.4128282070159912, 0.09002401679754257, 2.0540802478790283, 2.2694246768951416, 2.5943984985351562]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-01-01-13.wav,audio-only,angry,Kids are talking by the door,male,"[-639.4036865234375, 71.73542022705078, 5.239944934844971, 12.39110279083252, 1.0481629371643066, 15.354093551635742, 3.007263660430908, 5.181509494781494, -0.9113932251930237, 4.941566467285156, 4.924528121948242, -0.8080166578292847, -4.9754533767700195, 5.178615570068359, 0.5743101835250854, -5.436004161834717, -1.9015741348266602, -1.792520523071289, -0.4276108741760254, 0.04096512496471405]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-01-02-13.wav,audio-only,angry,Kids are talking by the door,male,"[-594.3626708984375, 69.11162567138672, 1.5352026224136353, 13.309846878051758, 0.7746416330337524, 11.944263458251953, 2.524979829788208, 3.2121241092681885, -1.2021148204803467, 3.947598695755005, 4.803071022033691, -1.3930854797363281, -5.069058895111084, 2.278970718383789, 1.5469486713409424, -5.751680850982666, -3.7551674842834473, -0.45479509234428406, 0.2649085819721222, -1.2147232294082642]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-02-01-13.wav,audio-only,angry,Dogs are sitting by the door,male,"[-591.6936645507812, 67.9023208618164, 2.7077066898345947, 12.530343055725098, 0.358284056186676, 12.624929428100586, 5.454257488250732, 3.3968324661254883, -2.5274252891540527, 6.2571282386779785, 7.558415412902832, -1.3339004516601562, -5.869692325592041, 1.6773278713226318, 0.6116725206375122, -5.069608211517334, -4.079733371734619, -1.612812876701355, -0.9101628661155701, -2.5412256717681885]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-02-02-13.wav,audio-only,angry,Dogs are sitting by the door,male,"[-575.1854858398438, 64.62626647949219, 0.9012354612350464, 11.01648235321045, 0.7132616639137268, 11.046202659606934, 3.471829891204834, 2.942906618118286, -1.7734369039535522, 4.460602760314941, 6.403738975524902, -1.7614659070968628, -6.0518951416015625, 0.2363061010837555, 0.4675285816192627, -6.1482977867126465, -5.687000274658203, -1.5076602697372437, -0.9050739407539368, -2.4546549320220947]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-01-01-13.wav,audio-only,angry,Kids are talking by the door,male,"[-367.5735168457031, 45.52476119995117, -10.498613357543945, 9.913322448730469, -3.1434719562530518, 1.5382921695709229, -2.4198172092437744, 0.5439568161964417, -6.029806613922119, -2.111043930053711, -1.1246230602264404, 0.8175253868103027, -8.108885765075684, -3.1738626956939697, -1.597817063331604, -2.1985507011413574, -5.029711723327637, -2.1495494842529297, -0.6353128552436829, -1.4639244079589844]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-01-02-13.wav,audio-only,angry,Kids are talking by the door,male,"[-427.4664306640625, 61.303077697753906, -2.531984806060791, 14.11341381072998, -1.9859812259674072, 12.469034194946289, 5.01346492767334, 3.477492570877075, -5.259995937347412, 2.3922693729400635, 2.228306770324707, 0.9038684368133545, -7.358156204223633, -0.053341805934906006, 1.6318669319152832, -1.6335973739624023, -3.6614558696746826, -0.5803800821304321, 1.6031533479690552, 0.38588201999664307]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-02-01-13.wav,audio-only,angry,Dogs are sitting by the door,male,"[-410.2230529785156, 53.59736633300781, -11.779508590698242, 13.905121803283691, -5.161680698394775, 2.0289649963378906, -3.1534805297851562, 1.540923833847046, -7.465006351470947, -1.4227287769317627, -0.13140133023262024, 0.8412156105041504, -8.22689151763916, -1.9955358505249023, -2.052057981491089, -4.01867151260376, -5.9512739181518555, -1.7297009229660034, -1.4972412586212158, -1.9916977882385254]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-02-02-13.wav,audio-only,angry,Dogs are sitting by the door,male,"[-324.511962890625, 48.64201736450195, -18.62321662902832, 15.603473663330078, -6.748588562011719, -2.908679485321045, -9.249134063720703, -1.598415493965149, -10.19100284576416, -6.218986511230469, -3.9557619094848633, -0.20503441989421844, -9.07312297821045, -3.8826241493225098, -5.760756492614746, -4.00689172744751, -3.3882977962493896, -1.6422984600067139, -2.2763187885284424, -3.799294948577881]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-01-01-13.wav,audio-only,fearful,Kids are talking by the door,male,"[-696.6412353515625, 63.69904708862305, 10.314385414123535, 16.900314331054688, 1.0827577114105225, 11.373231887817383, 6.523862361907959, 9.770318031311035, 1.1676883697509766, 4.715127468109131, 4.140875339508057, 1.7882299423217773, -5.2578206062316895, 0.9091481566429138, 1.5655277967453003, -2.0883266925811768, -1.1442012786865234, 0.2553763687610626, 2.4038755893707275, 2.230916976928711]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-01-02-13.wav,audio-only,fearful,Kids are talking by the door,male,"[-717.7499389648438, 59.018218994140625, 8.28770923614502, 20.67939567565918, 2.7914464473724365, 13.601890563964844, 6.149235248565674, 10.974417686462402, 3.6341712474823, 4.711162567138672, 4.873000144958496, 3.4083354473114014, -2.2366766929626465, 3.621286392211914, 1.8007105588912964, -0.5615347027778625, 0.37714841961860657, 1.9342442750930786, 2.5955045223236084, 3.1932754516601562]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-02-01-13.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-647.2767944335938, 58.97555160522461, 7.715796947479248, 17.793079376220703, 0.25982093811035156, 12.459761619567871, 5.3144330978393555, 8.590954780578613, 0.2667311131954193, 4.4843902587890625, 5.5262250900268555, 0.8135243058204651, -4.783764362335205, 2.285747766494751, 2.0280885696411133, -2.6315674781799316, -1.6343693733215332, 0.2665095031261444, 0.8105965256690979, 1.128566861152649]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-02-02-13.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-648.8323974609375, 65.2646255493164, 8.338298797607422, 18.004383087158203, 1.968808650970459, 11.894911766052246, 5.537831783294678, 8.060575485229492, -0.1743294596672058, 5.866642951965332, 6.700443267822266, 0.8075545430183411, -4.274864673614502, 1.8833752870559692, 2.3452014923095703, -2.7587978839874268, -2.304487943649292, 1.2783598899841309, 1.9034825563430786, 1.1651585102081299]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-01-01-13.wav,audio-only,fearful,Kids are talking by the door,male,"[-681.7587890625, 59.09751892089844, 6.859323024749756, 19.995256423950195, 1.447861909866333, 12.410261154174805, 4.590879917144775, 9.201869010925293, 0.6978076696395874, 3.6795685291290283, 3.9112167358398438, 3.267585515975952, -3.829237222671509, 0.5311649441719055, 0.7496996521949768, -0.5542504191398621, -0.24813446402549744, 0.5562666654586792, 0.8126487135887146, 1.2216525077819824]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-01-02-13.wav,audio-only,fearful,Kids are talking by the door,male,"[-505.0213623046875, 49.20524215698242, -2.5887389183044434, 12.236251831054688, -3.316679000854492, 6.91465425491333, 0.7033466696739197, 7.05467414855957, -3.3261280059814453, -1.7977268695831299, -1.4863152503967285, 1.4508036375045776, -6.64319372177124, -1.3890184164047241, -1.5496190786361694, -0.839863657951355, -3.954596519470215, -1.6665481328964233, -0.7004595398902893, -0.5386282205581665]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-02-01-13.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-502.82025146484375, 50.79536819458008, 0.8802146911621094, 15.0436429977417, -2.454409122467041, 7.243832111358643, 1.7740998268127441, 3.845085620880127, -4.679867267608643, 0.10533575713634491, 1.2111666202545166, 0.7967379093170166, -7.711606979370117, -1.3318848609924316, 0.3253471255302429, -1.8482218980789185, -5.393068790435791, -1.5136315822601318, -0.15223738551139832, -1.885703206062317]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-02-02-13.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-667.4681396484375, 62.403926849365234, 7.592901706695557, 17.834850311279297, 1.1110280752182007, 12.77344799041748, 6.244452953338623, 8.421611785888672, 0.8551025390625, 5.787105560302734, 5.600475788116455, 1.2129623889923096, -3.3020453453063965, 2.8981640338897705, 1.2724504470825195, -3.3992233276367188, -1.372186541557312, 0.7434842586517334, 1.668283462524414, 0.8010143637657166]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-01-01-13.wav,audio-only,disgust,Kids are talking by the door,male,"[-752.2049560546875, 74.79784393310547, 12.554971694946289, 15.504283905029297, 3.466546058654785, 15.743857383728027, 4.96699857711792, 6.258061408996582, 5.640233039855957, 6.287051677703857, 5.993239402770996, 0.0014933440834283829, -2.184962272644043, 4.194491386413574, 2.9855949878692627, -3.373955726623535, -0.8716972470283508, 1.3620942831039429, 1.7835668325424194, -0.7277942299842834]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-01-02-13.wav,audio-only,disgust,Kids are talking by the door,male,"[-752.0335083007812, 73.5715560913086, 10.635157585144043, 15.896684646606445, 4.887579441070557, 15.975587844848633, 2.4160234928131104, 6.744510173797607, 4.2823805809021, 5.306578159332275, 5.045032501220703, 0.06061789393424988, -2.6461169719696045, 3.626772165298462, 2.5686891078948975, -4.085724830627441, -0.458418071269989, 1.670548439025879, 1.4205137491226196, 0.09739188104867935]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-02-01-13.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-742.825439453125, 70.71988677978516, 15.444995880126953, 20.70162010192871, 2.3381569385528564, 16.455440521240234, 4.790097236633301, 9.717662811279297, 5.570706367492676, 6.273838996887207, 5.183548450469971, 2.3750052452087402, -3.0163145065307617, 3.7799370288848877, 1.7222462892532349, -3.0068836212158203, 1.1992101669311523, 1.6513289213180542, 1.7940441370010376, 0.7551813125610352]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-02-02-13.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-729.9782104492188, 66.67449188232422, 11.66973876953125, 20.551279067993164, 3.1515161991119385, 14.0262451171875, 3.722620964050293, 8.768686294555664, 2.6971538066864014, 2.506314754486084, 4.002353668212891, 0.9282056093215942, -3.6779022216796875, 3.4413130283355713, 0.5187080502510071, -3.0643105506896973, -1.7450224161148071, 1.212040901184082, 1.644504427909851, 1.0119699239730835]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-01-01-13.wav,audio-only,disgust,Kids are talking by the door,male,"[-656.5407104492188, 63.49134063720703, 7.763979911804199, 19.52147674560547, 1.1536754369735718, 15.15948486328125, 4.810372829437256, 8.580986976623535, 1.7075408697128296, 2.511615514755249, 2.943937063217163, 0.9119714498519897, -4.022669792175293, 2.6667187213897705, 0.11127062141895294, -3.3113551139831543, -0.8113543391227722, 1.880427598953247, 1.3897812366485596, 0.4850277006626129]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-01-02-13.wav,audio-only,disgust,Kids are talking by the door,male,"[-648.2079467773438, 73.74604034423828, 11.123677253723145, 17.56604766845703, 3.7210311889648438, 14.937673568725586, 2.0866920948028564, 8.572819709777832, 3.1112587451934814, 4.632492542266846, 3.718430519104004, -0.47629019618034363, -5.116625785827637, 2.968858480453491, 1.4445507526397705, -4.888677597045898, -2.2627689838409424, 0.21059365570545197, -0.1610884815454483, -1.1552700996398926]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-02-01-13.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-728.4092407226562, 64.0661849975586, 19.212520599365234, 22.71043586730957, 3.8442554473876953, 17.049434661865234, 1.229196310043335, 9.005793571472168, 2.5762734413146973, 5.730296611785889, 3.8366005420684814, 2.501035451889038, -2.5810184478759766, 5.006223201751709, 1.6363775730133057, -1.8935730457305908, -0.686090350151062, 0.749113917350769, 1.6379516124725342, -0.4215746819972992]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-02-02-13.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-680.5626220703125, 70.24549865722656, 15.02560043334961, 17.30575942993164, 3.739783525466919, 14.000956535339355, 2.83347225189209, 7.396485328674316, 1.350314736366272, 2.244293212890625, 5.819683074951172, 1.48981511592865, -4.757251262664795, 3.0822792053222656, 0.6884678602218628, -3.243361711502075, -0.604709267616272, -1.4713406562805176, 1.9529106616973877, -0.1414543092250824]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-01-01-13.wav,audio-only,surprised,Kids are talking by the door,male,"[-628.8333740234375, 67.90988159179688, 6.380782127380371, 17.33062171936035, -0.42995357513427734, 6.790671348571777, -0.5980368852615356, 7.484993934631348, 0.9154108166694641, 0.9803749322891235, 2.17622971534729, -1.3688716888427734, -5.419288635253906, 0.6151262521743774, -0.5233342051506042, -4.833563804626465, -4.51979398727417, -0.4642273783683777, 0.3655797839164734, -0.48658180236816406]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-01-02-13.wav,audio-only,surprised,Kids are talking by the door,male,"[-703.8343505859375, 66.38658905029297, 6.219814300537109, 19.15520477294922, -0.45490628480911255, 5.798958778381348, 2.227506399154663, 4.624854564666748, 0.3111436665058136, 0.4751969277858734, 6.688733100891113, 2.0007824897766113, -4.316860675811768, 0.7677599787712097, -0.963388204574585, -2.632767915725708, -2.6666758060455322, -1.8965857028961182, 0.6743389368057251, 2.6961562633514404]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-02-01-13.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-705.3958740234375, 68.61029815673828, 4.773876190185547, 19.392839431762695, 2.4722344875335693, 8.276965141296387, 2.7958977222442627, 4.439597129821777, 2.74704909324646, 1.468672752380371, 6.173707485198975, -0.4431396424770355, -4.366433620452881, -0.05860070511698723, -0.5076958537101746, -3.9358811378479004, -3.3061039447784424, 0.19298943877220154, 0.148340106010437, -0.29028937220573425]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-02-02-13.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-696.2717895507812, 63.45952606201172, 1.9909991025924683, 18.06095314025879, 2.321397066116333, 7.17464017868042, 1.8320667743682861, 4.2038397789001465, 3.467226505279541, -0.8873307108879089, 4.452098369598389, -0.08730907738208771, -3.4855098724365234, -0.2731856405735016, -1.2224599123001099, -3.006732702255249, -2.9537079334259033, -0.26654577255249023, 0.12717488408088684, -0.17931148409843445]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-08-02-01-01-13.wav,audio-only,surprised,Kids are talking by the door,male,"[-626.219970703125, 62.44770812988281, 0.39111796021461487, 15.622912406921387, -1.1936259269714355, 8.444449424743652, 3.307574987411499, 6.609022617340088, 0.36986467242240906, 0.6200811266899109, 3.9335684776306152, 0.30872097611427307, -5.612215042114258, -0.5810725092887878, -0.07606477290391922, -2.194850444793701, -2.6177382469177246, -1.3482683897018433, 0.24540656805038452, 2.0910890102386475]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-08-02-01-02-13.wav,audio-only,surprised,Kids are talking by the door,male,"[-644.4000244140625, 59.47020721435547, 9.479108810424805, 16.43408203125, 0.22964073717594147, 10.006936073303223, 4.1425371170043945, 10.34743595123291, 3.4655821323394775, 3.713376522064209, 3.5853066444396973, 1.8050466775894165, -2.710627794265747, 1.375427484512329, 1.803337812423706, -1.7224026918411255, -1.4056886434555054, -0.13562944531440735, 1.4028985500335693, 0.5256405472755432]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-08-02-02-01-13.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-589.0447998046875, 60.1451301574707, 5.720583438873291, 17.843814849853516, -2.160398006439209, 7.797032356262207, 1.580960750579834, 8.071117401123047, 0.15442553162574768, 4.35817289352417, 3.306396961212158, -0.09859966486692429, -5.79658317565918, 1.8948564529418945, 1.694865345954895, -4.6070756912231445, -4.858663082122803, 0.2730937600135803, 1.565638542175293, -1.008500099182129]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_13\03-01-08-02-02-02-13.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-583.5623779296875, 57.43653106689453, 5.987287998199463, 16.576845169067383, -0.7506162524223328, 8.005702018737793, 1.1206992864608765, 7.426053047180176, -0.5517852306365967, 4.209532737731934, 2.120483875274658, 0.5921199917793274, -3.6740076541900635, 1.7052156925201416, -0.23193477094173431, -4.337069034576416, -2.801604747772217, -0.11857186257839203, -0.16152384877204895, -0.3019506335258484]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-01-01-01-01-15.wav,audio-only,neutral,Kids are talking by the door,male,"[-668.5053100585938, 83.22925567626953, 12.389031410217285, 13.229008674621582, -0.2956992983818054, 18.913358688354492, 5.948329925537109, 5.387786388397217, 4.237470626831055, 4.076776027679443, 2.3641371726989746, 2.7231040000915527, 1.7441052198410034, 1.3850702047348022, 0.2852784991264343, 0.0899844840168953, 0.16459134221076965, -4.075795650482178, 0.8913382291793823, 3.1820430755615234]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-01-01-01-02-15.wav,audio-only,neutral,Kids are talking by the door,male,"[-685.0348510742188, 81.76700592041016, 11.587976455688477, 13.712491989135742, 2.1497743129730225, 20.48579216003418, 7.175864219665527, 5.027859210968018, 4.158080101013184, 3.2754056453704834, 3.4719033241271973, 3.179766893386841, 2.7546122074127197, 2.4474291801452637, 0.6110960841178894, 1.1944159269332886, 1.2012245655059814, -1.5862975120544434, 1.7699159383773804, 4.045190334320068]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-01-01-02-01-15.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-659.1533203125, 79.9192886352539, 15.06991195678711, 15.272270202636719, 0.4391486942768097, 18.587989807128906, 6.818785667419434, 6.844682693481445, 5.468519687652588, 3.940305709838867, 3.641700267791748, 3.9302875995635986, 3.1110174655914307, 3.924906015396118, -0.5334593653678894, 0.9209851622581482, 1.319129228591919, -1.3132680654525757, 2.8177649974823, 1.911505103111267]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-01-01-02-02-15.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-664.0870361328125, 80.44441986083984, 13.477087020874023, 17.099491119384766, 1.9657119512557983, 20.93792724609375, 5.940793037414551, 4.812833309173584, 6.3644304275512695, 5.228076457977295, 4.064528465270996, 2.1579508781433105, 2.8472580909729004, 3.403193235397339, -1.0086033344268799, -0.28274592757225037, 1.167022466659546, -1.9068158864974976, 2.073028087615967, 3.11777925491333]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-02-01-01-01-15.wav,audio-only,calm,Kids are talking by the door,male,"[-688.8893432617188, 87.82640838623047, 16.78046417236328, 18.698820114135742, 3.232867479324341, 19.37120819091797, 7.298367500305176, 7.730580806732178, 4.353711128234863, 2.501711130142212, 1.1025769710540771, 5.127284526824951, 3.9759604930877686, 2.3246893882751465, 0.21405822038650513, 1.6241031885147095, 1.1748435497283936, -1.8946812152862549, 3.3564095497131348, 3.571749210357666]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-02-01-01-02-15.wav,audio-only,calm,Kids are talking by the door,male,"[-675.293212890625, 83.4580078125, 10.063753128051758, 17.772329330444336, 3.2490408420562744, 19.153162002563477, 4.364604949951172, 7.267395973205566, 7.927013397216797, 2.493464946746826, 0.3827517032623291, 4.022551536560059, 5.156998634338379, 2.2494401931762695, -2.36335825920105, -0.5077028870582581, 1.322555661201477, -1.7257386445999146, 2.4274470806121826, 3.889296054840088]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-02-01-02-01-15.wav,audio-only,calm,Dogs are sitting by the door,male,"[-640.2423706054688, 95.63130187988281, 6.456942081451416, 17.70590591430664, 3.9746875762939453, 19.81569480895996, 4.582885265350342, 8.291373252868652, 7.353045463562012, 4.927336692810059, -0.9773203134536743, 5.857432842254639, 7.384754657745361, 3.797027349472046, -3.181565761566162, -1.7051752805709839, 0.283137708902359, -2.838063955307007, 2.8862996101379395, 3.8961198329925537]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-02-01-02-02-15.wav,audio-only,calm,Dogs are sitting by the door,male,"[-672.8190307617188, 80.00458526611328, 10.204925537109375, 21.622905731201172, 0.8443498611450195, 18.860576629638672, 7.930749416351318, 7.341739177703857, 4.945733070373535, 4.117827892303467, 0.6420423984527588, 5.610123634338379, 4.380776405334473, 3.4371821880340576, -1.5882774591445923, -0.17745929956436157, 2.721296787261963, -1.6942766904830933, 1.5545803308486938, 1.7603793144226074]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-02-02-01-01-15.wav,audio-only,calm,Kids are talking by the door,male,"[-683.5072631835938, 86.78170013427734, 12.184632301330566, 21.922151565551758, 1.822805404663086, 20.057138442993164, 6.215496063232422, 8.740129470825195, 4.174870014190674, 2.3263099193573, 0.7232510447502136, 6.039614677429199, 3.836967945098877, 1.284092903137207, -0.5791696906089783, 0.1901383101940155, 1.6058971881866455, -1.3389033079147339, 2.784358263015747, 3.612185478210449]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-02-02-01-02-15.wav,audio-only,calm,Kids are talking by the door,male,"[-675.1648559570312, 85.06782531738281, 17.052288055419922, 20.368566513061523, 5.155536651611328, 21.78250503540039, 6.309857368469238, 8.65296745300293, 6.143172264099121, 2.419654607772827, 4.045261383056641, 3.8660359382629395, 5.057551383972168, 2.4883406162261963, -1.337745189666748, 2.0960817337036133, 1.2951549291610718, -0.6280785799026489, 3.7548742294311523, 3.1793274879455566]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-02-02-02-01-15.wav,audio-only,calm,Dogs are sitting by the door,male,"[-650.592529296875, 89.6208724975586, 19.114910125732422, 21.04912567138672, 8.982027053833008, 22.307870864868164, 7.722919464111328, 7.695709705352783, 7.448497772216797, 4.203051567077637, 1.6751781702041626, 4.639657497406006, 5.727701187133789, 3.7695629596710205, -1.6832218170166016, -0.0426047258079052, 2.1613054275512695, -2.781142473220825, 1.5643739700317383, 2.973198652267456]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-02-02-02-02-15.wav,audio-only,calm,Dogs are sitting by the door,male,"[-665.4908447265625, 90.48902130126953, 7.2559614181518555, 27.06103515625, 3.3240418434143066, 22.032873153686523, 3.544227361679077, 11.234588623046875, 8.918294906616211, 5.950013160705566, 0.6776227951049805, 5.649962902069092, 5.366269588470459, 2.612457036972046, -2.4945576190948486, 2.0278308391571045, 0.24309924244880676, -0.12916329503059387, 3.6631407737731934, 3.263302803039551]"
