,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-06-02-01-02-15.wav,audio-only,fearful,Kids are talking by the door,male,"[-487.77618408203125, 64.07878112792969, -5.928070545196533, 12.615166664123535, -2.930027484893799, 16.938966751098633, 5.903082370758057, 6.45444917678833, 1.6206039190292358, 6.932333946228027, 1.929154872894287, 0.09309621155261993, -0.3164895176887512, 2.885493516921997, -1.9083281755447388, -1.1659334897994995, 0.540512204170227, -0.9370042085647583, -0.3971180319786072, 3.2140045166015625]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-06-02-02-01-15.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-532.3052368164062, 67.69969177246094, 1.0378719568252563, 12.909934997558594, -4.0858283042907715, 20.500003814697266, 7.513105392456055, 7.340035438537598, 3.967465877532959, 8.934861183166504, 2.276820659637451, 0.5209966897964478, -0.16009116172790527, 2.635145664215088, -0.2676141560077667, -0.2858799695968628, 2.5770370960235596, 0.01726382225751877, -0.10603486746549606, 3.047224283218384]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-06-02-02-02-15.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-502.93597412109375, 65.92379760742188, -1.6954338550567627, 9.937515258789062, -7.057591915130615, 16.733409881591797, 4.251267433166504, 1.9991145133972168, 1.988385558128357, 7.9608306884765625, 1.8789032697677612, -1.9951605796813965, -0.8242034316062927, 2.261680841445923, -1.7595497369766235, -4.3818182945251465, -1.1506294012069702, -0.10006644576787949, 0.011376099660992622, 1.7288050651550293]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-07-01-01-01-15.wav,audio-only,disgust,Kids are talking by the door,male,"[-597.5993041992188, 86.89067077636719, 10.195207595825195, 15.98793888092041, -4.954978942871094, 18.28045082092285, 6.006065368652344, 7.8251729011535645, 5.588325500488281, 7.503769874572754, 2.741554021835327, -1.2012606859207153, -2.752188205718994, 1.6575764417648315, -0.9964508414268494, -3.7235305309295654, -0.16779229044914246, -1.3973703384399414, 0.5307859182357788, 0.047411274164915085]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-07-01-01-02-15.wav,audio-only,disgust,Kids are talking by the door,male,"[-627.0697631835938, 99.98201751708984, 7.8285603523254395, 6.075906753540039, -5.032993316650391, 15.967633247375488, 2.6391589641571045, 3.6333465576171875, 5.551668167114258, 4.848883628845215, 3.9282917976379395, 1.0938973426818848, -0.9817571043968201, 0.5747687220573425, -4.577700614929199, -3.024216413497925, 0.2687999904155731, 1.154451847076416, 4.585821628570557, 0.056472912430763245]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-07-01-02-01-15.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-616.23095703125, 92.75279235839844, 12.1309232711792, 15.017535209655762, -5.801795959472656, 16.736560821533203, 2.4722721576690674, 8.751357078552246, 10.177238464355469, 8.663652420043945, 4.996717929840088, 1.5189990997314453, -3.8888473510742188, -2.1994001865386963, -6.345769882202148, -3.116377353668213, 0.26535484194755554, 0.8608343005180359, 4.173139572143555, 1.4615426063537598]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-07-01-02-02-15.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-564.9926147460938, 81.94345092773438, 10.619288444519043, 16.112995147705078, -4.306978225708008, 17.417888641357422, 6.791531085968018, 5.2219038009643555, 4.677573204040527, 7.030907154083252, 4.102957248687744, 0.4835658073425293, 0.616270124912262, 2.0798661708831787, -3.126753091812134, -3.815516710281372, -0.09142185747623444, 0.8029957413673401, 0.4262964725494385, 2.251563310623169]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-07-02-01-01-15.wav,audio-only,disgust,Kids are talking by the door,male,"[-568.4183959960938, 80.90752410888672, 2.832942485809326, 10.091740608215332, -2.845608711242676, 16.55108070373535, 6.442084789276123, 4.731485366821289, 5.648212909698486, 6.387389659881592, 1.442315697669983, 2.354363441467285, 1.5117652416229248, 1.7204465866088867, -2.6375350952148438, -0.3354562222957611, 1.135648488998413, -0.5512367486953735, 0.4005504846572876, 1.4553602933883667]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-07-02-01-02-15.wav,audio-only,disgust,Kids are talking by the door,male,"[-594.4814453125, 100.48222351074219, 12.787556648254395, 17.269227981567383, -1.8848170042037964, 19.09299659729004, 6.16751766204834, 5.51084566116333, 7.0804877281188965, 7.206545829772949, 4.5811333656311035, 3.703352928161621, -0.5822062492370605, 1.3150091171264648, -1.4367485046386719, -1.4263218641281128, -0.4782838821411133, -3.247894763946533, 2.9167542457580566, 4.852760314941406]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-07-02-02-01-15.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-581.7113647460938, 86.99114990234375, 10.783976554870605, 13.56474494934082, -4.989932060241699, 18.046627044677734, 4.802338123321533, 5.9996018409729, 9.387652397155762, 6.111250877380371, 3.382739305496216, 1.7667707204818726, 1.5152418613433838, 4.888524532318115, -2.0198800563812256, -2.4175679683685303, 1.156075119972229, -0.5240668058395386, 3.244981050491333, 2.916396379470825]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-07-02-02-02-15.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-573.947265625, 74.94869232177734, 6.887786865234375, 16.548168182373047, -7.563638210296631, 19.829227447509766, 2.8007383346557617, 6.90109920501709, 7.491239547729492, 9.516691207885742, -0.3265742063522339, 1.0935418605804443, -0.02002018690109253, 4.581295013427734, -3.331408977508545, -4.292358875274658, 1.3338299989700317, 2.6183571815490723, 1.6747475862503052, 1.7797638177871704]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-08-01-01-01-15.wav,audio-only,surprised,Kids are talking by the door,male,"[-624.74462890625, 100.47726440429688, 14.648011207580566, 8.486602783203125, -1.169905185699463, 20.84207534790039, 7.953932762145996, 7.042633533477783, 4.531820774078369, 7.619596481323242, 3.4580886363983154, 3.8702356815338135, 2.9011952877044678, 0.15798117220401764, 0.08986853808164597, 1.371174931526184, 1.2641035318374634, -2.4970054626464844, 3.2714738845825195, 4.987416744232178]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-08-01-01-02-15.wav,audio-only,surprised,Kids are talking by the door,male,"[-606.138671875, 74.62944793701172, 11.069934844970703, 8.61926555633545, 1.0095053911209106, 16.201398849487305, 4.836833953857422, 3.877753496170044, 3.267131805419922, 6.668084621429443, 3.6835544109344482, 3.2348451614379883, 1.1119695901870728, 1.5307190418243408, -1.289340615272522, -0.4410172700881958, 0.07051865756511688, -1.3346177339553833, 3.0774648189544678, 4.4248528480529785]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-08-01-02-01-15.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-623.010498046875, 83.5575180053711, 8.266576766967773, 9.812633514404297, -4.094795227050781, 18.316476821899414, 5.842918872833252, 5.237300395965576, 2.145937919616699, 6.18205451965332, 4.027848243713379, 3.3540825843811035, 1.8220545053482056, 0.10214557498693466, -3.2384166717529297, -0.9624084234237671, 0.7993493676185608, -2.2047080993652344, 1.9996036291122437, 4.301385402679443]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-08-01-02-02-15.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-633.2501220703125, 77.56990814208984, 13.99609375, 14.611804008483887, 1.9362136125564575, 17.63594627380371, 4.926151275634766, 5.8666157722473145, 5.861580848693848, 8.271352767944336, 3.781282424926758, 0.551345944404602, 0.7032827734947205, 1.6739420890808105, -1.265838623046875, -1.652686595916748, -0.18889178335666656, -2.9244227409362793, 1.1303620338439941, 3.549424171447754]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-08-02-01-01-15.wav,audio-only,surprised,Kids are talking by the door,male,"[-541.2657470703125, 64.61971282958984, 7.17085599899292, 11.011062622070312, -0.8216307163238525, 18.382198333740234, 4.987598896026611, 6.282759666442871, 1.8221606016159058, 8.12948989868164, 4.18241548538208, 1.8979274034500122, 0.37629303336143494, 2.0990726947784424, 0.42855700850486755, -0.3645443916320801, 1.1376829147338867, 0.0504298135638237, 0.7357560992240906, 4.458683490753174]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-08-02-01-02-15.wav,audio-only,surprised,Kids are talking by the door,male,"[-583.2271118164062, 75.59223937988281, 5.902792930603027, 7.049072265625, -1.4718685150146484, 20.740549087524414, 8.570143699645996, 5.858884811401367, 3.2264344692230225, 8.11430835723877, 5.235571384429932, 3.1870768070220947, 0.6062899827957153, 1.1527431011199951, -0.4291745722293854, 1.9955241680145264, 2.56648850440979, -1.2286306619644165, 2.309699058532715, 6.812898635864258]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-08-02-02-01-15.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-642.394287109375, 83.05757904052734, 11.489480018615723, 12.362290382385254, -0.002814308740198612, 20.995769500732422, 6.658763408660889, 8.258697509765625, 6.0232977867126465, 8.334405899047852, 5.592780590057373, 3.4506454467773438, 1.9129506349563599, 1.9223413467407227, -0.6563043594360352, 1.8495662212371826, 1.209409236907959, -2.463160276412964, 1.7048968076705933, 3.224743127822876]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_15\03-01-08-02-02-02-15.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-576.2737426757812, 79.51656341552734, 7.200044631958008, 10.760951042175293, -2.3682382106781006, 20.17185401916504, 8.53150463104248, 7.59007453918457, 4.232489109039307, 8.075389862060547, 3.367396116256714, 2.1714587211608887, 0.45724672079086304, 1.8020933866500854, -2.2648799419403076, -0.812440037727356, -0.11509168148040771, -3.082573652267456, 1.209527611732483, 3.997695207595825]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-01-01-01-01-16.wav,audio-only,neutral,Kids are talking by the door,female,"[-682.501220703125, 64.26217651367188, 12.9071044921875, 18.223268508911133, 4.097108364105225, 15.803441047668457, 3.1707844734191895, 5.288449287414551, 0.9735225439071655, 2.780517339706421, -1.5475436449050903, -5.201114177703857, -1.1930346488952637, -0.3808330297470093, -4.916656970977783, -1.2067934274673462, -0.17461802065372467, -2.531440496444702, -2.9407994747161865, -1.0532268285751343]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-01-01-01-02-16.wav,audio-only,neutral,Kids are talking by the door,female,"[-689.450439453125, 67.81256866455078, 10.420551300048828, 19.063661575317383, 2.6372392177581787, 17.143754959106445, 2.263714075088501, 5.958115100860596, 0.7995761036872864, 1.7759182453155518, -2.20782208442688, -5.160194396972656, -2.2774972915649414, 0.19906854629516602, -4.352867603302002, -0.9162364602088928, 0.8616183400154114, -2.9582338333129883, -3.2885539531707764, -0.625562846660614]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-01-01-02-01-16.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-649.5253295898438, 65.56936645507812, 8.628912925720215, 19.52465057373047, 0.03454102203249931, 16.407827377319336, 4.699127197265625, 6.9703216552734375, -0.2278648167848587, 2.4863829612731934, -3.6196606159210205, -7.742013454437256, -3.4690353870391846, 0.02569740265607834, -6.8924078941345215, -2.5435354709625244, -0.26989835500717163, -1.7453006505966187, -3.4300599098205566, -1.842788577079773]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-01-01-02-02-16.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-656.645263671875, 56.06893539428711, 8.269835472106934, 18.33221435546875, 1.2339317798614502, 16.32146453857422, 2.808568239212036, 6.668342113494873, 1.5922800302505493, -0.17917917668819427, -3.7539165019989014, -3.457617998123169, -2.5612668991088867, -1.88670015335083, -6.0866289138793945, -1.3905832767486572, -0.7217186689376831, -2.751446008682251, -4.004003047943115, -1.8911978006362915]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-02-01-01-01-16.wav,audio-only,calm,Kids are talking by the door,female,"[-720.8887329101562, 66.69438171386719, 10.30014419555664, 18.442550659179688, 1.0560270547866821, 13.789390563964844, 2.3705639839172363, 8.259842872619629, 0.5091485381126404, 1.3210676908493042, -3.4233920574188232, -4.818813323974609, -2.7093164920806885, 0.5970394611358643, -3.5667331218719482, -1.601716160774231, -0.2656586170196533, 0.015182210132479668, -2.0101675987243652, -1.8781722784042358]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-02-01-01-02-16.wav,audio-only,calm,Kids are talking by the door,female,"[-667.18115234375, 66.33894348144531, 9.572891235351562, 19.615209579467773, 0.8359477519989014, 19.758079528808594, 5.588230133056641, 6.137839317321777, 1.6347384452819824, -0.7114977240562439, -2.830894708633423, -4.758955955505371, -2.073551654815674, 0.18933913111686707, -4.691366672515869, -0.8426963686943054, 0.8038395643234253, -2.5472421646118164, -3.0797531604766846, -2.2297496795654297]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-02-01-02-01-16.wav,audio-only,calm,Dogs are sitting by the door,female,"[-674.3674926757812, 53.77244186401367, 9.503469467163086, 21.356477737426758, 0.9143882989883423, 18.824853897094727, 4.54140567779541, 7.261826038360596, 0.47930335998535156, 2.0128278732299805, -3.803926467895508, -6.530611038208008, -3.4404802322387695, 1.5711662769317627, -5.190138816833496, -2.5350611209869385, -1.7318578958511353, -1.5674583911895752, -2.9701321125030518, -2.9252519607543945]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-02-01-02-02-16.wav,audio-only,calm,Dogs are sitting by the door,female,"[-661.9006958007812, 57.16651916503906, 6.6080474853515625, 21.0675048828125, 1.1500632762908936, 17.648916244506836, 2.644350051879883, 8.007055282592773, 3.576190710067749, 0.7699025869369507, -3.107544183731079, -5.385808944702148, -3.7534844875335693, 0.4398672878742218, -4.458724498748779, -0.3274078071117401, -1.3634235858917236, -2.0348615646362305, -3.3401691913604736, -2.2121565341949463]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-01-01-16.wav,audio-only,calm,Kids are talking by the door,female,"[-655.9500732421875, 59.644832611083984, 9.407943725585938, 14.873332977294922, 1.961333990097046, 12.716161727905273, 1.5108728408813477, 6.790690898895264, 0.8257341980934143, -0.08363611251115799, -3.387665033340454, -4.844430446624756, -2.5310065746307373, -0.6055899262428284, -4.011688709259033, -1.3160964250564575, 0.4133879542350769, -1.254990816116333, -2.3954477310180664, -1.9742554426193237]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-01-02-16.wav,audio-only,calm,Kids are talking by the door,female,"[-636.5317993164062, 72.95376586914062, 9.657126426696777, 17.373626708984375, -2.049894332885742, 17.93539047241211, 3.4177634716033936, 6.8060150146484375, 4.149714946746826, 3.213770627975464, -2.079317808151245, -6.439932346343994, -4.977770805358887, 1.8329780101776123, -3.6891462802886963, -1.0686464309692383, -0.18534179031848907, -0.9386012554168701, -2.6307554244995117, -3.5779685974121094]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-02-01-16.wav,audio-only,calm,Dogs are sitting by the door,female,"[-682.42041015625, 60.5093994140625, 8.342482566833496, 21.329509735107422, -0.3236044645309448, 15.384758949279785, 3.860780954360962, 5.800379753112793, -0.9154993891716003, 2.5337724685668945, -3.497974395751953, -8.425816535949707, -5.2045111656188965, 1.4816237688064575, -4.581695556640625, -2.60835599899292, -1.4256579875946045, -1.3700824975967407, -2.7074904441833496, -3.303483247756958]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-02-02-02-02-16.wav,audio-only,calm,Dogs are sitting by the door,female,"[-678.5348510742188, 61.47337341308594, 11.388989448547363, 22.018888473510742, -1.978901982307434, 15.133645057678223, 5.254713535308838, 6.558782577514648, -1.1513301134109497, 1.8160526752471924, -2.7822511196136475, -6.940901756286621, -3.953187942504883, 1.022853136062622, -5.08534574508667, -2.4803600311279297, -1.982319951057434, -1.5553313493728638, -2.421809673309326, -1.8349723815917969]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-01-01-16.wav,audio-only,happy,Kids are talking by the door,female,"[-598.3809204101562, 63.448062896728516, 0.2513764500617981, 5.462160110473633, -0.03696836158633232, 10.692230224609375, -0.653019368648529, 2.7117114067077637, 1.2800798416137695, 3.4790196418762207, -3.296062707901001, -7.815267562866211, -4.145819187164307, 0.1796787977218628, -5.159902095794678, -2.0091164112091064, -0.3791523277759552, -1.9354512691497803, -2.75479793548584, -2.6723437309265137]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-01-02-16.wav,audio-only,happy,Kids are talking by the door,female,"[-586.898193359375, 60.389442443847656, -0.5366663932800293, 8.547953605651855, 0.06615626811981201, 11.626777648925781, 0.07293400168418884, 5.444242477416992, 1.798182725906372, 2.2685232162475586, -3.2175052165985107, -7.178454875946045, -3.8711023330688477, 0.9014776945114136, -4.235881805419922, -1.038842797279358, -0.6190266013145447, -1.4333887100219727, -2.7669365406036377, -2.7779288291931152]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-02-01-16.wav,audio-only,happy,Dogs are sitting by the door,female,"[-581.7870483398438, 56.113983154296875, 5.781628131866455, 10.410050392150879, 0.24541401863098145, 12.551254272460938, 3.126924514770508, 5.129382133483887, 1.224489688873291, 2.880058765411377, -2.578970193862915, -5.6164231300354, -4.945382595062256, -0.6420720815658569, -3.2404117584228516, -1.9409468173980713, -2.0613632202148438, -2.845700979232788, -1.419980525970459, -1.8565030097961426]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-03-01-02-02-16.wav,audio-only,happy,Dogs are sitting by the door,female,"[-585.71337890625, 55.557369232177734, 1.706322193145752, 9.023858070373535, -1.7473366260528564, 11.498364448547363, 1.1421364545822144, 3.1034493446350098, 0.5086483955383301, 4.154507160186768, -1.7156140804290771, -6.8325419425964355, -6.359971046447754, -1.7438398599624634, -4.141873359680176, -2.1028685569763184, -3.8234140872955322, -2.8141348361968994, -0.4691108465194702, -2.9805331230163574]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-01-01-16.wav,audio-only,happy,Kids are talking by the door,female,"[-548.7251586914062, 61.48945236206055, -0.29876330494880676, 5.4748005867004395, -2.124525785446167, 8.752976417541504, -2.303708076477051, 1.9007000923156738, 0.3366793096065521, 4.080267906188965, -3.3626885414123535, -7.88577127456665, -6.421875476837158, -1.5130105018615723, -5.625072002410889, -1.8629460334777832, -2.1316776275634766, -2.25828218460083, -2.6213724613189697, -3.7050795555114746]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-01-02-16.wav,audio-only,happy,Kids are talking by the door,female,"[-469.24365234375, 57.0799446105957, -6.902321815490723, 2.591974973678589, -3.6908199787139893, 11.128724098205566, -0.9729257225990295, -1.0681710243225098, -1.0466852188110352, 2.073031425476074, -3.346665859222412, -9.438722610473633, -5.717223644256592, -0.7996261119842529, -4.562201976776123, -0.9587205648422241, -0.45510485768318176, -3.8201448917388916, -2.5002400875091553, -2.8860409259796143]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-02-01-16.wav,audio-only,happy,Dogs are sitting by the door,female,"[-532.5509033203125, 53.73542404174805, -4.287440299987793, 9.397238731384277, -2.005284309387207, 12.488970756530762, -0.6967067122459412, 2.2186949253082275, -1.3696118593215942, 1.888135313987732, -6.163637638092041, -8.990242958068848, -6.161422252655029, -1.3956140279769897, -7.2745466232299805, -3.0930464267730713, -2.614246368408203, -3.04587459564209, -3.478325366973877, -2.9798591136932373]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-03-02-02-02-16.wav,audio-only,happy,Dogs are sitting by the door,female,"[-537.505859375, 55.58165740966797, -0.09062062203884125, 8.175050735473633, -2.2757749557495117, 12.77241039276123, -0.04158579930663109, 1.001103401184082, 0.36379578709602356, 3.0551388263702393, -2.2719790935516357, -8.915445327758789, -7.257174491882324, 0.928631067276001, -3.652127742767334, -2.837467908859253, -3.4382576942443848, -1.754625678062439, -1.4901260137557983, -2.8246848583221436]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-01-01-16.wav,audio-only,sad,Kids are talking by the door,female,"[-683.7854614257812, 56.23611068725586, 4.322514057159424, 13.273679733276367, 4.101968765258789, 12.683220863342285, -1.454851508140564, 10.274679183959961, 1.6278265714645386, 1.6804020404815674, -3.8856992721557617, -5.094588279724121, -4.055591583251953, 0.8806238174438477, -3.542466640472412, -3.4578583240509033, -0.8718559741973877, -0.8388959765434265, -3.660362482070923, -3.092907190322876]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-01-02-16.wav,audio-only,sad,Kids are talking by the door,female,"[-683.1072387695312, 66.71185302734375, 13.599166870117188, 14.668917655944824, 6.8163347244262695, 13.06951904296875, 2.7166123390197754, 6.874213695526123, 1.6605310440063477, 2.003671169281006, -3.824469804763794, -8.183448791503906, -5.2717695236206055, -0.579474925994873, -3.9196736812591553, -4.69985818862915, -1.5395740270614624, -0.7870168089866638, -3.613072633743286, -3.0363340377807617]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-02-01-16.wav,audio-only,sad,Dogs are sitting by the door,female,"[-685.4773559570312, 54.38999557495117, 10.253292083740234, 15.511787414550781, 0.8800970911979675, 14.096246719360352, 1.307770013809204, 9.295524597167969, 1.4948160648345947, 4.746385097503662, -2.9756338596343994, -6.2495503425598145, -5.0992112159729, 0.2888649106025696, -4.028924465179443, -1.5662782192230225, -2.366945743560791, -1.3306649923324585, -2.393360137939453, -2.9916272163391113]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-04-01-02-02-16.wav,audio-only,sad,Dogs are sitting by the door,female,"[-688.2213134765625, 54.51959228515625, 9.604926109313965, 16.718626022338867, 3.691709041595459, 13.104289054870605, 4.314274311065674, 9.441792488098145, 1.2894986867904663, 3.925967216491699, -2.8453423976898193, -6.036922931671143, -3.7216849327087402, -0.6841474771499634, -5.233797073364258, -2.590719223022461, -1.0508838891983032, -0.9193581938743591, -3.8194353580474854, -3.415651321411133]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-01-01-16.wav,audio-only,sad,Kids are talking by the door,female,"[-627.6033935546875, 77.69184875488281, 2.454507350921631, 6.090283393859863, -0.7589958906173706, 11.949728012084961, 1.021177887916565, 7.607929706573486, 5.199124813079834, 4.315220832824707, -5.970981121063232, -13.759411811828613, -8.881698608398438, 0.07723291218280792, -4.157802581787109, -6.7798171043396, -4.892683982849121, -1.9554811716079712, -4.507336139678955, -4.821252822875977]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-01-02-16.wav,audio-only,sad,Kids are talking by the door,female,"[-650.2562866210938, 68.88224029541016, 0.15504194796085358, 11.9867525100708, -2.569071054458618, 10.567218780517578, 0.18119734525680542, 6.10058069229126, 1.9836828708648682, 6.154464244842529, -3.1910595893859863, -11.569097518920898, -9.330323219299316, -0.16016027331352234, -2.6925764083862305, -3.3370842933654785, -4.64054012298584, -1.2394733428955078, -1.8573191165924072, -3.3154468536376953]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-02-01-16.wav,audio-only,sad,Dogs are sitting by the door,female,"[-632.9661254882812, 61.599937438964844, 7.450343132019043, 15.0916109085083, -0.41746559739112854, 14.71573543548584, 3.121288776397705, 5.709713459014893, -0.46791014075279236, 4.096810340881348, -4.2517242431640625, -9.929108619689941, -9.106719970703125, -0.23283909261226654, -5.593515396118164, -6.617172718048096, -3.619699478149414, -2.2598729133605957, -4.602367401123047, -4.541745185852051]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-04-02-02-02-16.wav,audio-only,sad,Dogs are sitting by the door,female,"[-618.0942993164062, 72.25504302978516, 2.889491319656372, 11.279510498046875, -4.811926364898682, 12.067461967468262, 2.147238254547119, 9.692082405090332, 1.3788061141967773, 2.0698599815368652, -7.656254291534424, -12.510933876037598, -11.34444522857666, -0.4461352527141571, -5.622567176818848, -3.421006202697754, -2.5401880741119385, -3.4408929347991943, -3.1164181232452393, -4.103519916534424]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-01-01-16.wav,audio-only,angry,Kids are talking by the door,female,"[-527.2243041992188, 57.13016128540039, -0.3265102803707123, 13.323789596557617, 2.7130448818206787, 13.033102035522461, -2.9346113204956055, 0.889759361743927, -0.09601620584726334, 4.692588806152344, -1.8875999450683594, -6.360846519470215, -3.5012152194976807, -0.2960505783557892, -5.271306037902832, -2.6907575130462646, -1.3014942407608032, -1.7030080556869507, -3.346557378768921, -1.5393146276474]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-01-02-16.wav,audio-only,angry,Kids are talking by the door,female,"[-493.4989929199219, 51.93599319458008, 1.4085124731063843, 11.290082931518555, 1.4087380170822144, 11.892305374145508, -2.1268675327301025, -2.5155162811279297, -2.6577067375183105, 5.105361461639404, 0.5135502219200134, -6.640665054321289, -4.6404008865356445, -0.14903484284877777, -4.828048229217529, -2.0579278469085693, -1.2611039876937866, -3.8228325843811035, -3.456153154373169, -2.6015784740448]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_16\03-01-05-01-02-01-16.wav,audio-only,angry,Dogs are sitting by the door,female,"[-546.8192749023438, 51.11238479614258, -1.679103136062622, 15.588115692138672, 1.5453708171844482, 9.92883014678955, -4.7242560386657715, 1.2667640447616577, -2.770441770553589, 3.8598320484161377, -0.448635071516037, -4.443324565887451, -5.961803913116455, -1.244187831878662, -5.911399841308594, -0.7186219096183777, -3.406017541885376, -5.540388584136963, -4.786818981170654, -0.2985742390155792]"
