,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-02-02-12.wav,audio-only,angry,Dogs are sitting by the door,female,"[-615.9293823242188, 64.77040100097656, 3.937236785888672, 16.350139617919922, -1.5838606357574463, 15.909255027770996, -1.8370306491851807, 0.008594106882810593, 6.328507423400879, 4.319400787353516, -3.012303113937378, -1.202034831047058, -0.022598590701818466, -1.7610559463500977, -8.954275131225586, -3.2483015060424805, 0.36242038011550903, -1.0318899154663086, -1.4421486854553223, -1.8133561611175537]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-01-01-12.wav,audio-only,angry,Kids are talking by the door,female,"[-445.97332763671875, 60.19075393676758, 1.951505184173584, 11.117249488830566, -2.6446614265441895, 11.685608863830566, -0.4588409960269928, -5.108976364135742, -0.2672056555747986, 2.513599157333374, -0.9564692974090576, -0.7992408871650696, 0.8614093065261841, 2.3212690353393555, -3.672992706298828, -3.546600818634033, 2.7530345916748047, 1.0335679054260254, -1.149327039718628, -1.4952458143234253]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-01-02-12.wav,audio-only,angry,Kids are talking by the door,female,"[-383.5471496582031, 55.27693557739258, -0.9969061613082886, 6.820836067199707, -9.965344429016113, 9.70186996459961, -6.16117525100708, -4.73112154006958, -3.5399162769317627, 1.8240867853164673, -1.9286586046218872, -2.597149610519409, 0.8097226619720459, 1.1422908306121826, -4.164341926574707, -3.357017755508423, 0.9742258191108704, 0.7497154474258423, -1.607197880744934, -0.9585244059562683]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-02-01-12.wav,audio-only,angry,Dogs are sitting by the door,female,"[-467.8034973144531, 59.795738220214844, 2.533447504043579, 12.86167049407959, -5.0609612464904785, 14.52202320098877, -2.5187411308288574, -4.274546146392822, 0.7399160265922546, 4.50623893737793, -2.8975560665130615, -1.7363879680633545, 0.5664734244346619, 1.1260381937026978, -6.735050201416016, -3.6958911418914795, 1.3761417865753174, -0.9696485996246338, -2.908900737762451, -2.754319667816162]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-02-02-12.wav,audio-only,angry,Dogs are sitting by the door,female,"[-425.12615966796875, 59.20103073120117, 1.8390092849731445, 12.049666404724121, -11.509570121765137, 9.28040599822998, -4.38488245010376, -5.734691619873047, -3.479992628097534, 2.7661445140838623, -0.14289462566375732, -2.639460563659668, -2.35659122467041, 0.042747072875499725, -4.355262279510498, -4.279286861419678, 1.1271342039108276, 0.8404580950737, -2.0030927658081055, -1.3251807689666748]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-01-01-12.wav,audio-only,fearful,Kids are talking by the door,female,"[-541.2366943359375, 71.35267639160156, -0.5354698300361633, 13.612478256225586, -2.738964557647705, 13.95500373840332, -2.159489154815674, 4.096673965454102, 7.143157958984375, 3.4251677989959717, -2.9536099433898926, -2.497779369354248, -1.4380851984024048, -2.5942471027374268, -5.030092716217041, -2.4146225452423096, 0.35528507828712463, -0.9286584854125977, -1.1039479970932007, -1.1855791807174683]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-01-02-12.wav,audio-only,fearful,Kids are talking by the door,female,"[-549.041015625, 69.58346557617188, -0.6660200953483582, 9.341010093688965, -1.8231617212295532, 13.170132637023926, -1.7619669437408447, 1.2800710201263428, 5.6542792320251465, 5.528437614440918, -1.593017816543579, -3.8500397205352783, -2.1234073638916016, -4.231470584869385, -6.218096733093262, -1.8570356369018555, 0.8921458721160889, -0.3033849000930786, -0.723216712474823, -1.4479113817214966]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-02-01-12.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-587.6166381835938, 67.4335708618164, -3.1713531017303467, 12.959861755371094, -3.722820520401001, 15.045305252075195, -6.2464823722839355, 2.09710693359375, 7.795754909515381, 3.218709707260132, -4.823207378387451, -4.190074443817139, -1.9435285329818726, -5.35343074798584, -8.149627685546875, -3.1788792610168457, -1.3589754104614258, -2.2223422527313232, -2.422717809677124, -2.487391233444214]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-02-02-12.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-576.5491333007812, 65.6705093383789, -4.496438980102539, 15.143253326416016, -7.371705532073975, 15.525958061218262, -5.4494733810424805, 2.743987798690796, 5.355592250823975, 3.7762889862060547, -4.946681499481201, -5.009894371032715, -2.9087088108062744, -3.5641164779663086, -7.205962181091309, -3.8085646629333496, -0.9528082609176636, -1.0812957286834717, -2.7451171875, -2.4515860080718994]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-01-01-12.wav,audio-only,fearful,Kids are talking by the door,female,"[-443.2943420410156, 61.298988342285156, -5.40888786315918, 7.177205562591553, -11.436897277832031, 10.924616813659668, -5.247234344482422, -5.355760097503662, -0.7461510300636292, 5.7663893699646, -1.4756309986114502, -7.061631202697754, -3.617872714996338, -2.5375747680664062, -7.351964473724365, -5.607234001159668, 0.45126816630363464, 1.2361502647399902, -0.2788379490375519, -1.2421557903289795]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-01-02-12.wav,audio-only,fearful,Kids are talking by the door,female,"[-401.7774658203125, 55.959232330322266, -8.860183715820312, 4.3962554931640625, -14.536407470703125, 6.497854709625244, -7.825648307800293, -7.425282955169678, -2.7698814868927, 2.209359884262085, -2.116546392440796, -5.383373260498047, -4.381911754608154, -5.642714977264404, -8.181604385375977, -5.480622291564941, 0.04263555631041527, -0.520508348941803, -2.775838851928711, -3.289398193359375]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-02-01-12.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-425.86376953125, 52.20595169067383, -5.518455982208252, 7.783331394195557, -13.916698455810547, 6.958956718444824, -10.293448448181152, -5.0173211097717285, -1.1790037155151367, 1.600082278251648, -5.514085292816162, -6.870903491973877, -5.913306713104248, -7.758116722106934, -8.305270195007324, -4.934894561767578, -2.6548802852630615, -2.562229633331299, -4.048798561096191, -6.368808269500732]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-02-02-12.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-421.4174499511719, 54.82587814331055, -7.556345462799072, 4.6788811683654785, -14.306564331054688, 6.714491367340088, -10.109368324279785, -7.020721435546875, -3.671863317489624, 2.1488900184631348, -1.0691728591918945, -7.829577922821045, -3.880103588104248, -5.282090663909912, -8.656706809997559, -5.23020076751709, -2.8557701110839844, -1.7092626094818115, -3.5753369331359863, -5.157122611999512]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-01-01-12.wav,audio-only,disgust,Kids are talking by the door,female,"[-631.2867431640625, 75.98680114746094, 3.107003927230835, 12.484142303466797, 2.6869144439697266, 14.3202543258667, -1.0855084657669067, 4.9407196044921875, 9.553092956542969, 5.245291233062744, -4.2537150382995605, -4.121901512145996, 0.6675835847854614, -1.7239993810653687, -7.433886528015137, -1.788962483406067, 1.2527586221694946, -0.9427459836006165, 0.5932930111885071, -1.5717124938964844]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-01-02-12.wav,audio-only,disgust,Kids are talking by the door,female,"[-632.23681640625, 94.95664978027344, 0.851749837398529, 13.399113655090332, 4.546051979064941, 17.627761840820312, -1.9497307538986206, 2.7354440689086914, 8.224566459655762, 8.401723861694336, -2.099112033843994, -1.7549669742584229, 1.9337730407714844, -1.7537912130355835, -9.681883811950684, -3.129950523376465, 0.4630800485610962, -2.801853895187378, -0.23828007280826569, -1.3406847715377808]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-02-01-12.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-652.9159545898438, 74.09779357910156, 7.559998512268066, 18.15082359313965, -1.9073798656463623, 13.884589195251465, -3.4655046463012695, 4.244233131408691, 7.608275413513184, 4.494126319885254, -2.792084217071533, -2.1128833293914795, -1.7397081851959229, -2.189765214920044, -9.841386795043945, -2.3485562801361084, 1.3960363864898682, -0.3378714919090271, -1.2888685464859009, -2.0259432792663574]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-02-02-12.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-640.2447509765625, 70.3685531616211, 6.785622596740723, 19.723020553588867, -1.2388964891433716, 13.942901611328125, -3.2295310497283936, 3.9025936126708984, 7.953798294067383, 4.2471113204956055, -3.7808711528778076, 0.27199041843414307, 1.1538044214248657, -3.715480089187622, -8.795430183410645, -0.10227185487747192, 3.176947832107544, -1.3302756547927856, -0.17145082354545593, -1.8039319515228271]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-01-01-12.wav,audio-only,disgust,Kids are talking by the door,female,"[-572.0172729492188, 80.37603759765625, -3.2185921669006348, 11.838065147399902, -4.198174953460693, 14.324495315551758, -3.586789131164551, 4.910393714904785, 4.456035614013672, 5.836243152618408, -4.131351470947266, -6.480953216552734, -4.168780326843262, -3.248939275741577, -6.0997114181518555, -1.3105700016021729, 0.5360502004623413, -1.0370655059814453, -1.9381067752838135, -2.3667500019073486]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-01-02-12.wav,audio-only,disgust,Kids are talking by the door,female,"[-511.4481506347656, 87.2293701171875, 2.7729785442352295, 10.06943416595459, -4.769383430480957, 11.028216361999512, -11.88640308380127, -5.314772605895996, 3.6036250591278076, 6.031899452209473, -7.697470664978027, -7.863726615905762, -2.6969363689422607, -6.81353759765625, -10.822077751159668, -3.945060968399048, -2.59964919090271, -4.7075910568237305, -5.800258636474609, -2.104107141494751]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-02-01-12.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-522.5477905273438, 71.76700592041016, -3.443077325820923, 13.2904052734375, -6.287038803100586, 14.609040260314941, -5.373020172119141, 1.7424545288085938, 6.326745986938477, 5.762324333190918, -11.342705726623535, -7.919293403625488, -3.4600532054901123, -3.3962104320526123, -9.494356155395508, -4.6355462074279785, 3.2652218341827393, -2.3465781211853027, -5.738123893737793, -1.174965500831604]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-02-02-12.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-532.3651733398438, 68.33402252197266, -1.6734108924865723, 16.568435668945312, -6.379755973815918, 12.15919303894043, -3.5352582931518555, -2.1840388774871826, 0.8383960723876953, 8.974952697753906, -7.7511677742004395, -2.9778075218200684, 1.1702630519866943, -4.389926433563232, -9.595134735107422, -6.002556800842285, 1.339532494544983, -2.6680283546447754, -4.265088081359863, -2.8906826972961426]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-01-01-12.wav,audio-only,surprised,Kids are talking by the door,female,"[-633.300048828125, 73.18017578125, 2.761996030807495, 12.116667747497559, -3.8316495418548584, 15.256558418273926, -1.9487955570220947, 0.5716142654418945, 3.9507195949554443, 4.541186332702637, -4.831343173980713, -2.483135223388672, -1.0331741571426392, -2.8558104038238525, -6.3729963302612305, -2.136808395385742, 0.8616886138916016, -2.377497911453247, -3.548879861831665, -1.9523260593414307]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-01-02-12.wav,audio-only,surprised,Kids are talking by the door,female,"[-605.880859375, 66.76702880859375, 4.391300678253174, 13.076543807983398, -0.9090458154678345, 12.531298637390137, 2.1881444454193115, 1.300524115562439, 2.562486171722412, 6.3867411613464355, -0.7589361071586609, -1.2566624879837036, 1.0330206155776978, -1.9101272821426392, -4.4822001457214355, -0.8524907231330872, 2.0241236686706543, -0.9873630404472351, -2.0378730297088623, -0.5290495753288269]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-02-01-12.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-627.7355346679688, 65.6009521484375, 1.4818545579910278, 13.748035430908203, -2.086120843887329, 14.304689407348633, -2.518526792526245, 2.301923990249634, 5.221315860748291, 3.3732855319976807, -3.397704601287842, 0.09692758321762085, 0.8130491375923157, -2.903961181640625, -6.833174228668213, -3.8128600120544434, 0.9626265168190002, -1.0007150173187256, -2.8265674114227295, -2.703616142272949]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-02-02-12.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-615.9540405273438, 65.82819366455078, 2.17681622505188, 16.979997634887695, -3.1831202507019043, 14.6981782913208, -3.239304780960083, 0.9701276421546936, 5.072683811187744, 3.789095640182495, -6.208194255828857, 0.665518581867218, 0.09396335482597351, -4.65717887878418, -9.350071907043457, -4.209927558898926, -0.7398343682289124, -4.759704113006592, -3.0562026500701904, -2.3264546394348145]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-01-01-12.wav,audio-only,surprised,Kids are talking by the door,female,"[-566.7359619140625, 68.45623779296875, 1.031925916671753, 11.109950065612793, -5.438258647918701, 12.473966598510742, -3.319204807281494, 2.4201509952545166, 4.295362949371338, 3.691263437271118, -5.959661960601807, -0.3314831554889679, -2.4264566898345947, -5.192555904388428, -6.2353901863098145, -2.561640501022339, -1.3764874935150146, -1.5243518352508545, -1.2423760890960693, -1.854354977607727]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-01-02-12.wav,audio-only,surprised,Kids are talking by the door,female,"[-539.663818359375, 67.44824981689453, -6.0585174560546875, 8.33572769165039, -5.951322078704834, 12.63228702545166, -4.474431991577148, -0.4370771050453186, 2.620476722717285, 1.1434329748153687, -5.826495170593262, -2.256256103515625, -2.622629404067993, -6.765804290771484, -7.0055131912231445, -3.0815422534942627, -1.4203810691833496, -1.9018280506134033, -1.7461612224578857, -0.7005668878555298]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-02-01-12.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-561.8673706054688, 64.16458892822266, 3.820002317428589, 13.580251693725586, -2.3918697834014893, 12.489983558654785, -0.2807173728942871, 0.21930870413780212, 3.728572368621826, 5.38922119140625, -6.30510139465332, -5.150373458862305, -1.390418529510498, -2.722551107406616, -7.16957426071167, -3.115401268005371, 0.6349351406097412, -1.0480000972747803, -2.575037956237793, -2.41550350189209]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-02-02-12.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-572.2575073242188, 57.85736083984375, 1.9656590223312378, 13.8311767578125, -8.245076179504395, 10.00316047668457, -3.1858749389648438, -0.5364488363265991, 1.3682384490966797, 4.463454723358154, -7.8027448654174805, -4.32893180847168, -1.828951358795166, -4.776976585388184, -9.3021240234375, -3.6181013584136963, 0.12162413448095322, -2.391425132751465, -3.2170519828796387, -3.431737184524536]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-01-01-01-01-14.wav,audio-only,neutral,Kids are talking by the door,female,"[-765.6010131835938, 47.68370819091797, 7.113388538360596, 17.49398422241211, 5.482708930969238, 17.282732009887695, -4.752189636230469, 5.410571098327637, 0.055484138429164886, -0.41201454401016235, 1.0214351415634155, -1.0659961700439453, -3.7009763717651367, -3.2513763904571533, -1.2536790370941162, -1.2587659358978271, -1.5172739028930664, -1.338901400566101, -2.9567601680755615, 0.9361057281494141]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-01-01-01-02-14.wav,audio-only,neutral,Kids are talking by the door,female,"[-759.310302734375, 49.3449592590332, 6.75238037109375, 17.187240600585938, 5.520415782928467, 15.737228393554688, -4.788922309875488, 8.010848045349121, 1.0724741220474243, 0.2679046094417572, 1.1830205917358398, -2.0054121017456055, -3.2716996669769287, -2.5381085872650146, -1.402640461921692, -0.6850352883338928, 0.25474923849105835, -1.1198548078536987, -2.6859865188598633, 1.23190438747406]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-01-01-02-01-14.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-752.3356323242188, 49.09873580932617, 6.414780616760254, 17.629230499267578, 3.0822465419769287, 13.866381645202637, -6.991827964782715, 8.698708534240723, 0.5030813217163086, 1.6648271083831787, -0.01481703296303749, -2.3593389987945557, -3.767860174179077, -2.3120784759521484, -1.10113525390625, -1.2260187864303589, -1.1686699390411377, -2.338557481765747, -2.926060914993286, 0.5744971632957458]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-01-01-02-02-14.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-741.7767944335938, 52.24285125732422, 6.632077217102051, 19.189123153686523, 3.337874174118042, 13.819793701171875, -9.14480209350586, 7.917505264282227, 0.5503723621368408, -1.2859418392181396, 0.09694145619869232, -3.171170949935913, -2.9705705642700195, -3.7406797409057617, -0.4896210730075836, -1.4972343444824219, -1.5757490396499634, -2.076141357421875, -3.984133720397949, 1.2829235792160034]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-02-01-01-01-14.wav,audio-only,calm,Kids are talking by the door,female,"[-721.9408569335938, 50.141632080078125, 4.940342903137207, 16.378765106201172, 2.1162986755371094, 15.0883207321167, -3.7589800357818604, 4.846975326538086, 0.05902464687824249, -3.945997714996338, -0.08767148107290268, -3.1033153533935547, -4.133808135986328, -4.24094820022583, -3.6478233337402344, -0.5764527916908264, -0.6557387709617615, -3.6534371376037598, -4.564762115478516, -0.0156589075922966]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-02-01-01-02-14.wav,audio-only,calm,Kids are talking by the door,female,"[-784.9664306640625, 47.51008224487305, 4.060903072357178, 17.703174591064453, 3.7684779167175293, 16.411418914794922, -3.64894700050354, 7.842870235443115, 0.15669091045856476, -1.5279229879379272, 2.3673624992370605, -0.8088337779045105, -3.2782437801361084, -3.102768659591675, -1.8972058296203613, -0.006414248142391443, -1.937458872795105, -1.2524420022964478, -4.584237098693848, -1.3033792972564697]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-02-01-02-01-14.wav,audio-only,calm,Dogs are sitting by the door,female,"[-725.2955932617188, 37.23274612426758, -0.20036697387695312, 19.375545501708984, 1.5555156469345093, 13.650430679321289, -5.9456400871276855, 7.84271764755249, -0.18598327040672302, -1.867993712425232, -0.18742728233337402, -2.077461004257202, -5.12994384765625, -1.395297646522522, -4.98499059677124, -0.02438211441040039, -2.5531954765319824, -3.2112269401550293, -3.7373194694519043, -0.5912922620773315]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-02-01-02-02-14.wav,audio-only,calm,Dogs are sitting by the door,female,"[-734.679443359375, 43.6760368347168, 1.8435395956039429, 19.344480514526367, 2.0551438331604004, 16.58013343811035, -6.605225563049316, 6.606921672821045, 2.235106945037842, -2.146921157836914, 1.2406063079833984, -2.123218297958374, -6.121589660644531, -0.6575467586517334, -4.154747486114502, -0.12962119281291962, -2.477147340774536, -4.080162525177002, -3.6634042263031006, 0.10573042184114456]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-02-02-01-01-14.wav,audio-only,calm,Kids are talking by the door,female,"[-781.164794921875, 43.03628158569336, 7.117913246154785, 17.925081253051758, 3.3175230026245117, 14.483555793762207, -3.702913761138916, 5.248872756958008, 1.054388165473938, 0.819229781627655, 1.3757715225219727, -0.7597992420196533, -4.398940086364746, -1.9847900867462158, 0.10279569774866104, -1.1418843269348145, -0.527491569519043, -1.5951119661331177, -1.4355829954147339, 0.5574690103530884]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-02-02-01-02-14.wav,audio-only,calm,Kids are talking by the door,female,"[-785.548583984375, 44.155155181884766, 1.1460394859313965, 18.55906105041504, 0.9173088669776917, 16.67534828186035, -3.3626368045806885, 5.725903511047363, 0.9032964706420898, -2.8935465812683105, 2.6400904655456543, -2.2182466983795166, -4.213812351226807, -3.493116617202759, -1.9477630853652954, -1.5790642499923706, -1.6590230464935303, -1.3129312992095947, -4.791870594024658, -1.8628166913986206]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-02-02-02-01-14.wav,audio-only,calm,Dogs are sitting by the door,female,"[-779.8783569335938, 45.5561637878418, 8.606891632080078, 21.74540138244629, 1.944265365600586, 12.698090553283691, -5.414676189422607, 7.463829517364502, 0.8674731850624084, 0.733854353427887, 1.210705041885376, -1.761309266090393, -2.665417194366455, -3.377624273300171, -2.3210699558258057, -0.386231005191803, -1.6514241695404053, -2.429819345474243, -3.0991804599761963, 1.3358622789382935]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-02-02-02-02-14.wav,audio-only,calm,Dogs are sitting by the door,female,"[-747.309326171875, 45.894287109375, 4.974390029907227, 21.931900024414062, 2.139618396759033, 16.035825729370117, -7.173256874084473, 9.321691513061523, 1.7424582242965698, -3.1851930618286133, -0.7588040828704834, -1.7484389543533325, -3.8676843643188477, -3.610930919647217, -1.7518686056137085, -0.9914392232894897, -1.5405100584030151, -2.4649617671966553, -4.564173698425293, 0.9467170834541321]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-03-01-01-01-14.wav,audio-only,happy,Kids are talking by the door,female,"[-542.859130859375, 57.67648696899414, -13.828479766845703, 3.6953647136688232, -0.7109938859939575, 16.283525466918945, -6.689573764801025, -2.5528976917266846, 4.779696941375732, -4.77311897277832, -10.190595626831055, -0.9235228896141052, -3.417476177215576, -4.1945905685424805, -6.4033355712890625, -1.9549962282180786, -3.792079448699951, -1.7925533056259155, -4.483733177185059, -4.141610145568848]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-03-01-01-02-14.wav,audio-only,happy,Kids are talking by the door,female,"[-558.0630493164062, 46.65299987792969, -2.822482109069824, 6.105724811553955, -5.163206100463867, 12.482526779174805, -7.3287858963012695, -0.902782142162323, 1.2548952102661133, -3.783043622970581, -7.908051490783691, -0.043950680643320084, -4.77934455871582, -5.275396347045898, -5.222233295440674, 0.44100260734558105, -4.025369167327881, -1.2065987586975098, -4.4335618019104, -2.2921946048736572]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-03-01-02-01-14.wav,audio-only,happy,Dogs are sitting by the door,female,"[-602.4421997070312, 47.78514862060547, -6.282597541809082, 6.207879066467285, -3.0496325492858887, 11.688267707824707, -6.11547327041626, 5.392327308654785, 2.96384334564209, -6.6060662269592285, -7.153794288635254, -3.704197645187378, -7.351136684417725, -4.073609828948975, -5.1754961013793945, -2.738309621810913, -4.602044582366943, -1.8552627563476562, -7.121366024017334, -2.073741912841797]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-03-01-02-02-14.wav,audio-only,happy,Dogs are sitting by the door,female,"[-601.7822875976562, 42.45566177368164, -2.4123260974884033, 7.401233196258545, -4.42213249206543, 13.258225440979004, -6.809281349182129, 1.8523346185684204, 1.7707316875457764, -3.308391809463501, -6.738995552062988, -1.5126880407333374, -5.012158393859863, -4.344048976898193, -5.692546844482422, -1.0623419284820557, -4.337454319000244, -2.683704137802124, -7.499339580535889, -2.341614246368408]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-03-02-01-01-14.wav,audio-only,happy,Kids are talking by the door,female,"[-451.9103088378906, 54.66435623168945, -18.599239349365234, -4.83090353012085, -8.674633026123047, 9.645696640014648, -9.571481704711914, -12.155851364135742, 0.11322590708732605, -3.2070040702819824, -14.481633186340332, -5.792446136474609, -1.9970943927764893, -6.9968414306640625, -7.390281677246094, -1.4117006063461304, -4.083874225616455, -5.082050323486328, -5.0532636642456055, -4.124897003173828]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-03-02-01-02-14.wav,audio-only,happy,Kids are talking by the door,female,"[-475.16925048828125, 56.35940933227539, -20.161439895629883, -2.531967878341675, -7.48671817779541, 10.51611042022705, -12.550153732299805, -7.488499641418457, 3.5037434101104736, -7.457821369171143, -12.3710298538208, -1.959380865097046, -3.3008487224578857, -7.770576477050781, -7.858089447021484, -1.3407373428344727, -4.2089362144470215, -4.147811412811279, -5.2760090827941895, -4.037143230438232]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-03-02-02-01-14.wav,audio-only,happy,Dogs are sitting by the door,female,"[-445.8389892578125, 50.63634490966797, -22.33485221862793, -9.662138938903809, -11.988901138305664, 10.460694313049316, -11.55089282989502, -10.478584289550781, 3.544539451599121, -6.198216438293457, -14.710580825805664, -4.321738243103027, -6.489552974700928, -8.813864707946777, -8.275390625, 0.9160811305046082, -5.530131816864014, -5.715229034423828, -5.444626808166504, -3.7440924644470215]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-03-02-02-02-14.wav,audio-only,happy,Dogs are sitting by the door,female,"[-461.9608154296875, 43.40754318237305, -15.70556926727295, -5.078371524810791, -11.092011451721191, 12.150096893310547, -10.741138458251953, -8.791913032531738, 1.7117855548858643, -4.436456680297852, -12.4257230758667, -3.4507808685302734, -8.37723159790039, -6.384036064147949, -7.804317474365234, -0.8405506014823914, -4.231293201446533, -4.597458839416504, -8.487641334533691, -6.743575096130371]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-04-01-01-01-14.wav,audio-only,sad,Kids are talking by the door,female,"[-719.6638793945312, 55.146480560302734, 4.361291885375977, 18.987632751464844, 7.030345916748047, 17.772441864013672, -1.9598535299301147, 9.585433959960938, 0.9201921224594116, -0.9264348745346069, -0.4643208682537079, -0.37442708015441895, -4.125738620758057, -1.5861232280731201, -4.939927577972412, -2.422802448272705, -2.712678909301758, 0.5270105600357056, -4.86624002456665, -0.8738558292388916]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-04-01-01-02-14.wav,audio-only,sad,Kids are talking by the door,female,"[-710.127197265625, 51.72528076171875, 7.3929924964904785, 18.135692596435547, 2.8724310398101807, 14.744539260864258, -5.531242370605469, 8.01370620727539, 0.3842679560184479, -3.029608964920044, -1.4913562536239624, -1.4700332880020142, -2.848400592803955, -2.7228591442108154, -4.160610198974609, -1.7134357690811157, -2.7346620559692383, 0.4199211001396179, -4.6321516036987305, -0.6347229480743408]"
