,emotion,statements,situation,gender,mfcc
datasources\LDC_female\wav\7HP1s2032.wav,happy,five thousand eight,conversation,female,"[-495.7830505371094, 110.8077392578125, -52.350650787353516, 36.137020111083984, 39.09303283691406, 0.20580966770648956, 13.851167678833008, 0.13749925792217255, 3.495943784713745, 3.797037124633789, -6.6955461502075195, 7.929044723510742, -2.71317982673645, -8.849935531616211, 7.36959981918335, -1.2938809394836426, -5.083573341369629, -0.4905977249145508, -2.639746904373169, 0.7995116710662842]"
datasources\LDC_female\wav\7HP1s2033.wav,happy,five thousand eight,conversation,female,"[-485.71929931640625, 102.76976776123047, -48.416839599609375, 35.573387145996094, 32.943267822265625, -1.0130562782287598, 15.959304809570312, -1.4686826467514038, 2.6334614753723145, 6.070960998535156, -7.91022253036499, 5.325645923614502, -2.3998794555664062, -8.44073486328125, 7.950376033782959, -0.5917139053344727, -4.051693439483643, 1.805935263633728, -3.940776824951172, -1.3548043966293335]"
datasources\LDC_female\wav\7HP1s2170.wav,happy,three thousand three,conversation,female,"[-430.9081726074219, 120.47223663330078, -48.34482192993164, 36.605525970458984, 27.42889404296875, 9.70266342163086, 26.304885864257812, -7.578640937805176, 9.680769920349121, 13.649832725524902, -11.058550834655762, 6.526203632354736, -3.202138900756836, -10.732529640197754, 3.860582113265991, -5.317022323608398, -1.9041439294815063, -4.082118988037109, -11.959036827087402, 3.2126502990722656]"
datasources\LDC_female\wav\7HP1s2171.wav,happy,three thousand three,conversation,female,"[-457.2269592285156, 122.87003326416016, -42.50370407104492, 37.07535934448242, 25.6826114654541, 6.0474958419799805, 26.993221282958984, -1.3078207969665527, 10.948248863220215, 12.251214027404785, -9.877920150756836, 8.353493690490723, -1.385055661201477, -10.87706184387207, 4.844828128814697, -1.3872615098953247, -0.7184110283851624, -3.7630112171173096, -10.668375015258789, 1.7447761297225952]"
datasources\LDC_female\wav\7HP1s2172.wav,happy,three thousand three,conversation,female,"[-505.8516540527344, 122.36804962158203, -55.528297424316406, 37.420963287353516, 27.56020736694336, -2.8237547874450684, 20.65273094177246, -6.509950160980225, 1.6687382459640503, 6.642079830169678, -14.133461952209473, 4.241258144378662, -0.7510775327682495, -10.954986572265625, 3.088878870010376, -1.5235404968261719, -1.5445307493209839, -2.6184744834899902, -7.455979347229004, 0.7278897166252136]"
datasources\LDC_female\wav\7HP1s2173.wav,happy,three thousand three,conversation,female,"[-549.9216918945312, 130.05519104003906, -60.66996383666992, 47.60231399536133, 31.15912628173828, 2.563425302505493, 33.405128479003906, -1.6457048654556274, 7.014719009399414, 11.614371299743652, -11.422201156616211, 10.678705215454102, 0.7500623464584351, -9.957145690917969, 8.501140594482422, -0.9160172939300537, -0.44504469633102417, 1.5433217287063599, -6.79050874710083, 1.371877908706665]"
datasources\LDC_female\wav\7HP1s3510.wav,happy,seventy-six,conversation,female,"[-452.3376770019531, 86.45757293701172, -53.69160461425781, 53.470191955566406, 25.114471435546875, 0.04427088052034378, 28.715377807617188, -3.7207417488098145, 10.892759323120117, 11.14849853515625, -10.485525131225586, 13.286397933959961, -0.3059208393096924, -6.955502510070801, 10.86402702331543, -4.264402866363525, -1.8605401515960693, 2.355199098587036, -3.6882710456848145, 5.952864170074463]"
datasources\LDC_female\wav\7HP1s3511.wav,happy,seventy-six,conversation,female,"[-483.508056640625, 91.88777160644531, -47.48336410522461, 46.885074615478516, 20.992753982543945, 2.815673589706421, 29.561681747436523, -4.233100891113281, 10.394737243652344, 12.156893730163574, -8.458868026733398, 12.957364082336426, -0.6143057346343994, -6.315248966217041, 11.068780899047852, -2.37300443649292, 0.11911953240633011, 1.8331999778747559, -4.541691303253174, 6.410687446594238]"
datasources\LDC_female\wav\7HP1s3512.wav,happy,seventy-six,conversation,female,"[-473.7163391113281, 102.26811218261719, -56.55773162841797, 52.44036865234375, 20.1246280670166, 1.3004741668701172, 34.47952651977539, -6.324397563934326, 11.289133071899414, 15.44021224975586, -10.569878578186035, 11.53982162475586, -1.5064830780029297, -6.194364070892334, 10.28304672241211, -4.0578203201293945, 3.574519157409668, 1.9256258010864258, -8.212594032287598, 8.01590347290039]"
datasources\LDC_female\wav\7HP1s3513.wav,happy,seventy-six,conversation,female,"[-534.1771240234375, 94.33848571777344, -64.05564880371094, 49.84429168701172, 23.0633487701416, -1.4231154918670654, 32.713844299316406, -3.577056646347046, 9.63095760345459, 14.454835891723633, -9.399758338928223, 12.675642967224121, 1.070335865020752, -7.201100826263428, 9.228402137756348, -3.07277250289917, 1.6330573558807373, 2.5505151748657227, -7.016507625579834, 5.146875381469727]"
datasources\LDC_female\wav\7HP1s3514.wav,happy,seventy-six,conversation,female,"[-534.5708618164062, 92.27564239501953, -65.34410858154297, 53.33326721191406, 21.773441314697266, -6.784492015838623, 30.816160202026367, -5.344225883483887, 6.531576156616211, 13.183309555053711, -10.584392547607422, 11.69737720489502, 1.9946080446243286, -7.2293596267700195, 8.36928939819336, -2.547607421875, 2.13247013092041, 4.040310859680176, -5.366578578948975, 2.3408021926879883]"
datasources\LDC_female\wav\7NT1s0060.wav,neutral,nine thousand six,conversation,female,"[-434.5394592285156, 125.38927459716797, -56.0625114440918, 58.54157638549805, 16.505901336669922, -10.18927001953125, 33.929725646972656, -8.343173027038574, 3.44612717628479, 13.847986221313477, -9.349227905273438, 12.274468421936035, 0.3572097420692444, -5.880956172943115, 11.639328956604004, -2.0947794914245605, 1.3424354791641235, 0.6600676774978638, -6.837914943695068, 6.457705497741699]"
datasources\LDC_female\wav\7NT1s0061.wav,neutral,nine thousand six,conversation,female,"[-456.0770568847656, 124.48454284667969, -58.16040802001953, 60.29948806762695, 17.327816009521484, -9.401122093200684, 35.98371505737305, -6.788876056671143, 4.9192986488342285, 13.965385437011719, -9.684186935424805, 13.007884979248047, 0.9169514775276184, -5.264168739318848, 11.946955680847168, -1.7949436902999878, 1.9498685598373413, 0.2861977815628052, -6.3140459060668945, 7.022702217102051]"
datasources\LDC_female\wav\7NT1s0270.wav,neutral,november fifth,conversation,female,"[-448.6978759765625, 141.01339721679688, -9.664870262145996, 30.954893112182617, 13.525102615356445, 10.418319702148438, 26.160200119018555, -7.2847580909729, 8.428309440612793, 12.283230781555176, -10.035361289978027, 8.040376663208008, 1.5112099647521973, -7.984630584716797, 5.58096170425415, -1.9545676708221436, -3.729318380355835, -0.5466852188110352, 0.21879105269908905, 6.229889392852783]"
datasources\LDC_female\wav\7NT1s0271.wav,neutral,november fifth,conversation,female,"[-486.5022888183594, 145.1938934326172, -19.4271183013916, 37.797481536865234, 11.442015647888184, 6.521955490112305, 30.637283325195312, -7.037245273590088, 10.22942066192627, 14.68490982055664, -8.677878379821777, 10.302423477172852, -0.17246264219284058, -7.045311450958252, 6.5304741859436035, -3.206913948059082, 2.945530414581299, 2.6200950145721436, -3.3403234481811523, 9.004711151123047]"
datasources\LDC_female\wav\7NT1s0470.wav,neutral,nine hundred six,conversation,female,"[-448.6353454589844, 128.28138732910156, -61.03135299682617, 51.21585464477539, 11.073867797851562, -5.649230003356934, 38.22216033935547, -7.914436340332031, 7.715264320373535, 13.53729248046875, -12.37167739868164, 13.586065292358398, 0.4085438549518585, -4.66589879989624, 13.86782455444336, -1.8273431062698364, 3.658134937286377, 1.8433318138122559, -6.558393478393555, 8.746912956237793]"
datasources\LDC_female\wav\7NT1s0471.wav,neutral,nine hundred six,conversation,female,"[-457.96539306640625, 120.09990692138672, -53.549278259277344, 51.265098571777344, 12.494524955749512, -4.722808837890625, 36.00872039794922, -6.887636661529541, 8.259696006774902, 14.72152042388916, -10.524191856384277, 13.361577033996582, 1.4861456155776978, -4.710755348205566, 13.161590576171875, -0.3730194568634033, 3.8139185905456543, 2.705914258956909, -4.797590255737305, 8.266142845153809]"
datasources\LDC_female\wav\7NT1s0780.wav,neutral,two thousand ten,conversation,female,"[-475.6429443359375, 139.14427185058594, -42.26922607421875, 55.33329772949219, 15.243998527526855, -4.912360668182373, 38.93031311035156, 0.5968234539031982, 11.264259338378906, 15.213494300842285, -10.655476570129395, 9.677006721496582, -3.1090831756591797, -9.122563362121582, 9.368207931518555, -1.8515098094940186, 3.138537645339966, 1.5924962759017944, -5.150336265563965, 8.955809593200684]"
datasources\LDC_female\wav\7NT1s0890.wav,neutral,five hundred two,conversation,female,"[-428.19329833984375, 143.90957641601562, -25.27090072631836, 33.7148323059082, 14.047185897827148, 5.682237148284912, 26.755521774291992, -7.012698173522949, 8.617865562438965, 11.741212844848633, -6.928060054779053, 13.488716125488281, 0.4569934010505676, -7.590298175811768, 5.9228196144104, -5.539416790008545, -0.0983971580862999, 1.2761194705963135, -6.87047004699707, 2.900517463684082]"
datasources\LDC_female\wav\7NT1s0891.wav,neutral,five hundred two,conversation,female,"[-396.0638732910156, 146.23590087890625, -42.57054901123047, 37.353965759277344, 22.211835861206055, -0.6265383362770081, 24.75066375732422, -4.8512959480285645, 6.079609394073486, 11.361307144165039, -8.81008243560791, 8.869170188903809, -2.0419139862060547, -11.389283180236816, 6.2076592445373535, -0.9312840104103088, -1.4187679290771484, -1.4067527055740356, -7.963282585144043, 0.7375483512878418]"
datasources\LDC_female\wav\7NT1s0892.wav,neutral,five hundred two,conversation,female,"[-430.7008972167969, 124.08367156982422, -31.779499053955078, 36.48404312133789, 18.030792236328125, -2.642850160598755, 25.168806076049805, 0.020841393619775772, 5.3534393310546875, 9.288492202758789, -9.104669570922852, 9.174301147460938, 4.149153232574463, -7.9609832763671875, 5.1346001625061035, 2.369593381881714, 2.193000078201294, 1.1268731355667114, -4.9112548828125, 2.1888461112976074]"
datasources\LDC_female\wav\7NT1s0940.wav,neutral,three thousand ten,conversation,female,"[-417.8750915527344, 120.04405212402344, -43.3237190246582, 40.770973205566406, 20.36851692199707, -0.1735699623823166, 30.900165557861328, -2.1105170249938965, 3.241075277328491, 10.297736167907715, -8.35488510131836, 10.910501480102539, 2.7720866203308105, -9.087549209594727, 8.252748489379883, 3.9874143600463867, 0.21172261238098145, -1.7720427513122559, -4.824815273284912, 4.315407752990723]"
datasources\LDC_female\wav\7NT1s0941.wav,neutral,three thousand ten,conversation,female,"[-415.22637939453125, 111.21061706542969, -38.393863677978516, 34.20207595825195, 24.55865478515625, 3.1610782146453857, 25.241453170776367, 0.9535635709762573, 5.440523147583008, 9.585521697998047, -6.914205074310303, 8.201133728027344, 3.7121002674102783, -6.558610439300537, 4.294559955596924, 3.331791400909424, 2.1825039386749268, -3.2473652362823486, -5.070915699005127, 5.766713619232178]"
datasources\LDC_female\wav\7NT1s0950.wav,neutral,december tenth,conversation,female,"[-522.08447265625, 133.58428955078125, -25.54937744140625, 35.04897689819336, 9.777262687683105, 4.074194431304932, 31.664209365844727, -4.171650409698486, 8.765603065490723, 13.392155647277832, -6.789698123931885, 12.728799819946289, 2.5470383167266846, -4.785529136657715, 9.123116493225098, -2.543590545654297, -0.654822826385498, 2.0303945541381836, -1.4073339700698853, 7.251253128051758]"
datasources\LDC_female\wav\7NT1s0980.wav,neutral,four thousand twelve,conversation,female,"[-396.4076232910156, 102.76660919189453, -23.286766052246094, 41.50419616699219, 17.318456649780273, -7.259115219116211, 17.535852432250977, -7.179293632507324, -0.4635544717311859, 11.825738906860352, -5.413906097412109, 6.034002780914307, 5.466580390930176, -3.93886661529541, 4.2337164878845215, 0.7171666622161865, 0.09027007222175598, 0.40576547384262085, -2.9594783782958984, 3.1017191410064697]"
datasources\LDC_female\wav\7NT1s0981.wav,neutral,four thousand twelve,conversation,female,"[-427.1678466796875, 121.43186950683594, -34.21305465698242, 50.56064987182617, 21.095022201538086, -9.21716022491455, 22.733213424682617, -7.5054521560668945, -0.8881344795227051, 13.513389587402344, -4.780109405517578, 7.326531410217285, 3.0708000659942627, -4.9707441329956055, 4.73082160949707, -1.2031465768814087, 1.8757063150405884, 0.7106673717498779, -5.498680591583252, 4.9317626953125]"
datasources\LDC_female\wav\7NT1s1820.wav,neutral,two thousand four,conversation,female,"[-436.101806640625, 124.43907928466797, -25.672060012817383, 44.408660888671875, 14.501083374023438, -4.2875823974609375, 25.12550926208496, -5.962507247924805, 5.466429710388184, 13.157368659973145, -9.314043998718262, 7.0212249755859375, 1.0636377334594727, -8.172256469726562, 5.5447845458984375, 0.07537758350372314, 1.8128101825714111, 1.6067723035812378, -4.79632568359375, 3.4570119380950928]"
datasources\LDC_female\wav\7NT1s1821.wav,neutral,two thousand four,conversation,female,"[-446.2909851074219, 131.9964599609375, -30.690471649169922, 48.610591888427734, 12.956361770629883, -5.9369730949401855, 29.965715408325195, -5.3493146896362305, 5.106966018676758, 13.153265953063965, -10.23477554321289, 6.955106735229492, 0.0022511668503284454, -7.466095924377441, 5.909636974334717, -1.0859254598617554, 4.019834518432617, 1.614527940750122, -6.684080600738525, 5.350340843200684]"
datasources\LDC_female\wav\7NT1s1830.wav,neutral,two thousand nine,conversation,female,"[-467.00775146484375, 144.9114532470703, -31.851943969726562, 48.17935562133789, 13.64039421081543, -3.8813717365264893, 32.202850341796875, -2.9053211212158203, 13.188384056091309, 20.843690872192383, -9.185883522033691, 5.438047409057617, -2.3650569915771484, -7.604299545288086, 9.074411392211914, -0.9342344999313354, 0.5622447729110718, -0.8714152574539185, -6.521534442901611, 5.129866600036621]"
datasources\LDC_female\wav\7NT1s1840.wav,neutral,two thousand one,conversation,female,"[-475.63201904296875, 153.51016235351562, -29.743362426757812, 52.68292236328125, 10.421957969665527, -5.745561599731445, 32.79676055908203, -6.338188648223877, 12.243096351623535, 19.004390716552734, -11.889549255371094, 6.513002395629883, -2.9322705268859863, -8.767476081848145, 8.623072624206543, -2.2422235012054443, 0.4324626624584198, -1.7217953205108643, -6.404038429260254, 7.946609973907471]"
datasources\LDC_female\wav\7NT1s1841.wav,neutral,two thousand one,conversation,female,"[-472.152587890625, 147.9855194091797, -28.50179100036621, 54.21639633178711, 10.742465019226074, -4.761129379272461, 35.10169219970703, -4.260543346405029, 12.614436149597168, 18.787353515625, -9.471603393554688, 10.957791328430176, -1.4155688285827637, -9.33061408996582, 9.040196418762207, -3.1877315044403076, -0.5375251173973083, -0.8896874189376831, -7.164988040924072, 6.911404609680176]"
datasources\LDC_female\wav\7NT1s1850.wav,neutral,two thousand six,conversation,female,"[-463.774169921875, 120.20171356201172, -57.01548385620117, 66.20553588867188, 13.982048988342285, -8.376080513000488, 39.798377990722656, -5.168240070343018, 13.420132637023926, 17.84404945373535, -12.585136413574219, 9.87104320526123, -5.406857013702393, -6.206851482391357, 14.387794494628906, -3.2146382331848145, 3.1156833171844482, 1.591989278793335, -6.148683547973633, 8.997209548950195]"
datasources\LDC_female\wav\7NT1s1860.wav,neutral,two thousand three,conversation,female,"[-418.4818115234375, 134.79437255859375, -62.513145446777344, 47.682350158691406, 26.44798469543457, 2.389897108078003, 33.38484191894531, -6.371770858764648, 9.067411422729492, 13.469415664672852, -12.053672790527344, 13.557716369628906, 0.14844834804534912, -12.534492492675781, 7.712456703186035, -0.2884408235549927, 0.6611505150794983, -2.886465072631836, -9.041616439819336, 5.334002494812012]"
datasources\LDC_female\wav\7NT1s1870.wav,neutral,two thousand twelve,conversation,female,"[-494.5452880859375, 143.29058837890625, -41.386661529541016, 52.69883346557617, 16.43268394470215, -7.119078636169434, 28.752416610717773, -6.672542572021484, 11.555585861206055, 20.123647689819336, -5.114789009094238, 12.416658401489258, -0.6930619478225708, -4.599946975708008, 11.794489860534668, -4.410414218902588, 1.4555354118347168, 3.992828130722046, -5.506721496582031, 7.0958380699157715]"
datasources\LDC_female\wav\7NT1s1880.wav,neutral,two thousand two,conversation,female,"[-435.57501220703125, 117.95672607421875, -46.70518493652344, 50.71118927001953, 23.55472183227539, -5.4467902183532715, 27.548158645629883, -1.4538666009902954, 9.783685684204102, 15.293264389038086, -7.795164585113525, 11.309667587280273, 3.677468776702881, -6.611434459686279, 6.095443248748779, -1.149009108543396, 3.165548801422119, 0.6600669622421265, -8.781078338623047, 3.3880367279052734]"
datasources\LDC_female\wav\7NT1s1881.wav,neutral,two thousand two,conversation,female,"[-449.32806396484375, 123.39763641357422, -45.97810363769531, 51.64849090576172, 22.714176177978516, -3.670015811920166, 30.54625129699707, -1.2382187843322754, 10.268731117248535, 15.142782211303711, -8.324203491210938, 12.542786598205566, 2.9692556858062744, -8.579015731811523, 5.436263561248779, -2.7522618770599365, 1.8246642351150513, 0.9848736524581909, -9.104175567626953, 2.346203565597534]"
datasources\LDC_female\wav\7NT1s1970.wav,neutral,three hundred ten,conversation,female,"[-411.885009765625, 140.35772705078125, -34.707969665527344, 29.587249755859375, 15.836418151855469, 4.168451309204102, 30.66628074645996, -1.3997204303741455, 5.622037887573242, 8.34178638458252, -11.495033264160156, 9.968634605407715, 1.3139514923095703, -11.464499473571777, 7.68670654296875, 3.1100473403930664, -1.993208885192871, -1.9310457706451416, -3.740828514099121, 4.3116888999938965]"
datasources\LDC_female\wav\7NT1s1971.wav,neutral,three hundred ten,conversation,female,"[-428.4052429199219, 144.24745178222656, -45.661537170410156, 33.08257293701172, 20.330820083618164, 8.678583145141602, 34.84528350830078, -3.6118338108062744, 4.884120464324951, 8.136186599731445, -10.283106803894043, 13.421058654785156, 0.9267279505729675, -11.225362777709961, 7.240157604217529, 1.1409339904785156, 0.7328446507453918, -1.312334418296814, -5.091612815856934, 6.163773059844971]"
datasources\LDC_female\wav\7NT1s2120.wav,neutral,one hundred nine,conversation,female,"[-462.0122985839844, 131.9834442138672, -16.872604370117188, 31.418073654174805, 18.974140167236328, 4.708646774291992, 23.21714973449707, -3.3388609886169434, 3.9805147647857666, 14.197124481201172, -1.2867380380630493, 5.601856708526611, -1.6178884506225586, -3.5679471492767334, 10.610554695129395, 2.0072996616363525, -0.0316569022834301, 1.4892230033874512, -2.789553642272949, 2.1888537406921387]"
datasources\LDC_female\wav\7NT1s2190.wav,neutral,august second,conversation,female,"[-452.93798828125, 108.8311996459961, -30.36358642578125, 41.86426544189453, 21.670835494995117, -1.5008482933044434, 23.90475845336914, -2.0288121700286865, 2.4909274578094482, 9.422332763671875, -5.809347152709961, 8.987192153930664, 4.6021728515625, -3.784271240234375, 5.743468284606934, 1.2185221910476685, 1.9644041061401367, -1.5298751592636108, -6.496313095092773, 4.119787216186523]"
datasources\LDC_female\wav\7NT1s2191.wav,neutral,august second,conversation,female,"[-447.2154235839844, 120.08441925048828, -49.202850341796875, 53.723785400390625, 19.785200119018555, -8.14187240600586, 29.398290634155273, -7.383718490600586, 0.446053683757782, 10.309645652770996, -8.661130905151367, 10.475105285644531, 1.790177583694458, -3.4677963256835938, 10.336169242858887, -1.4800572395324707, 3.0799500942230225, 1.2160463333129883, -7.947525978088379, 5.927486896514893]"
datasources\LDC_female\wav\7NT1s2210.wav,neutral,four hundred twelve,conversation,female,"[-395.0533142089844, 117.2738265991211, -22.4499454498291, 35.60139465332031, 15.323786735534668, -3.331178903579712, 20.210634231567383, -6.741308689117432, 0.3680553734302521, 12.050048828125, -4.572139263153076, 4.9910993576049805, 1.828925371170044, -2.7817516326904297, 6.9736175537109375, -0.5118914246559143, -0.3995736241340637, -0.3773413598537445, -4.49905252456665, 4.313810348510742]"
datasources\LDC_female\wav\7NT1s2211.wav,neutral,four hundred twelve,conversation,female,"[-450.1181335449219, 152.01492309570312, -41.24802017211914, 51.31654357910156, 13.584763526916504, -12.525481224060059, 29.022974014282227, -9.914422035217285, -0.6207242608070374, 15.058914184570312, -6.04029655456543, 8.59697151184082, -0.7255215644836426, -5.858485698699951, 9.262251853942871, -2.2374420166015625, 1.4124946594238281, 1.4289411306381226, -5.966073989868164, 5.714172840118408]"
datasources\LDC_female\wav\7NT1s2300.wav,neutral,eight thousand one,conversation,female,"[-458.4571838378906, 129.15731811523438, -5.633001804351807, 43.43729019165039, 21.457183837890625, 7.541166305541992, 25.48830223083496, -7.12580680847168, 3.5022976398468018, 16.692546844482422, -1.1915804147720337, 8.38598918914795, 1.1785646677017212, -6.8813323974609375, 5.31886625289917, -1.2651106119155884, -0.4501447081565857, 2.587141990661621, -4.4773993492126465, 0.6849744915962219]"
datasources\LDC_female\wav\7NT1s2301.wav,neutral,eight thousand one,conversation,female,"[-457.05767822265625, 146.0635986328125, -9.687688827514648, 44.69867706298828, 19.951194763183594, 7.199660301208496, 28.299697875976562, -7.911097526550293, 3.2072813510894775, 13.67229175567627, -3.5805232524871826, 11.099291801452637, 0.5155900120735168, -8.35622501373291, 4.713161945343018, -3.7312817573547363, -0.4473465085029602, 2.147753953933716, -5.277981281280518, 1.9037553071975708]"
datasources\LDC_female\wav\7NT1s2360.wav,neutral,ten thousand two,conversation,female,"[-433.4420471191406, 125.97073364257812, -34.34247589111328, 48.961692810058594, 22.928117752075195, -1.767832636833191, 29.982820510864258, -0.5420352816581726, 4.245974063873291, 10.092813491821289, -7.059190273284912, 12.281201362609863, 4.313702583312988, -7.595873832702637, 4.652185440063477, -0.4029249846935272, 0.9161588549613953, -1.2886555194854736, -6.383925437927246, 2.6705451011657715]"
datasources\LDC_female\wav\7NT1s2361.wav,neutral,ten thousand two,conversation,female,"[-435.6895751953125, 120.61155700683594, -41.72156524658203, 50.751441955566406, 24.8946475982666, -3.4079413414001465, 27.950687408447266, -2.5024776458740234, 4.910730838775635, 11.080952644348145, -7.975088596343994, 12.714465141296387, 4.935306549072266, -8.053666114807129, 5.435727596282959, 1.0273112058639526, 1.3858171701431274, -1.6432068347930908, -6.201816558837891, 4.292125225067139]"
datasources\LDC_female\wav\7NT1s2380.wav,neutral,april fourteenth,conversation,female,"[-466.3699645996094, 112.93920135498047, -35.09029769897461, 46.39890670776367, 26.691179275512695, 1.50101637840271, 26.799169540405273, -1.7542434930801392, 5.347797393798828, 12.92473316192627, -4.206851482391357, 11.70927906036377, 3.484726905822754, -6.24738883972168, 7.197853088378906, -0.3535359799861908, -1.3016504049301147, -0.2554314434528351, -3.7783074378967285, 4.563968181610107]"
datasources\LDC_female\wav\7NT1s2381.wav,neutral,april fourteenth,conversation,female,"[-492.5712890625, 111.1456527709961, -31.27199363708496, 47.151405334472656, 25.927783966064453, 0.510547935962677, 27.71409034729004, 1.1035797595977783, 5.473452568054199, 12.932197570800781, -2.672900676727295, 11.303606986999512, 3.878541946411133, -4.419188022613525, 7.387732028961182, 1.5162954330444336, 2.6473586559295654, 0.7368894219398499, -4.52782678604126, 5.271860599517822]"
datasources\LDC_female\wav\7NT1s2400.wav,neutral,five thousand two,conversation,female,"[-404.4606018066406, 126.83367919921875, -47.48660659790039, 50.44997024536133, 20.050931930541992, -6.056333065032959, 28.023365020751953, -6.1382012367248535, 5.451923370361328, 11.062387466430664, -10.541540145874023, 10.491694450378418, -0.6352952122688293, -7.703793048858643, 9.440442085266113, -1.7302238941192627, 1.541056752204895, 0.7320457100868225, -8.656445503234863, 3.250408172607422]"
datasources\LDC_female\wav\7NT1s2401.wav,neutral,five thousand two,conversation,female,"[-390.9209899902344, 130.6500701904297, -36.5216178894043, 38.30044937133789, 16.66305923461914, -1.5472080707550049, 26.007129669189453, -6.634713649749756, 3.0037331581115723, 9.865006446838379, -9.401704788208008, 9.702264785766602, 2.9829111099243164, -6.852855205535889, 4.229550361633301, -3.3189823627471924, 0.6646732687950134, 0.030220141634345055, -7.395246982574463, 3.244354009628296]"
datasources\LDC_female\wav\7NT1s2402.wav,neutral,five thousand two,conversation,female,"[-428.3758850097656, 141.80345153808594, -43.58135986328125, 47.35498046875, 21.230663299560547, -3.72666072845459, 27.31521224975586, -7.8797149658203125, 3.1055173873901367, 10.808174133300781, -9.314008712768555, 11.157576560974121, 1.4894436597824097, -7.290749549865723, 7.083920955657959, -2.215517997741699, 1.38593590259552, 0.13833098113536835, -7.363321781158447, 3.9973251819610596]"
datasources\LDC_female\wav\7NT1s2450.wav,neutral,two hundred six,conversation,female,"[-450.9397277832031, 120.25337219238281, -65.23414611816406, 61.25295639038086, 16.197078704833984, -8.539810180664062, 35.53314208984375, -8.959664344787598, 10.660017967224121, 16.115779876708984, -10.925077438354492, 17.706798553466797, 2.0857014656066895, -6.891176223754883, 11.387613296508789, -3.3474159240722656, 4.285514831542969, 2.5797812938690186, -7.710423469543457, 7.291861534118652]"
datasources\LDC_female\wav\7NT1s2451.wav,neutral,two hundred six,conversation,female,"[-452.7183837890625, 111.75218963623047, -61.34197235107422, 59.455135345458984, 13.999241828918457, -8.337248802185059, 37.985618591308594, -6.858125686645508, 8.181087493896484, 16.409669876098633, -9.546809196472168, 14.628069877624512, 1.344063401222229, -6.250584125518799, 10.449189186096191, -2.514906167984009, 5.4706244468688965, 3.206467866897583, -7.5487542152404785, 7.102879524230957]"
datasources\LDC_female\wav\7NT1s2470.wav,neutral,eight hundred one,conversation,female,"[-481.10711669921875, 125.67054748535156, -4.875637531280518, 29.67706871032715, 17.56536865234375, 12.556459426879883, 24.752553939819336, -2.521352529525757, 9.992025375366211, 16.39059829711914, 0.2207365781068802, 10.825883865356445, 0.9915332198143005, -5.1533637046813965, 7.1791229248046875, -1.4643893241882324, 0.33121752738952637, 4.552216529846191, -1.9945461750030518, 2.668389081954956]"
datasources\LDC_female\wav\7NT1s2471.wav,neutral,eight hundred one,conversation,female,"[-499.17156982421875, 139.29412841796875, -8.56005859375, 33.9951057434082, 17.830699920654297, 9.661656379699707, 28.137895584106445, -2.3494694232940674, 8.26559066772461, 18.191171646118164, 0.829501211643219, 9.685591697692871, -0.5500123500823975, -6.844616413116455, 6.495776653289795, -1.2862282991409302, 0.7090246677398682, 3.8590383529663086, -3.062736749649048, 2.6557419300079346]"
datasources\LDC_female\wav\7NT1s2670.wav,neutral,one thousand nine,conversation,female,"[-462.9283142089844, 146.19509887695312, -30.083391189575195, 43.59661865234375, 16.979999542236328, -2.0269711017608643, 28.930509567260742, -7.32058048248291, 2.412421703338623, 15.00297737121582, -7.13580846786499, 5.7330522537231445, -0.37271595001220703, -5.514133930206299, 9.947617530822754, 2.194270610809326, 1.099851131439209, -1.8358615636825562, -5.888996601104736, 5.146030426025391]"
datasources\LDC_female\wav\7NT1s2671.wav,neutral,one thousand nine,conversation,female,"[-493.0882873535156, 154.32247924804688, -39.0490608215332, 51.5514030456543, 15.542841911315918, -6.227536678314209, 33.24140548706055, -7.406651496887207, 3.5196306705474854, 16.090599060058594, -6.8109869956970215, 10.314836502075195, 0.3985501527786255, -5.524313449859619, 11.366413116455078, 0.09908425062894821, 1.8895150423049927, 0.0506599098443985, -6.907144069671631, 5.362978458404541]"
datasources\LDC_female\wav\7NT1s2760.wav,neutral,september fourth,conversation,female,"[-447.5965576171875, 115.59830474853516, -18.091161727905273, 42.75410842895508, 4.770051956176758, 0.2817049026489258, 28.410783767700195, -11.739998817443848, 5.590150356292725, 13.983685493469238, -6.389398574829102, 13.440680503845215, 1.8245577812194824, -5.689072608947754, 7.567702293395996, -4.387269020080566, 1.7998517751693726, 4.922820091247559, -2.2532224655151367, 7.295351028442383]"
datasources\LDC_female\wav\7NT1s2761.wav,neutral,september fourth,conversation,female,"[-462.36102294921875, 116.02831268310547, -12.513422966003418, 43.68793487548828, 6.077713489532471, -0.027709798887372017, 30.37097930908203, -7.380318641662598, 5.507279396057129, 15.406048774719238, -5.319849967956543, 11.544028282165527, 3.5383412837982178, -5.646139144897461, 5.50029993057251, -3.0273170471191406, 2.4683339595794678, 5.135947227478027, -1.3727381229400635, 6.941731929779053]"
datasources\LDC_female\wav\7NT1s2770.wav,neutral,six thousand four,conversation,female,"[-447.5157775878906, 127.74029541015625, -34.74641799926758, 53.446258544921875, 11.035873413085938, -8.083380699157715, 30.86832618713379, -8.962774276733398, 1.9267537593841553, 11.221355438232422, -8.678208351135254, 11.219450950622559, -0.6576995253562927, -6.499486923217773, 9.329967498779297, -2.8457272052764893, 2.507377862930298, 3.0170488357543945, -5.552806854248047, 5.731210231781006]"
