situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: distant, Emotion: neutral, statements: ten thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: ten thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: ten thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: ten thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight thousand nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight thousand nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-eight, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-eight, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-eight, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: october sixth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: october sixth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: october sixth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six hundred six, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight thousand three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight thousand three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june eleventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june eleventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june eleventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine hundred twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine hundred twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventh, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august thirteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august thirteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august thirteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august thirteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: february, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: february, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: february, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four hundred five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four thousand five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fourteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fourteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: november ninth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: november ninth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september tenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september tenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september tenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six thousand six, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand two, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred twelve, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventeenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventeenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april seventeenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-sixth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-sixth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-sixth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march twenty-fourth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march twenty-fourth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march twenty-fourth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march twenty-fourth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seventy-one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: thirty-seven, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: thirty-seven, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: sadness, statements: two thousand four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two thousand four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: august second, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: august second, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five hundred five, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five hundred five, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: four hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: four hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: one thousand two, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: september third, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: september third, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: six thousand ten, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: three hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: three hundred twelve, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: nine thousand nine, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: june twenty-eighth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: june twenty-eighth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: may twenty-ninth, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: may twenty-ninth, Gender: female, Color: (40, 0, 80)
situation: distant, Emotion: neutral, statements: five hundred nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three thousand eight, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: december eighth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four thousand four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred eight, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: november sixth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight hundred twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: ten thousand nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: september third, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six thousand ten, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october tenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six hundred ten, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april sixteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april sixteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four hundred four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june seventeenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine hundred two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five thousand nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fourteen sixty, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: january, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: twelve and a half, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june twenty-third, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: march twenty-ninth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: may twenty-first, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seven hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: sixteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may seventeenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: december ninth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fifteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august fourteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four hundred ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine hundred nine, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april eighteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five thousand three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand nine, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: october eighth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six hundred eight, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-eighth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march thirty-first, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: anxiety, statements: april eighteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: april eighteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight thousand one, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight thousand one, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight thousand one, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five thousand three, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five thousand three, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five thousand three, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine hundred five, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine hundred five, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine hundred five, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: october ninth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: october ninth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: october ninth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: one hundred three, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: one hundred three, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: one hundred three, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: ten thousand two, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: ten thousand two, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: ten thousand two, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: two hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: two hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six hundred one, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six hundred one, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: july fifteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: july fifteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: march twenty-ninth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: march twenty-ninth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: march twenty-ninth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: boredom, statements: eight hundred five, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: eight hundred five, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: six thousand two, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: six thousand two, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: august thirteenth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five hundred one, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five hundred one, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five hundred one, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: four thousand five, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: four thousand five, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: november eighth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: november eighth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: three thousand five, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: three thousand five, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine thousand ten, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine thousand ten, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: june twenty-fourth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: seventy-eight, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: seventy-eight, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: seventy-eight, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: disgust, statements: december first, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: december first, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: eight hundred one, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: eight hundred one, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: five hundred three, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: five hundred three, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: four thousand one, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: four thousand one, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: nine thousand two, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: nine thousand two, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: november fourth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: november fourth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three thousand one, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three thousand one, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three thousand one, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: june twenty-third, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: june twenty-third, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: seventy-nine, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: seventy-nine, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: sixty-seven, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: sixty-seven, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: hot anger, statements: two thousand eight, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: two thousand eight, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: fifteen hundred, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: fifteen hundred, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: one thousand six, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: one thousand six, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: august eighteenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: august eighteenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four hundred one, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four hundred one, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: june seventeenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: june seventeenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: nine hundred two, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: september fourth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: september fourth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: september fourth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: six thousand four, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: six thousand four, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: three hundred one, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: three hundred one, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: may twenty-eighth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: may twenty-eighth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: happy, statements: march thirtieth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: march thirtieth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: march thirtieth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: march thirtieth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one hundred eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one hundred eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one hundred eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one hundred eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: december sixth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: december sixth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: december sixth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: december sixth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: eight hundred three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: eight hundred three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: eight hundred three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: eight hundred three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: four thousand three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: four thousand three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: four thousand three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: four thousand three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: november tenth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: november tenth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: november tenth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: november tenth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: ten thousand four, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: ten thousand four, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: ten thousand four, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: ten thousand four, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: ten thousand four, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: five thousand eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: five thousand eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: five thousand eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: five thousand eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: three thousand three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: three thousand three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: three thousand three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: three thousand three, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: seventy-six, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: seventy-six, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: seventy-six, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: seventy-six, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: seventy-six, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: neutral, statements: nine thousand six, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: nine thousand six, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: november fifth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: november fifth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: nine hundred six, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: nine hundred six, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand ten, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five hundred two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five hundred two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five hundred two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three thousand ten, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three thousand ten, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: december tenth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four thousand twelve, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four thousand twelve, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand four, Gender: female, Color: (30, 40, 30)
