,emotion,statements,situation,gender
datasources\LDC_female\wav\4NT3s1770.wav,neutral,three hundred two,tete a tete,female
datasources\LDC_female\wav\4NT3s1771.wav,neutral,three hundred two,tete a tete,female
datasources\LDC_female\wav\4NT3s1790.wav,neutral,three thousand two,tete a tete,female
datasources\LDC_female\wav\4NT3s1810.wav,neutral,two hundred twelve,tete a tete,female
datasources\LDC_female\wav\4NT3s1840.wav,neutral,two thousand one,tete a tete,female
datasources\LDC_female\wav\4NT3s2790.wav,neutral,five thousand four,tete a tete,female
datasources\LDC_female\wav\4NT3s3050.wav,neutral,april seventeenth,tete a tete,female
datasources\LDC_female\wav\4NT3s3051.wav,neutral,april seventeenth,tete a tete,female
datasources\LDC_female\wav\4NT3s3052.wav,neutral,april seventeenth,tete a tete,female
datasources\LDC_female\wav\4NT3s3280.wav,neutral,june twenty-sixth,tete a tete,female
datasources\LDC_female\wav\4NT3s3281.wav,neutral,june twenty-sixth,tete a tete,female
datasources\LDC_female\wav\4NT3s3282.wav,neutral,june twenty-sixth,tete a tete,female
datasources\LDC_female\wav\4NT3s3340.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC_female\wav\4NT3s3341.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC_female\wav\4NT3s3342.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC_female\wav\4NT3s3343.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC_female\wav\4NT3s3400.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC_female\wav\4NT3s3401.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC_female\wav\4NT3s3402.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC_female\wav\4NT3s3403.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC_female\wav\4NT3s3500.wav,neutral,seventy-one,tete a tete,female
datasources\LDC_female\wav\4NT3s3550.wav,neutral,thirty-seven,tete a tete,female
datasources\LDC_female\wav\4NT3s3551.wav,neutral,thirty-seven,tete a tete,female
datasources\LDC_female\wav\4SN1s1820.wav,sadness,two thousand four,conversation,female
datasources\LDC_female\wav\4SN1s1821.wav,sadness,two thousand four,conversation,female
datasources\LDC_female\wav\4SN1s2190.wav,sadness,august second,conversation,female
datasources\LDC_female\wav\4SN1s2191.wav,sadness,august second,conversation,female
datasources\LDC_female\wav\4SN1s2200.wav,sadness,five hundred five,conversation,female
datasources\LDC_female\wav\4SN1s2201.wav,sadness,five hundred five,conversation,female
datasources\LDC_female\wav\4SN1s2210.wav,sadness,four hundred twelve,conversation,female
datasources\LDC_female\wav\4SN1s2211.wav,sadness,four hundred twelve,conversation,female
datasources\LDC_female\wav\4SN1s2240.wav,sadness,one thousand two,conversation,female
datasources\LDC_female\wav\4SN1s2250.wav,sadness,september third,conversation,female
datasources\LDC_female\wav\4SN1s2251.wav,sadness,september third,conversation,female
datasources\LDC_female\wav\4SN1s2260.wav,sadness,six thousand ten,conversation,female
datasources\LDC_female\wav\4SN1s2280.wav,sadness,three hundred twelve,conversation,female
datasources\LDC_female\wav\4SN1s2281.wav,sadness,three hundred twelve,conversation,female
datasources\LDC_female\wav\4SN1s2870.wav,sadness,nine thousand nine,conversation,female
datasources\LDC_female\wav\4SN1s3230.wav,sadness,june twenty-eighth,conversation,female
datasources\LDC_female\wav\4SN1s3231.wav,sadness,june twenty-eighth,conversation,female
datasources\LDC_female\wav\4SN1s3430.wav,sadness,may twenty-ninth,conversation,female
datasources\LDC_female\wav\4SN1s3431.wav,sadness,may twenty-ninth,conversation,female
datasources\LDC_female\wav\6NT2s0030.wav,neutral,five hundred nine,distant,female
datasources\LDC_female\wav\6NT2s0090.wav,neutral,three thousand eight,distant,female
datasources\LDC_female\wav\6NT2s0210.wav,neutral,december eighth,distant,female
datasources\LDC_female\wav\6NT2s0240.wav,neutral,four thousand four,distant,female
datasources\LDC_female\wav\6NT2s0430.wav,neutral,eight thousand twelve,distant,female
datasources\LDC_female\wav\6NT2s0510.wav,neutral,three hundred eight,distant,female
datasources\LDC_female\wav\6NT2s0920.wav,neutral,november sixth,distant,female
datasources\LDC_female\wav\6NT2s0960.wav,neutral,eight hundred twelve,distant,female
datasources\LDC_female\wav\6NT2s1030.wav,neutral,ten thousand nine,distant,female
datasources\LDC_female\wav\6NT2s1840.wav,neutral,two thousand one,distant,female
datasources\LDC_female\wav\6NT2s1940.wav,neutral,one thousand three,distant,female
datasources\LDC_female\wav\6NT2s2250.wav,neutral,september third,distant,female
datasources\LDC_female\wav\6NT2s2260.wav,neutral,six thousand ten,distant,female
datasources\LDC_female\wav\6NT2s2350.wav,neutral,one hundred three,distant,female
datasources\LDC_female\wav\6NT2s2420.wav,neutral,october tenth,distant,female
datasources\LDC_female\wav\6NT2s2440.wav,neutral,six hundred ten,distant,female
datasources\LDC_female\wav\6NT2s2510.wav,neutral,nine thousand two,distant,female
datasources\LDC_female\wav\6NT2s2640.wav,neutral,april sixteenth,distant,female
datasources\LDC_female\wav\6NT2s2641.wav,neutral,april sixteenth,distant,female
datasources\LDC_female\wav\6NT2s2650.wav,neutral,four hundred four,distant,female
datasources\LDC_female\wav\6NT2s2710.wav,neutral,two hundred two,distant,female
datasources\LDC_female\wav\6NT2s2740.wav,neutral,june seventeenth,distant,female
datasources\LDC_female\wav\6NT2s2750.wav,neutral,nine hundred two,distant,female
datasources\LDC_female\wav\6NT2s2810.wav,neutral,five thousand nine,distant,female
datasources\LDC_female\wav\6NT2s2820.wav,neutral,fourteen sixty,distant,female
datasources\LDC_female\wav\6NT2s2830.wav,neutral,january,distant,female
datasources\LDC_female\wav\6NT2s2930.wav,neutral,twelve and a half,distant,female
datasources\LDC_female\wav\6NT2s3290.wav,neutral,june twenty-third,distant,female
datasources\LDC_female\wav\6NT2s3350.wav,neutral,march twenty-ninth,distant,female
datasources\LDC_female\wav\6NT2s3410.wav,neutral,may twenty-first,distant,female
datasources\LDC_female\wav\6NT2s3500.wav,neutral,seventy-one,distant,female
datasources\LDC_female\wav\6NT3s0070.wav,neutral,seven hundred,tete a tete,female
datasources\LDC_female\wav\6NT3s0220.wav,neutral,eight hundred four,tete a tete,female
datasources\LDC_female\wav\6NT3s0290.wav,neutral,sixteen hundred,tete a tete,female
datasources\LDC_female\wav\6NT3s0460.wav,neutral,may seventeenth,tete a tete,female
datasources\LDC_female\wav\6NT3s0490.wav,neutral,one thousand five,tete a tete,female
datasources\LDC_female\wav\6NT3s0780.wav,neutral,two thousand ten,tete a tete,female
datasources\LDC_female\wav\6NT3s0870.wav,neutral,december ninth,tete a tete,female
datasources\LDC_female\wav\6NT3s0900.wav,neutral,four thousand ten,tete a tete,female
datasources\LDC_female\wav\6NT3s1010.wav,neutral,one hundred five,tete a tete,female
datasources\LDC_female\wav\6NT3s1150.wav,neutral,fifteen hundred,tete a tete,female
datasources\LDC_female\wav\6NT3s1890.wav,neutral,august fourteenth,tete a tete,female
datasources\LDC_female\wav\6NT3s1910.wav,neutral,four hundred ten,tete a tete,female
datasources\LDC_female\wav\6NT3s2230.wav,neutral,nine hundred nine,tete a tete,female
datasources\LDC_female\wav\6NT3s2290.wav,neutral,april eighteenth,tete a tete,female
datasources\LDC_female\wav\6NT3s2310.wav,neutral,five thousand three,tete a tete,female
datasources\LDC_female\wav\6NT3s2480.wav,neutral,five hundred three,tete a tete,female
datasources\LDC_female\wav\6NT3s2680.wav,neutral,september fifth,tete a tete,female
datasources\LDC_female\wav\6NT3s2780.wav,neutral,three hundred one,tete a tete,female
datasources\LDC_female\wav\6NT3s2800.wav,neutral,eight thousand four,tete a tete,female
datasources\LDC_female\wav\6NT3s2870.wav,neutral,nine thousand nine,tete a tete,female
datasources\LDC_female\wav\6NT3s2880.wav,neutral,october eighth,tete a tete,female
datasources\LDC_female\wav\6NT3s2900.wav,neutral,six hundred eight,tete a tete,female
datasources\LDC_female\wav\6NT3s2920.wav,neutral,ten thousand three,tete a tete,female
datasources\LDC_female\wav\6NT3s3230.wav,neutral,june twenty-eighth,tete a tete,female
datasources\LDC_female\wav\6NT3s3300.wav,neutral,march thirty-first,tete a tete,female
datasources\LDC_female\wav\7AX1s2290.wav,anxiety,april eighteenth,conversation,female
datasources\LDC_female\wav\7AX1s2291.wav,anxiety,april eighteenth,conversation,female
datasources\LDC_female\wav\7AX1s2300.wav,anxiety,eight thousand one,conversation,female
datasources\LDC_female\wav\7AX1s2301.wav,anxiety,eight thousand one,conversation,female
datasources\LDC_female\wav\7AX1s2302.wav,anxiety,eight thousand one,conversation,female
datasources\LDC_female\wav\7AX1s2310.wav,anxiety,five thousand three,conversation,female
datasources\LDC_female\wav\7AX1s2311.wav,anxiety,five thousand three,conversation,female
datasources\LDC_female\wav\7AX1s2312.wav,anxiety,five thousand three,conversation,female
datasources\LDC_female\wav\7AX1s2330.wav,anxiety,nine hundred five,conversation,female
datasources\LDC_female\wav\7AX1s2331.wav,anxiety,nine hundred five,conversation,female
datasources\LDC_female\wav\7AX1s2332.wav,anxiety,nine hundred five,conversation,female
datasources\LDC_female\wav\7AX1s2340.wav,anxiety,october ninth,conversation,female
datasources\LDC_female\wav\7AX1s2341.wav,anxiety,october ninth,conversation,female
datasources\LDC_female\wav\7AX1s2342.wav,anxiety,october ninth,conversation,female
datasources\LDC_female\wav\7AX1s2350.wav,anxiety,one hundred three,conversation,female
datasources\LDC_female\wav\7AX1s2351.wav,anxiety,one hundred three,conversation,female
datasources\LDC_female\wav\7AX1s2352.wav,anxiety,one hundred three,conversation,female
datasources\LDC_female\wav\7AX1s2360.wav,anxiety,ten thousand two,conversation,female
datasources\LDC_female\wav\7AX1s2361.wav,anxiety,ten thousand two,conversation,female
datasources\LDC_female\wav\7AX1s2362.wav,anxiety,ten thousand two,conversation,female
datasources\LDC_female\wav\7AX1s2370.wav,anxiety,two hundred nine,conversation,female
datasources\LDC_female\wav\7AX1s2371.wav,anxiety,two hundred nine,conversation,female
datasources\LDC_female\wav\7AX1s2630.wav,anxiety,six hundred one,conversation,female
datasources\LDC_female\wav\7AX1s2631.wav,anxiety,six hundred one,conversation,female
datasources\LDC_female\wav\7AX1s2980.wav,anxiety,july fifteenth,conversation,female
datasources\LDC_female\wav\7AX1s2981.wav,anxiety,july fifteenth,conversation,female
datasources\LDC_female\wav\7AX1s3350.wav,anxiety,march twenty-ninth,conversation,female
datasources\LDC_female\wav\7AX1s3351.wav,anxiety,march twenty-ninth,conversation,female
datasources\LDC_female\wav\7AX1s3352.wav,anxiety,march twenty-ninth,conversation,female
datasources\LDC_female\wav\7BD1s0550.wav,boredom,eight hundred five,conversation,female
datasources\LDC_female\wav\7BD1s0551.wav,boredom,eight hundred five,conversation,female
datasources\LDC_female\wav\7BD1s0720.wav,boredom,six thousand two,conversation,female
datasources\LDC_female\wav\7BD1s0721.wav,boredom,six thousand two,conversation,female
datasources\LDC_female\wav\7BD1s1270.wav,boredom,august thirteenth,conversation,female
datasources\LDC_female\wav\7BD1s1360.wav,boredom,five hundred one,conversation,female
datasources\LDC_female\wav\7BD1s1361.wav,boredom,five hundred one,conversation,female
datasources\LDC_female\wav\7BD1s1362.wav,boredom,five hundred one,conversation,female
datasources\LDC_female\wav\7BD1s1400.wav,boredom,four thousand five,conversation,female
datasources\LDC_female\wav\7BD1s1401.wav,boredom,four thousand five,conversation,female
datasources\LDC_female\wav\7BD1s1560.wav,boredom,november eighth,conversation,female
datasources\LDC_female\wav\7BD1s1561.wav,boredom,november eighth,conversation,female
datasources\LDC_female\wav\7BD1s1780.wav,boredom,three thousand five,conversation,female
datasources\LDC_female\wav\7BD1s1781.wav,boredom,three thousand five,conversation,female
datasources\LDC_female\wav\7BD1s2090.wav,boredom,nine thousand ten,conversation,female
datasources\LDC_female\wav\7BD1s2091.wav,boredom,nine thousand ten,conversation,female
datasources\LDC_female\wav\7BD1s3260.wav,boredom,june twenty-fourth,conversation,female
datasources\LDC_female\wav\7BD1s3460.wav,boredom,seventy-eight,conversation,female
datasources\LDC_female\wav\7BD1s3461.wav,boredom,seventy-eight,conversation,female
datasources\LDC_female\wav\7BD1s3462.wav,boredom,seventy-eight,conversation,female
datasources\LDC_female\wav\7DG1s2460.wav,disgust,december first,conversation,female
datasources\LDC_female\wav\7DG1s2461.wav,disgust,december first,conversation,female
datasources\LDC_female\wav\7DG1s2470.wav,disgust,eight hundred one,conversation,female
datasources\LDC_female\wav\7DG1s2471.wav,disgust,eight hundred one,conversation,female
datasources\LDC_female\wav\7DG1s2480.wav,disgust,five hundred three,conversation,female
datasources\LDC_female\wav\7DG1s2481.wav,disgust,five hundred three,conversation,female
datasources\LDC_female\wav\7DG1s2490.wav,disgust,four thousand one,conversation,female
datasources\LDC_female\wav\7DG1s2491.wav,disgust,four thousand one,conversation,female
datasources\LDC_female\wav\7DG1s2510.wav,disgust,nine thousand two,conversation,female
datasources\LDC_female\wav\7DG1s2511.wav,disgust,nine thousand two,conversation,female
datasources\LDC_female\wav\7DG1s2520.wav,disgust,november fourth,conversation,female
datasources\LDC_female\wav\7DG1s2521.wav,disgust,november fourth,conversation,female
datasources\LDC_female\wav\7DG1s2550.wav,disgust,three thousand one,conversation,female
datasources\LDC_female\wav\7DG1s2551.wav,disgust,three thousand one,conversation,female
datasources\LDC_female\wav\7DG1s2552.wav,disgust,three thousand one,conversation,female
datasources\LDC_female\wav\7DG1s3290.wav,disgust,june twenty-third,conversation,female
datasources\LDC_female\wav\7DG1s3291.wav,disgust,june twenty-third,conversation,female
datasources\LDC_female\wav\7DG1s3490.wav,disgust,seventy-nine,conversation,female
datasources\LDC_female\wav\7DG1s3491.wav,disgust,seventy-nine,conversation,female
datasources\LDC_female\wav\7DG1s3540.wav,disgust,sixty-seven,conversation,female
datasources\LDC_female\wav\7DG1s3541.wav,disgust,sixty-seven,conversation,female
datasources\LDC_female\wav\7HA1s1140.wav,hot anger,two thousand eight,conversation,female
datasources\LDC_female\wav\7HA1s1141.wav,hot anger,two thousand eight,conversation,female
datasources\LDC_female\wav\7HA1s1150.wav,hot anger,fifteen hundred,conversation,female
datasources\LDC_female\wav\7HA1s1151.wav,hot anger,fifteen hundred,conversation,female
datasources\LDC_female\wav\7HA1s2620.wav,hot anger,one thousand six,conversation,female
datasources\LDC_female\wav\7HA1s2621.wav,hot anger,one thousand six,conversation,female
datasources\LDC_female\wav\7HA1s2720.wav,hot anger,august eighteenth,conversation,female
datasources\LDC_female\wav\7HA1s2721.wav,hot anger,august eighteenth,conversation,female
datasources\LDC_female\wav\7HA1s2730.wav,hot anger,four hundred one,conversation,female
datasources\LDC_female\wav\7HA1s2731.wav,hot anger,four hundred one,conversation,female
datasources\LDC_female\wav\7HA1s2740.wav,hot anger,june seventeenth,conversation,female
datasources\LDC_female\wav\7HA1s2741.wav,hot anger,june seventeenth,conversation,female
datasources\LDC_female\wav\7HA1s2750.wav,hot anger,nine hundred two,conversation,female
datasources\LDC_female\wav\7HA1s2760.wav,hot anger,september fourth,conversation,female
datasources\LDC_female\wav\7HA1s2761.wav,hot anger,september fourth,conversation,female
datasources\LDC_female\wav\7HA1s2762.wav,hot anger,september fourth,conversation,female
datasources\LDC_female\wav\7HA1s2770.wav,hot anger,six thousand four,conversation,female
datasources\LDC_female\wav\7HA1s2771.wav,hot anger,six thousand four,conversation,female
datasources\LDC_female\wav\7HA1s2780.wav,hot anger,three hundred one,conversation,female
datasources\LDC_female\wav\7HA1s2781.wav,hot anger,three hundred one,conversation,female
datasources\LDC_female\wav\7HA1s3390.wav,hot anger,may twenty-eighth,conversation,female
datasources\LDC_female\wav\7HA1s3391.wav,hot anger,may twenty-eighth,conversation,female
datasources\LDC_female\wav\7HP1s0630.wav,happy,march thirtieth,conversation,female
datasources\LDC_female\wav\7HP1s0631.wav,happy,march thirtieth,conversation,female
datasources\LDC_female\wav\7HP1s0632.wav,happy,march thirtieth,conversation,female
datasources\LDC_female\wav\7HP1s0633.wav,happy,march thirtieth,conversation,female
datasources\LDC_female\wav\7HP1s0670.wav,happy,one hundred eight,conversation,female
datasources\LDC_female\wav\7HP1s0671.wav,happy,one hundred eight,conversation,female
datasources\LDC_female\wav\7HP1s0672.wav,happy,one hundred eight,conversation,female
datasources\LDC_female\wav\7HP1s0673.wav,happy,one hundred eight,conversation,female
datasources\LDC_female\wav\7HP1s1290.wav,happy,december sixth,conversation,female
datasources\LDC_female\wav\7HP1s1291.wav,happy,december sixth,conversation,female
datasources\LDC_female\wav\7HP1s1292.wav,happy,december sixth,conversation,female
datasources\LDC_female\wav\7HP1s1293.wav,happy,december sixth,conversation,female
datasources\LDC_female\wav\7HP1s1310.wav,happy,eight hundred three,conversation,female
datasources\LDC_female\wav\7HP1s1311.wav,happy,eight hundred three,conversation,female
datasources\LDC_female\wav\7HP1s1312.wav,happy,eight hundred three,conversation,female
datasources\LDC_female\wav\7HP1s1313.wav,happy,eight hundred three,conversation,female
datasources\LDC_female\wav\7HP1s1420.wav,happy,four thousand three,conversation,female
datasources\LDC_female\wav\7HP1s1421.wav,happy,four thousand three,conversation,female
datasources\LDC_female\wav\7HP1s1422.wav,happy,four thousand three,conversation,female
datasources\LDC_female\wav\7HP1s1423.wav,happy,four thousand three,conversation,female
datasources\LDC_female\wav\7HP1s1580.wav,happy,november tenth,conversation,female
datasources\LDC_female\wav\7HP1s1581.wav,happy,november tenth,conversation,female
datasources\LDC_female\wav\7HP1s1582.wav,happy,november tenth,conversation,female
datasources\LDC_female\wav\7HP1s1583.wav,happy,november tenth,conversation,female
datasources\LDC_female\wav\7HP1s1730.wav,happy,ten thousand four,conversation,female
datasources\LDC_female\wav\7HP1s1731.wav,happy,ten thousand four,conversation,female
datasources\LDC_female\wav\7HP1s1732.wav,happy,ten thousand four,conversation,female
datasources\LDC_female\wav\7HP1s1733.wav,happy,ten thousand four,conversation,female
datasources\LDC_female\wav\7HP1s1734.wav,happy,ten thousand four,conversation,female
datasources\LDC_female\wav\7HP1s2030.wav,happy,five thousand eight,conversation,female
datasources\LDC_female\wav\7HP1s2031.wav,happy,five thousand eight,conversation,female
datasources\LDC_female\wav\7HP1s2032.wav,happy,five thousand eight,conversation,female
datasources\LDC_female\wav\7HP1s2033.wav,happy,five thousand eight,conversation,female
datasources\LDC_female\wav\7HP1s2170.wav,happy,three thousand three,conversation,female
datasources\LDC_female\wav\7HP1s2171.wav,happy,three thousand three,conversation,female
datasources\LDC_female\wav\7HP1s2172.wav,happy,three thousand three,conversation,female
datasources\LDC_female\wav\7HP1s2173.wav,happy,three thousand three,conversation,female
datasources\LDC_female\wav\7HP1s3510.wav,happy,seventy-six,conversation,female
datasources\LDC_female\wav\7HP1s3511.wav,happy,seventy-six,conversation,female
datasources\LDC_female\wav\7HP1s3512.wav,happy,seventy-six,conversation,female
datasources\LDC_female\wav\7HP1s3513.wav,happy,seventy-six,conversation,female
datasources\LDC_female\wav\7HP1s3514.wav,happy,seventy-six,conversation,female
datasources\LDC_female\wav\7NT1s0060.wav,neutral,nine thousand six,conversation,female
datasources\LDC_female\wav\7NT1s0061.wav,neutral,nine thousand six,conversation,female
datasources\LDC_female\wav\7NT1s0270.wav,neutral,november fifth,conversation,female
datasources\LDC_female\wav\7NT1s0271.wav,neutral,november fifth,conversation,female
datasources\LDC_female\wav\7NT1s0470.wav,neutral,nine hundred six,conversation,female
datasources\LDC_female\wav\7NT1s0471.wav,neutral,nine hundred six,conversation,female
datasources\LDC_female\wav\7NT1s0780.wav,neutral,two thousand ten,conversation,female
datasources\LDC_female\wav\7NT1s0890.wav,neutral,five hundred two,conversation,female
datasources\LDC_female\wav\7NT1s0891.wav,neutral,five hundred two,conversation,female
datasources\LDC_female\wav\7NT1s0892.wav,neutral,five hundred two,conversation,female
datasources\LDC_female\wav\7NT1s0940.wav,neutral,three thousand ten,conversation,female
datasources\LDC_female\wav\7NT1s0941.wav,neutral,three thousand ten,conversation,female
datasources\LDC_female\wav\7NT1s0950.wav,neutral,december tenth,conversation,female
datasources\LDC_female\wav\7NT1s0980.wav,neutral,four thousand twelve,conversation,female
datasources\LDC_female\wav\7NT1s0981.wav,neutral,four thousand twelve,conversation,female
datasources\LDC_female\wav\7NT1s1820.wav,neutral,two thousand four,conversation,female
datasources\LDC_female\wav\7NT1s1821.wav,neutral,two thousand four,conversation,female
datasources\LDC_female\wav\7NT1s1830.wav,neutral,two thousand nine,conversation,female
datasources\LDC_female\wav\7NT1s1840.wav,neutral,two thousand one,conversation,female
datasources\LDC_female\wav\7NT1s1841.wav,neutral,two thousand one,conversation,female
datasources\LDC_female\wav\7NT1s1850.wav,neutral,two thousand six,conversation,female
datasources\LDC_female\wav\7NT1s1860.wav,neutral,two thousand three,conversation,female
datasources\LDC_female\wav\7NT1s1870.wav,neutral,two thousand twelve,conversation,female
datasources\LDC_female\wav\7NT1s1880.wav,neutral,two thousand two,conversation,female
datasources\LDC_female\wav\7NT1s1881.wav,neutral,two thousand two,conversation,female
datasources\LDC_female\wav\7NT1s1970.wav,neutral,three hundred ten,conversation,female
datasources\LDC_female\wav\7NT1s1971.wav,neutral,three hundred ten,conversation,female
datasources\LDC_female\wav\7NT1s2120.wav,neutral,one hundred nine,conversation,female
datasources\LDC_female\wav\7NT1s2190.wav,neutral,august second,conversation,female
datasources\LDC_female\wav\7NT1s2191.wav,neutral,august second,conversation,female
datasources\LDC_female\wav\7NT1s2210.wav,neutral,four hundred twelve,conversation,female
datasources\LDC_female\wav\7NT1s2211.wav,neutral,four hundred twelve,conversation,female
datasources\LDC_female\wav\7NT1s2300.wav,neutral,eight thousand one,conversation,female
datasources\LDC_female\wav\7NT1s2301.wav,neutral,eight thousand one,conversation,female
datasources\LDC_female\wav\7NT1s2360.wav,neutral,ten thousand two,conversation,female
datasources\LDC_female\wav\7NT1s2361.wav,neutral,ten thousand two,conversation,female
datasources\LDC_female\wav\7NT1s2380.wav,neutral,april fourteenth,conversation,female
datasources\LDC_female\wav\7NT1s2381.wav,neutral,april fourteenth,conversation,female
datasources\LDC_female\wav\7NT1s2400.wav,neutral,five thousand two,conversation,female
datasources\LDC_female\wav\7NT1s2401.wav,neutral,five thousand two,conversation,female
datasources\LDC_female\wav\7NT1s2402.wav,neutral,five thousand two,conversation,female
datasources\LDC_female\wav\7NT1s2450.wav,neutral,two hundred six,conversation,female
datasources\LDC_female\wav\7NT1s2451.wav,neutral,two hundred six,conversation,female
datasources\LDC_female\wav\7NT1s2470.wav,neutral,eight hundred one,conversation,female
datasources\LDC_female\wav\7NT1s2471.wav,neutral,eight hundred one,conversation,female
datasources\LDC_female\wav\7NT1s2670.wav,neutral,one thousand nine,conversation,female
datasources\LDC_female\wav\7NT1s2671.wav,neutral,one thousand nine,conversation,female
datasources\LDC_female\wav\7NT1s2760.wav,neutral,september fourth,conversation,female
datasources\LDC_female\wav\7NT1s2761.wav,neutral,september fourth,conversation,female
datasources\LDC_female\wav\7NT1s2770.wav,neutral,six thousand four,conversation,female
datasources\LDC_female\wav\7NT1s2771.wav,neutral,six thousand four,conversation,female
datasources\LDC_female\wav\7NT1s2890.wav,neutral,october first,conversation,female
datasources\LDC_female\wav\7NT1s2891.wav,neutral,october first,conversation,female
datasources\LDC_female\wav\7NT1s2910.wav,neutral,six hundred four,conversation,female
datasources\LDC_female\wav\7NT1s3200.wav,neutral,fifty-seven,conversation,female
datasources\LDC_female\wav\7NT1s3201.wav,neutral,fifty-seven,conversation,female
datasources\LDC_female\wav\7NT1s3250.wav,neutral,june twenty-first,conversation,female
datasources\LDC_female\wav\7NT1s3251.wav,neutral,june twenty-first,conversation,female
datasources\LDC_female\wav\7NT1s3310.wav,neutral,march twenty-eighth,conversation,female
datasources\LDC_female\wav\7NT1s3311.wav,neutral,march twenty-eighth,conversation,female
datasources\LDC_female\wav\7NT1s3312.wav,neutral,march twenty-eighth,conversation,female
datasources\LDC_female\wav\7NT1s3380.wav,neutral,may thirty-first,conversation,female
datasources\LDC_female\wav\7NT1s3381.wav,neutral,may thirty-first,conversation,female
datasources\LDC_female\wav\7NT1s3470.wav,neutral,seventy-five,conversation,female
datasources\LDC_female\wav\7NT1s3471.wav,neutral,seventy-five,conversation,female
datasources\LDC_female\wav\7NT1s3540.wav,neutral,sixty-seven,conversation,female
datasources\LDC_female\wav\7NT1s3541.wav,neutral,sixty-seven,conversation,female
datasources\LDC_female\wav\7NT2s0030.wav,neutral,five hundred nine,distant,female
datasources\LDC_female\wav\7NT2s0031.wav,neutral,five hundred nine,distant,female
datasources\LDC_female\wav\7NT2s0090.wav,neutral,three thousand eight,distant,female
datasources\LDC_female\wav\7NT2s0091.wav,neutral,three thousand eight,distant,female
datasources\LDC_female\wav\7NT2s0210.wav,neutral,december eighth,distant,female
datasources\LDC_female\wav\7NT2s0211.wav,neutral,december eighth,distant,female
datasources\LDC_female\wav\7NT2s0240.wav,neutral,four thousand four,distant,female
datasources\LDC_female\wav\7NT2s0241.wav,neutral,four thousand four,distant,female
datasources\LDC_female\wav\7NT2s0430.wav,neutral,eight thousand twelve,distant,female
datasources\LDC_female\wav\7NT2s0431.wav,neutral,eight thousand twelve,distant,female
datasources\LDC_female\wav\7NT2s0510.wav,neutral,three hundred eight,distant,female
datasources\LDC_female\wav\7NT2s0511.wav,neutral,three hundred eight,distant,female
datasources\LDC_female\wav\7NT2s0920.wav,neutral,november sixth,distant,female
datasources\LDC_female\wav\7NT2s0921.wav,neutral,november sixth,distant,female
datasources\LDC_female\wav\7NT2s0960.wav,neutral,eight hundred twelve,distant,female
datasources\LDC_female\wav\7NT2s0961.wav,neutral,eight hundred twelve,distant,female
datasources\LDC_female\wav\7NT2s1030.wav,neutral,ten thousand nine,distant,female
datasources\LDC_female\wav\7NT2s1031.wav,neutral,ten thousand nine,distant,female
datasources\LDC_female\wav\7NT2s1840.wav,neutral,two thousand one,distant,female
datasources\LDC_female\wav\7NT2s1841.wav,neutral,two thousand one,distant,female
datasources\LDC_female\wav\7NT2s1940.wav,neutral,one thousand three,distant,female
datasources\LDC_female\wav\7NT2s1941.wav,neutral,one thousand three,distant,female
datasources\LDC_female\wav\7NT2s2250.wav,neutral,september third,distant,female
datasources\LDC_female\wav\7NT2s2251.wav,neutral,september third,distant,female
datasources\LDC_female\wav\7NT2s2260.wav,neutral,six thousand ten,distant,female
datasources\LDC_female\wav\7NT2s2261.wav,neutral,six thousand ten,distant,female
datasources\LDC_female\wav\7NT2s2350.wav,neutral,one hundred three,distant,female
datasources\LDC_female\wav\7NT2s2351.wav,neutral,one hundred three,distant,female
datasources\LDC_female\wav\7NT2s2352.wav,neutral,one hundred three,distant,female
datasources\LDC_female\wav\7NT2s2420.wav,neutral,october tenth,distant,female
datasources\LDC_female\wav\7NT2s2421.wav,neutral,october tenth,distant,female
datasources\LDC_female\wav\7NT2s2440.wav,neutral,six hundred ten,distant,female
datasources\LDC_female\wav\7NT2s2441.wav,neutral,six hundred ten,distant,female
datasources\LDC_female\wav\7NT2s2510.wav,neutral,nine thousand two,distant,female
datasources\LDC_female\wav\7NT2s2511.wav,neutral,nine thousand two,distant,female
datasources\LDC_female\wav\7NT2s2640.wav,neutral,april sixteenth,distant,female
datasources\LDC_female\wav\7NT2s2641.wav,neutral,april sixteenth,distant,female
datasources\LDC_female\wav\7NT2s2650.wav,neutral,four hundred four,distant,female
datasources\LDC_female\wav\7NT2s2651.wav,neutral,four hundred four,distant,female
datasources\LDC_female\wav\7NT2s2710.wav,neutral,two hundred two,distant,female
datasources\LDC_female\wav\7NT2s2711.wav,neutral,two hundred two,distant,female
datasources\LDC_female\wav\7NT2s2740.wav,neutral,june seventeenth,distant,female
datasources\LDC_female\wav\7NT2s2741.wav,neutral,june seventeenth,distant,female
datasources\LDC_female\wav\7NT2s2750.wav,neutral,nine hundred two,distant,female
